,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
439,439,Mickaël Chen,Sorbonne Université,Ludovic Denoyer,Facebook - FAIR,Unsupervised Object Segmentation by Redrawing.
440,440,Thang Vu,KAIST,Chang Yoo,KAIST,Cascade RPN: Delving into High-Quality Region Proposal Network with Adaptive Convolution.
441,441,Jisoo Jeong,Seoul National University,Nojun Kwak,Seoul National University,Consistency-based Semi-supervised Learning for Object detection.
442,442,Xiaosong Zhang,University of Chinese Academy of Sciences,Qixiang Ye,"University of Chinese Academy of Sciences, China",FreeAnchor: Learning to Match Anchors for Visual Object Detection.
443,443,Andy Spielberg,Massachusetts Institute of Technology,Daniela Rus,Massachusetts Institute of Technology,Learning-In-The-Loop Optimization: End-To-End Control And Co-Design Of Soft Robots Through Learned Deep Latent Representations.
444,444,Ya-Chien Chang,"University of California, San Diego",Sicun Gao,"University of California, San Diego",Neural Lyapunov Control.
445,445,Taewan Kim,Amazon,Joydeep Ghosh,UT Austin,On Single Source Robustness in Deep Fusion Models.
446,446,Lun Huang,Peking University,Jie Chen,Peng Cheng Laboratory,Adaptively Aligned Image Captioning via Adaptive Attention Time.
447,447,Jingxiang Lin,University of Illinois at Urbana-Champaign,Alex Schwing,University of Illinois at Urbana-Champaign,TAB-VCR: Tags and Attributes based Visual Commonsense Reasoning Baselines.
448,448,Cheng-Chun Hsu,Academia Sinica,Yung-Yu Chuang,National Taiwan University,Weakly Supervised Instance Segmentation using the Bounding Box Tightness Prior.
449,449,Jie Song,Zhejiang University,Mingli Song,Zhejiang University,Deep Model Transferability from Attribution Maps.
450,450,Yiren Zhao,University of Cambridge,Cheng-Zhong Xu,University of Macau,Focused Quantization for Sparse CNNs.
451,451,Xiaohan Ding,Tsinghua University,Prof. Ji Liu Liu,Kwai Inc.,Global Sparse Momentum SGD for Pruning Very Deep Neural Networks.
452,452,Koen Helwegen,Plumerai,Roeland Nusselder,Plumerai,Latent Weights Do Not Exist: Rethinking Binarized Neural Network Optimization.
453,453,Lu Hou,"Huawei Technologies Co., Ltd",Tie-Yan Liu,Microsoft Research,Normalization Helps Training of Quantized LSTM.
454,454,Ron Banner,Intel - Artificial Intelligence Products Group (AIPG),Daniel Soudry,Technion,Post training 4-bit quantization of convolutional networks for rapid-deployment.
455,455,Linfeng Zhang,Tsinghua University,Kaisheng Ma,Tsinghua University,SCAN: A Scalable Neural Networks Framework Towards Compact and Efficient Models.
456,456,Salvator Lombardo,Disney Research,Stephan Mandt,"University of California, Irvine",Deep Generative Video Compression.
457,457,John Bradshaw,University of Cambridge/MPI IS Tübingen,Jose Miguel Hernández-Lobato,University of Cambridge,A Model to Search for Synthesizable Molecules.
458,458,Lars Maaløe,Corti,Ole Winther,Technical University of Denmark,BIVA: A Very Deep Hierarchy of Latent Variables for Generative Modeling.
