,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
0,0,Moran Baruch,Bar Ilan University,Yoav Goldberg,Bar-Ilan University,A Little Is Enough: Circumventing Defenses For Distributed Learning.
1,1,Shengyuan Hu,Cornell University,Kilian Weinberger,Cornell University / ASAPP Research,A New Defense Against Adversarial Images: Turning a Weakness into a Strength.
2,2,Ali Shafahi,University of Maryland,Tom Goldstein,University of Maryland,Adversarial training for free!.
3,3,Aleksandar Bojchevski,Technical University of Munich,Stephan Günnemann,Technical University of Munich,Certifiable Robustness to Graph Perturbations.
4,4,Rémi Jézéquel,"INRIA, École Normale Supérieure",Alessandro Rudi,"INRIA, Ecole Normale Superieure",Efficient online learning with kernels for adversarial large scale problems.
5,5,Saeed Mahloujifar,University of Virginia,David Evans,University of Virginia,Empirically Measuring Concentration: Fundamental Limits on Intrinsic Robustness.
6,6,Gunjan Verma,ARL,Ananthram Swami,"Army Research Laboratory, Adelphi",Error Correcting Output Codes Improve Probability Estimation and Adversarial Robustness of Deep Neural Networks.
7,7,Tianyu Guo,Peking University,Dacheng Tao,University of Sydney,Learning from Bad Data via Generation.
8,8,Jiezhang Cao,South China University of Technology,Mingkui Tan,South China University of Technology,Multi-marginal Wasserstein GAN.
9,9,Bao Wang,UCLA,Stanley Osher,UCLA,ResNets Ensemble via the Feynman-Kac Formalism to Improve Natural and Robust Accuracies.
10,10,Xiangyi Chen,University of Minnesota,David Cox,MIT-IBM Watson AI Lab,ZO-AdaMM: Zeroth-Order Adaptive Momentum Method for Black-Box Optimization.
11,11,Soumya Basu,University of Texas at Austin,Sanjay Shakkottai,University of Texas at Austin,Blocking Bandits.
12,12,Aadirupa Saha,Indian Institute of Science,Aditya Gopalan,Indian Institute of Science,Combinatorial Bandits with Relative Feedback .
13,13,David Martínez-Rubio,University of Oxford,Patrick Rebeschini,University of Oxford,Decentralized Cooperative Stochastic Bandits.
14,14,Gi-Soo Kim,Seoul National University,Myunghee Cho Paik,Seoul National University,Doubly-Robust Lasso Bandit.
15,15,Tianyuan Jin,University of Science and Technology of China,Enhong Chen,University of Science and Technology of China,Efficient Pure Exploration in Adaptive Round Model.
16,16,Sivan Sabato,Ben-Gurion University of the Negev,Sivan Sabato,Ben-Gurion University of the Negev,Epsilon-Best-Arm Identification in Pay-Per-Reward Multi-Armed Bandits.
17,17,Tobias Sommer Thune,University of Copenhagen,Yevgeny Seldin,University of Copenhagen,Nonstochastic Multiarmed Bandits with Unrestricted Delays.
18,18,Baekjin Kim,University of Michigan,Ambuj Tewari,University of Michigan,On the Optimality of Perturbations in Stochastic and Adversarial Multi-armed Bandit Problems.
