,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
219,219,Yanping Huang,Google Brain,ZF Chen,Google Brain,GPipe: Efficient Training of Giant Neural Networks using Pipeline Parallelism.
220,220,Misha Khodak,CMU,Ameet Talwalkar,CMU,Adaptive Gradient-Based Meta-Learning Methods.
221,221,Russell Mendonca,UC Berkeley,Chelsea Finn,Stanford University,Guided Meta-Policy Search.
222,222,LU LIU,University of Technology Sydney,Chengqi Zhang,University of Technology Sydney,Learning to Propagate for Graph Meta-Learning.
223,223,Eunbyung Park,UNC Chapel Hill / Nuro,Junier Oliva,UNC - Chapel Hill,Meta-Curvature.
224,224,Jun Shu,Xi'an Jiaotong University,Deyu Meng,Xi'an Jiaotong University,Meta-Weight-Net: Learning an Explicit Mapping For Sample Weighting.
225,225,Shikun Liu,Imperial College London,Edward Johns,Imperial College London,Self-Supervised Generalisation with Meta Auxiliary Learning.
226,226,Maria Jahja,Carnegie Mellon University,Ryan Tibshirani,Carnegie Mellon University,"Kalman Filter, Sensor Fusion, and Constrained Regression: Equivalences and Insights."
227,227,Jose Blanchet,Stanford University,Zhengqing Zhou,Stanford University,Multivariate Distributionally Robust Convex Regression under Absolute Error Loss.
228,228,Huaian Diao,Northeast Normal University,David Woodruff,Carnegie Mellon University,Optimal Sketching for Kronecker Product Regression and Low Rank Approximation.
229,229,Yan Zhang,University of Southampton,Adam Prugel-Bennett,apb@ecs.soton.ac.uk,Deep Set Prediction Networks.
230,230,Yingxiang Yang,University of Illinois at Urbana-Champaign,Niao He,UIUC,Learning Positive Functions with Pseudo Mirror Descent.
231,231,Carlo Ciliberto,Imperial College London,Alessandro Rudi,"INRIA, Ecole Normale Superieure",Localized Structured Prediction.
232,232,Vikas Garg,MIT,Tamar Pichkhadze,MIT,Online Markov Decoding: Lower Bounds and Near-Optimal Approximation Algorithms.
233,233,Hanjun Dai,Georgia Tech,Le Song,Georgia Institute of Technology,Retrosynthesis Prediction with Conditional Graph Logic Network.
234,234,Tam Nguyen,Freiburg Computer Vision Lab,Thomas Brox,University of Freiburg,DeepUSPS: Deep Robust Unsupervised Saliency Prediction via Self-supervision.
235,235,Adam Bielski,University of Bern,Paolo Favaro,"Bern University, Switzerland",Emergence of Object Segmentation in Perturbed Generative Models.
236,236,Christopher Beckham,Mila,Chris Pal,"MILA, Polytechnique Montréal, Element AI",On Adversarial Mixup Resynthesis.
237,237,Iordanis Kerenidis,Université Paris Diderot,Anupam Prakash,Université Paris Diderot,q-means: A quantum algorithm for unsupervised machine learning.
238,238,Hugo Caselles-Dupré,Flowers Laboratory (ENSTA ParisTech & INRIA) & Softbank Robotics Europe,David Filliat,ENSTA,Symmetry-Based Disentangled Representation Learning requires Interaction with Environments.
