,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
479,479,Talfan Evans,University College London,Neil Burgess,University College London,Coordinated hippocampal-entorhinal replay as structural inference.
480,480,Amir Dezfouli,"Data61, CSIRO",Cheng Soon Ong,Data61 and Australian National University,Disentangled behavioural representations.
481,481,Anette Hunziker,ETH Zurich,Adish Singla,MPI-SWS,Teaching Multiple Concepts to a Forgetful Learner.
482,482,Rahma Chaabouni,FAIR/ENS,Marco Baroni,University of Trento,Anti-efficient encoding in emergent communication.
483,483,Xiao Liu,Peking University,Si Wu,Peking University,Push-pull Feedback Implements Hierarchical Information Retrieval Efficiently.
484,484,Rohan Gala,Allen Institute,Uygar Sümbül,Allen Institute,A coupled autoencoder approach for multi-modal analysis of cell types.
485,485,Cole Hurwitz,University of Edinburgh,Matthias Hennig,University of Edinburgh,Scalable Spike Source Localization in Extracellular Recordings using Amortized Variational Inference.
486,486,Adam Gaier,Google / Inria / H-BRS,David Ha,Google Brain,Weight Agnostic Neural Networks.
487,487,Jenelle Feather,MIT,Josh McDermott,Massachusetts Institute of Technology,Metamers of neural networks reveal divergence from human perceptual systems.
488,488,Ben Deverett,Princeton University,Joel Leibo,DeepMind,Interval timing in deep reinforcement learning agents.
489,489,Hidenori Tanaka,Stanford,Surya Ganguli,Stanford,From deep learning to mechanistic understanding in neuroscience: the structure of retinal prediction.
490,490,Yuan Wang,Carnegie Mellon University,Leila Wehbe,Carnegie Mellon University,Neural Taskonomy: Inferring the Similarity of Task-Derived Representations from Brain Activity.
491,491,Kristof Meding,University of Tübingen & MPI for Intelligent Systems,Felix A. Wichmann,University of Tübingen,Perceiving the arrow of time in autoregressive motion.
492,492,Philippe Casgrain,Citadel / University of Toronto,Philippe Casgrain,Citadel / University of Toronto,A Latent Variational Framework for Stochastic Optimization.
493,493,Necdet Serhat Aybat,Penn State University,Asuman Ozdaglar,Massachusetts Institute of Technology,A Universally Optimal Multistage Accelerated Stochastic Gradient Method.
494,494,Yu-Guan Hsieh,Univ. Grenoble Alpes,Panayotis Mertikopoulos,CNRS (French National Center for Scientific Research),On the convergence of single-call stochastic extra-gradient methods.
495,495,Aaron Defazio,Facebook AI Research,Leon Bottou,FAIR,On the Ineffectiveness of Variance Reduced Optimization for Deep Learning.
496,496,Yujia Jin,Stanford University,Aaron Sidford,Stanford,Principal Component Projection and Regression in Nearly Linear Time through Asymmetric SVRG.
497,497,Marko Mitrovic,Yale University,Amin Karbasi,Yale,Adaptive Sequence Submodularity.
498,498,Senanayak Sesh Kumar Karri,Imperial College London,Thomas Pock,Graz University of Technology,Fast Decomposable Submodular Function Minimization using Constrained Total Variation.
