,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
299,299,Seunghyun Park,NAVER Corp.,Sungroh Yoon,Seoul National University,Deep Recurrent Neural Network-Based Identification of Precursor microRNAs.
300,300,Di He,Peking University,Tie-Yan Liu,Microsoft Research Asia,Decoding with Value Networks for Neural Machine Translation.
301,301,Bryan McCann,Salesforce Research,Richard Socher,MetaMind,Learned in Translation: Contextualized Word Vectors.
302,302,Andrew Gibiansky,Baidu Research,Yanqi Zhou,Baidu Research,Deep Voice 2: Multi-Speaker Neural Text-to-Speech.
303,303,Harm de Vries,Université de Montréal,Aaron Courville,U. Montreal,Modulating early visual processing by language.
304,304,Ilija Ilievski,National University of Singapore,Jiashi Feng,National University of Singapore,Multimodal Learning and Reasoning for Visual Question Answering.
305,305,Yu-Xiong Wang,Carnegie Mellon University,Martial Hebert,cmu,Learning to Model the Tail.
306,306,Raymond Yeh,University of Illinois at Urbana–Champaign,Alex Schwing,University of Illinois at Urbana-Champaign,Interpretable and Globally Optimal Prediction for Textual Grounding using Image Concepts.
307,307,Xiang Wu,Google,Felix Yu,Google Research,Multiscale Quantization for Fast Similarity Search.
308,308,Yuan-Ting Hu,University of Illinois Urbana-Champaign,Alex Schwing,University of Illinois at Urbana-Champaign,MaskRNN: Instance Level Video Object Segmentation.
309,309,Yu-Chuan Su,UT Austin,Kristen Grauman,University of Texas at Austin,Learning Spherical Convolution for Fast Features from 360° Imagery.
310,310,Siavash Arjomand Bigdeli,Universität Bern,Meiguang Jin,University of Bern,Deep Mean-Shift Priors for Image Restoration.
311,311,Alejandro Newell,University of Michigan,Jia Deng,University of Michigan,Pixels to Graphs by Associative Embedding.
312,312,Jiajun Wu,MIT,Josh Tenenbaum,MIT,MarrNet: 3D Shape Reconstruction via 2.5D Sketches.
313,313,Prateep Bhattacharjee,Indian Institute of Technology Madras,S. Das,IIT Madras,Temporal Coherency based Criteria for Predicting Video Frames using Deep Multi-stage Generative Adversarial Networks.
314,314,Michael Janner,MIT,Josh Tenenbaum,MIT,Self-Supervised Intrinsic Image Decomposition.
315,315,James Thewlis,University of Oxford,Andrea Vedaldi,Facebook AI Research and University of Oxford,Unsupervised learning of object frames by dense equivariant image labelling.
316,316,Sagie Benaim,Tel Aviv University,Lior Wolf,Facebook AI Research,One-Sided Unsupervised Domain Mapping.
317,317,Bo Dai,The Chinese University of Hong Kong,Dahua Lin,The Chinese University of Hong Kong,Contrastive Learning for Image Captioning.
318,318,Sara Sabour,Google,Geoffrey E Hinton,Google & University of Toronto,Dynamic Routing Between Capsules.
