,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
359,359,Tim van Erven,University of Amsterdam,Wouter Koolen,"Centrum Wiskunde & Informatica, Amsterdam",MetaGrad: Multiple Learning Rates in Online Learning.
360,360,Aapo Hyvarinen,University of Helsinki,Hiroshi Morioka,University of Helsinki,Unsupervised Feature Extraction by Time-Contrastive Learning and Nonlinear ICA.
361,361,Daniel Neil,Institute of Neuroinformatics,Shih-Chii Liu,"Institute for Neuroinformatics, University of Zurich and ETH Zurich",Phased LSTM: Accelerating Recurrent Network Training for Long or Event-based Sequences.
362,362,Yujia Shen,UCLA,Adnan Darwiche,UCLA,Tractable Operations for Arithmetic Circuits of Probabilistic Models.
363,363,Jimmy Ba,University of Toronto,Catalin Ionescu,Google,Using Fast Weights to Attend to the Recent Past.
364,364,Matthias W Seeger,Amazon,Valentin Flunkert,Amazon,Bayesian Intermittent Demand Forecasting for Large Inventories.
365,365,Jean-Bastien Grill,Inria Lille - Nord Europe,Remi Munos,Google DeepMind,Blazing the trails before beating the path: Sample-efficient Monte-Carlo planning.
366,366,Kiarash Shaloudegi,Huawei Noah's Ark,Wilsun Xu,University of Alberta,SDP Relaxation with Randomized Rounding for Energy Disaggregation.
367,367,Chengtao Li,MIT,Stefanie Jegelka,MIT,"Fast Mixing Markov Chains for Strongly Rayleigh Measures, DPPs, and Constrained Sampling."
368,368,Danilo Jimenez Rezende,Google DeepMind,Nicolas Heess,Google DeepMind,Unsupervised Learning of 3D Structure from Images.
369,369,Alnur Ali,Carnegie Mellon University,Ryan Tibshirani,Carnegie Mellon University,The Multiple Quantile Graphical Model.
370,370,Bo Wang,Stanford University,Anshul Kundaje,Stanford University,Unsupervised Learning from Noisy Networks with Applications to Hi-C Data.
371,371,Yizhe Zhang,Duke university,Lawrence Carin,Duke University,Towards Unifying Hamiltonian Monte Carlo and Slice Sampling.
372,372,Kentaro Minami,The University of Tokyo,Hiroshi Nakagawa,The University of Tokyo,Differential Privacy without Sensitivity.
373,373,Tim Rubin,Indiana University,Tal Yarkoni,University of Texas at Austin,Generalized Correspondence-LDA Models (GC-LDA) for Identifying Functional Regions in the Brain.
374,374,Zelda Mariet,MIT,Suvrit Sra,MIT,Kronecker Determinantal Point Processes.
375,375,Avinava Dubey,Carnegie Mellon University,Eric Xing,Carnegie Mellon University,Variance Reduction in Stochastic Gradient Langevin Dynamics.
376,376,Michal Feldman,TAU,Aviv Zohar,huji,Online Pricing with Strategic and Patient Buyers.
377,377,Zeyuan Allen-Zhu,Princeton University,Karthik Sridharan,University of Pennsylvania,Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters.
378,378,Pedro Mercado,Saarland University,Matthias Hein,Saarland University,Clustering Signed Networks with the Geometric Mean of Laplacians.
