,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
159,159,Mateusz Malinowski,Male,DeepMind,Mario Fritz,Male,CISPA Helmholtz Center i.G.,A Multi-World Approach to Question Answering about Real-World Scenes based on Uncertain Input.
160,160,Charles Kervrann,Male,Inria,Charles Kervrann,Male,Inria,PEWA: Patch-based Exponentially Weighted Aggregation for image denoising.
161,161,Renato Negrinho,Male,Carnegie Mellon University,Andre Martins,Male,CMU,Orbit Regularization.
162,162,Anshumali Shrivastava,Male,Rice University,Ping Li,Male,Baidu Research USA,Asymmetric LSH (ALSH) for Sublinear Time Maximum Inner Product Search (MIPS).
163,163,Mehryar Mohri,Male,Google Research & Courant Institute of Mathematical Sciences,Scott Yang,Male,D. E. Shaw & Co.,Conditional Swap Regret and Conditional Correlated Equilibrium.
164,164,Yu Xin,Male,Massachusetts Institute of Technology,Tommi Jaakkola,Male,MIT,Controlling privacy in recommender systems.
165,165,Daniel Bartz,Male,TU Berlin,Klaus-Robert Müller,Male,TU Berlin,Covariance shrinkage for autocorrelated data.
166,166,Yash Deshpande,Male,Massachusetts Institute of Technology,Andrea Montanari,Male,Stanford,Sparse PCA via Covariance Thresholding.
167,167,Waleed Ammar,Male,CMU,Noah A Smith,Male,Carnegie Mellon University,Conditional Random Field Autoencoders for Unsupervised Structured Prediction.
168,168,Bolei Zhou,Male,Massachusetts Institute of Technology,Aude Oliva,Male,MIT,Learning Deep Features for Scene Recognition using Places Database.
169,169,Matthew Lawlor,Male,Yale University,Steven W Zucker,Male,Yale University,Feedforward Learning of Mixture Models.
170,170,Peter Sadowski,Male,University of Hawai‘i,Pierre Baldi,Male,UC Irvine,Searching for Higgs Boson Decay Modes with Deep Learning.
171,171,Ferran Diego Andilla,Male,Telefonica R&D,Fred Hamprecht,Male,Heidelberg University,Sparse Space-Time Deconvolution for Calcium Image Analysis.
172,172,Shubhendu Trivedi,Male,Toyota Technological Institute at Chicago,Greg Shakhnarovich,Male,TTI-Chicago,Discriminative Metric Learning by Neighborhood Gerrymandering.
173,173,Gergely Neu,Male,Universitat Pompeu Fabra,Michal Valko,Male,DeepMind Paris and Inria Lille - Nord Europe,Online combinatorial optimization with stochastic decision sets and adversarial losses.
174,174,Cem Tekin,Male,UCLA,Mihaela van der Schaar,Male,"University of California, Los Angeles","Discovering, Learning and Exploiting Relevance."
175,175,Bruno Conejo,Male,Ecole des Ponts ParisTech,Jean Philippe Avouac,Male,Caltech,Inference by Learning: Speeding-up Graphical Model Optimization via a Coarse-to-Fine Cascade of Pruning Classifiers.
176,176,Allie Fletcher,Female,UCLA,Sundeep Rangan,Male,NYU,Scalable Inference for Neuronal Connectivity from Calcium Imaging.
177,177,Austin Benson,Male,Cornell University,David F Gleich,Male,Purdue University,Scalable Methods for Nonnegative Matrix Factorizations of Near-separable Tall-and-skinny Matrices.
178,178,Diederik Kingma,Male,Google,Max Welling,Male,University of Amsterdam / Qualcomm AI Research,Semi-supervised Learning with Deep Generative Models.
