,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
119,119,Guangcan Liu,Male,NUIST,Ping Li,Male,Baidu Research USA,Recovery of Coherent Data via Low-Rank Dictionary Pursuit.
120,120,Danfeng Qin,Male,"Computer Vision Lab, ETH Zurich",Luc V Gool,Male,"Computer Vision Lab, ETH Zurich",Quantized Kernel Learning for Feature Matching.
121,121,Kai Zhong,Male,Amazon,Pradeep Ravikumar,Male,Carnegie Mellon University,Proximal Quasi-Newton for Computationally Intensive L1-regularized M-estimators.
122,122,Hyokun Yun,Male,Amazon,S. Vishwanathan,Male,Purdue University,Ranking via Robust Binary Classification.
123,123,M. Pawan Kumar,Male,Ecole Centrale Paris,M. Pawan Kumar,Male,Ecole Centrale Paris,Rounding-based Moves for Metric Labeling.
124,124,Quanquan Gu,Male,University of Virginia,Jiawei Han,Male,University of Illinois at Urbana-Champaign,Robust Tensor Decomposition with Gross Corruption.
125,125,Alekh Agarwal,Male,Microsoft Research,Matus J Telgarsky,Male,University of Michigan,Scalable Non-linear Learning with Adaptive Polynomial Expansions.
126,126,Mehrdad Farajtabar,Male,Georgia Tech,Le Song,Male,Georgia Institute of Technology,Shaping Social Activity by Incentivizing Users.
127,127,Kamalika Chaudhuri,Female,UCSD,Shuang Song,Male,UC San Diego,The Large Margin Mechanism for Differentially Private Maximization.
128,128,Emile Richard,Male,Amazon,Jean-Philippe Vert,Male,Google,Tight convex relaxations for sparse matrix factorization.
129,129,David Carlson,Male,Duke University,Lawrence Carin,Male,Duke University,On the relations of LFPs & Neural Spike Trains.
130,130,Joon Hee Choi,Male,Purdue University,S. Vishwanathan,Male,Purdue University,DFacTo: Distributed Factorization of Tensors.
131,131,Omar Besbes,Male,Columbia University,Assaf Zeevi,Male,Columbia University,Stochastic Multi-Armed-Bandit Problem with Non-stationary Rewards.
132,132,Alexandra Carpentier,Male,StatsLab Cambridge,Michal Valko,Male,DeepMind Paris and Inria Lille - Nord Europe,Extreme bandits.
133,133,Deanna Needell,Female,Claremont McKenna College,Nati Srebro,Male,TTI-Chicago,"Stochastic Gradient Descent, Weighted Sampling, and the Randomized Kaczmarz algorithm."
134,134,Balázs Szörényi,Male,The Technion / University of Szeged,Remi Munos,Male,Google DeepMind,Optimistic Planning in Markov Decision Processes Using a Generative Model.
135,135,José Miguel Hernández-Lobato,Male,University of Cambridge,Zoubin Ghahramani,Male,Uber and University of Cambridge,Predictive Entropy Search for Efficient Global Optimization of Black-box Functions.
136,136,Qing Qu,Male,Columbia University,John Wright,Male,Columbia University,Finding a sparse vector in a subspace: Linear sparsity using alternating directions.
137,137,Judy Hoffman,Female,UC Berkeley,Kate Saenko,Female,UMass Lowell,LSDA: Large Scale Detection through Adaptation.
138,138,Moritz Hardt,Male,UC Berkeley,Eric Price,Male,The University of Texas at Austin,The Noisy Power Method: A Meta Algorithm with Applications.
