,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
99,99,Stefan Wager,Male,Stanford University,Amir Najmi,Male,Google,Feedback Detection for Live Predictors.
100,100,Ohad Shamir,Male,Weizmann Institute of Science,Ohad Shamir,Male,Weizmann Institute of Science,Fundamental Limits of Online and Distributed Algorithms for Statistical Learning and Estimation.
101,101,Yue Wu,Male,Cambridge,Zoubin Ghahramani,Male,Uber and University of Cambridge,Gaussian Process Volatility Model.
102,102,Puru Kar,Male,Indian Institute of Technology Kanpur,Prateek Jain,Male,Microsoft Research,Online and Stochastic Gradient Methods for Non-decomposable Loss Functions.
103,103,Katerina Fragkiadaki,Female,"University of California, Berkeley",Jitendra Malik,Male,UC Berkeley,Grouping-Based Low-Rank Trajectory Completion and 3D Reconstruction.
104,104,Sanjoy Dasgupta,Male,UC San Diego,Samory Kpotufe,Male,Princeton University,Optimal rates for k-NN density and mode estimation.
105,105,Jean Lafond,Male,Télécom ParisTech,Joseph Salmon,Male,Télécom ParisTech,Probabilistic low-rank matrix completion on finite alphabets.
106,106,Cristina Savin,Female,University of Cambridge,Sophie Denève,Female,"GNT, Ecole Normale Superieure",Spatio-temporal Representations of Uncertainty in Spiking Neural Networks.
107,107,Nan Du,Male,Georgia Tech,Le Song,Male,Georgia Institute of Technology,Learning Time-Varying Coverage Functions.
108,108,Rakesh Shivanna,Male,Google Inc.,Chiranjib Bhattacharyya,Male,Indian Institute of Science,Learning on graphs using Orthonormal Representation is Statistically Consistent.
109,109,Remi Lemonnier,Male,"CMLA - ENS Cachan / 1000mercis, Paris",Nicolas Vayatis,Male,Ecole Normale Supérieure de Cachan,Tight Bounds for Influence in Diffusion Networks and Application to Bond Percolation and Epidemiology.
110,110,Daniel Hernández-lobato,Male,Universidad Autonoma de Madrid,Novi Quadrianto,Male,University of Sussex and HSE,Mind the Nuisance: Gaussian Process Classification using Privileged Noise.
111,111,Rémi Lajugie,Male,Inria/ENS,Sylvain Arlot,Male,University Paris-Saclay and Inria,Metric Learning for Temporal Sequence Alignment.
112,112,Mario Marchand,Male,Université Laval,John Shawe-Taylor,Male,UCL,Multilabel Structured Output Learning with Random Spanning Trees of Max-Margin Markov Networks.
113,113,William R Vega-Brown,Male,Massachusetts Institute of Technology,Nicholas Roy,Male,Massachusetts Institute of Technology,Nonparametric Bayesian inference on multivariate exponential families.
114,114,Guido F Montufar,Male,UCLA,Yoshua Bengio,Male,University of Montreal,On the Number of Linear Regions of Deep Neural Networks.
115,115,Jie Shen,Male,Stevens Institute of Technology,Ping Li,Male,Baidu Research USA,Online Optimization for Max-Norm Regularization.
116,116,Agnieszka Grabska-Barwinska,Male,Google DeepMind,Jonathan W Pillow,Male,UT Austin,Optimal prior-dependent neural population codes under shared input noise.
117,117,Alex K Susemihl,Male,Berlin Institute of Technology,Manfred Opper,Male,TU Berlin,Optimal Neural Codes for Control and Estimation.
118,118,Ian Goodfellow,Male,Google,Yoshua Bengio,Male,University of Montreal,Generative Adversarial Nets.
