,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
319,319,Arnak Dalalyan,ENSAE - CREST,Yin Chen,Ecole des Ponts ParisTech,Fused sparsity and robust estimation for linear models with unknown variance.
320,320,Amir-massoud Farahmand,Vector Institute,Doina Precup,McGill University / Mila / DeepMind Montreal,Value Pursuit Iteration.
321,321,Stephen Becker,Paris-6/CNRS,Jalal Fadili,CNRS-ENSICAEN-Univ. Caen,A quasi-Newton proximal splitting method.
322,322,Stephen Boyd,Stanford University,Ana Radovanovic,Google Research,Accuracy at the Top.
323,323,Arthur Guez,DeepMind,Peter Dayan,"Gatsby Unit, UCL",Efficient Bayes-Adaptive Reinforcement Learning using Sample-Based Search.
324,324,Ronald Ortner,Montanuniversitaet Leoben,Daniil Ryabko,INRIA,Online Regret Bounds for Undiscounted Continuous Reinforcement Learning.
325,325,Aaron Wilson,Oregon State University,Prasad Tadepalli,Oregon State University,A Bayesian Approach for Policy Learning from Trajectory Preference Queries.
326,326,Claudio Gentile,INRIA,Francesco Orabona,Boston University,On Multilabel Classification and Ranking with Partial Feedback.
327,327,Jason D Lee,Stanford,Michael Saunders,Stanford University,Proximal Newton-type Methods for Minimizing Convex Objective Functions in Composite Form.
328,328,Sander M Bohte,Centrum Wiskunde Informatica,Sander M Bohte,Centrum Wiskunde Informatica,Efficient Spike-Coding with Multiplicative Adaptation in a Spike Response Model.
329,329,Dijun Luo,WhaleShark Media,Heng Huang,Electrical and Computer Engineering    University of Pittsburgh,Forging The Graphs: A Low Rank and Positive Semidefinite Graph Learning Approach.
330,330,Siddharth Gopal,Carnegie Mellon University,Alexandru Niculescu-Mizil,NEC Laboratories America,Bayesian models for Large-scale Hierarchical Classification.
331,331,Jinfeng Yi,JD AI Research,Shaili Jain,Yale University,Semi-Crowdsourced Clustering: Generalizing Crowd Labeling by Robust Distance Metric Learning.
332,332,Abner Guzmán-Rivera,Verus Financial,Pushmeet Kohli,Microsoft Research,Multiple Choice Learning: Learning to Produce Multiple Structured Outputs.
333,333,Dongho Kim,PROWLER.io Limited,Pascal Poupart,University of Waterloo,Cost-Sensitive Exploration in Bayesian Reinforcement Learning.
334,334,Mert Pilanci,Stan,Venkat Chandrasekaran,California Institute of Technology,Recovery of Sparse Probability Measures via Convex Programming.
335,335,Yair Wiener,Technion,Ran El-Yaniv,Technion & Google,Pointwise Tracking the Optimal Regression Function.
336,336,Daniil Ryabko,INRIA,Jeremie Mary,INRIA / Univ. Lille,Reducing statistical time-series problems to  binary classification.
337,337,C. C. Alan Fung,The Hong Kong University of Science and Technology,Si Wu,Beijing Normal University,Delay Compensation with Dynamical Synapses.
338,338,Hachem Kadri,Aix-Marseille University,philippe preux,INRIA,Multiple Operator-valued Kernel Learning.
