,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
899,899,Elad Hazan,Princeton University,Satyen Kale,Google,A Game Theoretic Analysis of Additive Adversarial Attacks and Defenses.
900,900,George Konidaris,Duke University,Andrew G Barto,University of Massachusetts,Adversarial Training is a Form of Data-dependent Operator Norm Regularization.
901,901,Xiaolin Yang,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Adversarial Robustness of Supervised Sparse Coding.
902,902,Marius Leordeanu,None,Rahul Sukthankar,Intel Labs and CMU,Boosting Adversarial Training with Hypersphere Embedding.
903,903,Chun-Nan Hsu,USC,Yuh-Jye Lee,National Taiwan University of Science and Technology,On the Loss Landscape of Adversarial Training: Identifying Challenges and How to Overcome Them.
904,904,Laura Dietz,"University of Massachusetts, Amherst",Tobias Scheffer,Universität Potsdam,DVERGE: Diversifying Vulnerabilities for Enhanced Robust Generation of Ensembles.
905,905,Charles Kemp,Carnegie Mellon University,Charles Kemp,Carnegie Mellon University,"Attack of the Tails: Yes, You Really Can Backdoor Federated Learning."
906,906,Menachem Fromer,Hebrew University,Amir Globerson,"Tel Aviv University, Google",Adversarially Robust Few-Shot Learning: A Meta-Learning Approach.
907,907,Alexandre Bouchard-Côté,UBC,Dan Klein,UC Berkeley,Guided Adversarial Attack for Evaluating and Enhancing Adversarial Defenses.
908,908,Emily Fox,"University of Washington, Apple",Alan S Willsky,Massachusetts Institute of Technology,Perturbing Across the Feature Hierarchy to Improve Standard and Strict Blackbox Attack Transferability.
909,909,Kwang In Kim,Saarland University,Matthias Hein,University of Tübingen,Robustness of Bayesian Neural Networks to Gradient-Based Attacks.
910,910,Katherine Heller,Duke,Nick Chater,None,Robust Deep Reinforcement Learning against Adversarial Perturbations on State Observations.
911,911,Bharath Sriperumbudur,The Pennsylvania State University,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen", On Adaptive Attacks to Adversarial Example Defenses.
912,912,Eric K Garcia,University of Washington,Maya R Gupta,University of Washington,High-Fidelity Generative Image Compression.
913,913,Novi Quadrianto,University of Sussex and HSE,Dale Schuurmans,Google Brain & University of Alberta,Attribute Prototype Network for Zero-Shot Learning.
914,914,Theodore Perkins,Ottawa Hospital Research Institute,Theodore Perkins,Ottawa Hospital Research Institute,Removing Bias in Multi-modal Classifiers: Regularization by Maximizing Functional Entropies.
915,915,Amarnag Subramanya,Google Inc.,Jeff A Bilmes,"University of Washington, Seattle",Variational Interaction Information Maximization for Cross-domain Disentanglement.
916,916,Eric K Garcia,University of Washington,Maya R Gupta,University of Washington,Hard Example Generation by Texture Synthesis for Cross-domain Shape Similarity Learning.
917,917,Jean-Pascal Pfister,Cambridge University,Mate Lengyel,University of Cambridge,Few-shot Image Generation with Elastic Weight Consolidation.
918,918,Tetsuro Morimura,IBM,Kenji Doya,Okinawa Institute of Science and Technology Graduate University,DeepI2I: Enabling Deep Hierarchical Image-to-Image Translation by Transferring from GANs.
