,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
1659,1659,Jonathan Huang,google.com,Carlos Guestrin,University of Washington,Detecting Interactions from Neural Networks via Topological Analysis.
1660,1660,Ian H Stevenson,University of Connecticut,Konrad Koerding,None,Learning efficient task-dependent representations with synaptic plasticity.
1661,1661,Percy Liang,Stanford University,Michael Jordan,UC Berkeley,Modeling Shared responses in Neuroimaging Studies through MultiView ICA.
1662,1662,Rob Fergus,DeepMind / NYU,Antonio Torralba,Massachusetts Institute of Technology,Patch2Self: Denoising Diffusion MRI with Self-Supervised Learning​.
1663,1663,Michael Wick,Oracle Labs,Andrew McCallum,UMass Amherst,Uncovering the Topology of Time-Varying fMRI Data using Cubical Persistence.
1664,1664,Honglak Lee,U. Michigan,Andrew Y Ng,DeepLearning.AI,Interpretable multi-timescale models for predicting fMRI responses to continuous natural speech.
1665,1665,Jon McAuliffe,UC Berkeley and Voleon,Jon McAuliffe,UC Berkeley and Voleon,Learning abstract structure for drawing by efficient motor program induction.
1666,1666,Sebastian Gerwinn,MPI for Biological Cybernetics & University of Tübingen,Matthias Bethge,University Tübingen,Mutual exclusivity as a challenge for deep neural networks.
1667,1667,Ben Taskar,University of Washington,Ben Taskar,University of Washington,Gibbs Sampling with People.
1668,1668,Hamed Pirsiavash,University of California Irvine,Charless Fowlkes,UC Irvine,Learning sparse codes from compressed representations with biologically plausible local wiring constraints.
1669,1669,Ofer Dekel,Microsoft Research,Ofer Dekel,Microsoft Research,Shared Space Transfer Learning for analyzing multi-site fMRI data.
1670,1670,Ben Taskar,University of Washington,Ben Taskar,University of Washington,Modeling Task Effects on Meaning Representation in the Brain via Zero-Shot MEG Prediction.
1671,1671,Percy Liang,Stanford University,Michael Jordan,UC Berkeley,System Identification with Biophysical Constraints: A Circuit Model of the Inner Retina.
1672,1672,Sahand N Negahban,"University of California, Berkeley",Bin Yu,None,An Unsupervised Information-Theoretic Perceptual Quality Metric.
1673,1673,George Konidaris,Duke University,Andrew G Barto,University of Massachusetts,Beyond accuracy: quantifying trial-by-trial behaviour of CNNs and humans by measuring error consistency.
1674,1674,Boaz Nadler,Weizmann Institute of Science,Xueyuan Zhou,None,CoMIR: Contrastive Multimodal Image Representation for Registration.
1675,1675,Yoshinobu Kawahara,Osaka University / RIKEN,Jeff A Bilmes,"University of Washington, Seattle",CrossTransformers: spatially-aware few-shot transfer.
1676,1676,Bill Triggs,CNRS,Bill Triggs,CNRS,Contrastive learning of global and local features for medical image segmentation with limited annotations.
1677,1677,Andrew Guillory,University of Washington,Jeff A Bilmes,"University of Washington, Seattle",3D Self-Supervised Methods for Medical Imaging.
1678,1678,Rob Fergus,DeepMind / NYU,Antonio Torralba,Massachusetts Institute of Technology,Unsupervised Learning of Dense Visual Representations.
