,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
159,159,Jonathan Chang,Facebook,David Blei,Columbia University,Dynamic Regret of Policy Optimization in Non-Stationary Environments.
160,160,Zhen James Xiang,Princeton University,Peter J Ramadge,Princeton,Constrained episodic reinforcement learning in concave-convex and knapsack settings.
161,161,Joao V Graca,L2F INESC-ID Lisboa,Fernando Pereira,Google,CoinDICE: Off-Policy Confidence Interval Estimation.
162,162,Yacov Crammer,Technion,Mark Dredze,Johns Hopkins,Risk-Sensitive Reinforcement Learning: Near-Optimal Risk-Sample Tradeoff in Regret.
163,163,Kurt T Miller,PDT Partners,Michael Jordan,UC Berkeley,Reinforcement Learning with General Value Function Approximation: Provably Efficient Approach via Bounded Eluder Dimension.
164,164,Siamac Fazli,TU Berlin,Klaus-Robert Müller,TU Berlin,Task-agnostic Exploration in Reinforcement Learning.
165,165,Laura Dietz,"University of Massachusetts, Amherst",Tobias Scheffer,Universität Potsdam,Provably Efficient Exploration for Reinforcement Learning Using Unsupervised Learning.
166,166,Hamed Valizadegan,Michigan State University,Jianchang Mao,Yahoo! Labs,On Function Approximation in Reinforcement Learning: Optimism in the Face of Large State Spaces.
167,167,Gideon S Mann,Google Inc.,Dan Walker,None,Upper Confidence Primal-Dual Reinforcement Learning for CMDP with Adversarial Loss.
168,168,Aurelie C Lozano,IBM Research,Naoki Abe,None,Minimax Value Interval for Off-Policy Evaluation and Policy Optimization.
169,169,Marek Petrik,IBM,Shlomo Zilberstein,Univ of Mass,Logarithmic Regret Bound in Partially Observable Linear Dynamical Systems.
170,170,Vinod Nair,University of Toronto,Geoffrey E Hinton,Google & University of Toronto,The Power of Predictions in Online Control.
171,171,Ian H Stevenson,University of Connecticut,Konrad Koerding,None,Information Theoretic Regret Bounds for Online Nonlinear Control.
172,172,Theodore Perkins,Ottawa Hospital Research Institute,Theodore Perkins,Ottawa Hospital Research Institute,Latent Template Induction with Gumbel-CRFs.
173,173,Cosmin A Bejan,The University of Texas at Dallas,Sanda Harabagiu,University of Texas at Dallas,Federated Principal Component Analysis.
174,174,Alekh Agarwal,UC Berkeley,Martin J Wainwright,UC Berkeley,Learning Differential Equations that are Easy to Solve.
175,175,Roger Luo,Snap Inc.,Vittorio Ferrari,University of Edinburgh,Learning Rich Rankings.
176,176,Zenglin Xu,University of Electronic Science & Technology of China,Zhirong Yang,Aalto University,Self-supervised Co-Training for Video Representation Learning.
177,177,Chunxiao Zhou,NIH (National Institutes of Health),Yongmei Michelle Wang,None,Prophet Attention: Predicting Attention with Future Attention.
178,178,Andrea Montanari,Stanford,José Bento,Boston College,Audeo: Audio Generation for a Silent Performance Video.
