,first-author-affiliation,last-author-affiliation,title
0," The DesignSpace Group., University of Bremen, Germany"," The DesignSpace Group., University of Bremen, Germany",Artificial intelligence for predictive and evidence based architecture design
1, University of Patras, University of Patras,co-rank: an online tool for collectively deciding efficient rankings among peers
2, Paris Dauphine University, Alcatel-Lucent Bell Labs France,SVVAMP: simulator of various voting algorithms in manipulating populations
3, University of Southern California, University of Southern California,Deploying PAWS to combat poaching: game-theoretic patrolling in areas with complex terrain (demonstration)
4," University of Cambridge, Cambridge, UK"," Microsoft, Redmond",Predicting gaming related properties from Twitter accounts
5, i.am+ LLC. Los Angeles, i.am+ LLC. Los Angeles,NLU framework for voice enabling non-native applications on smart devices
6," Department of Business Technology, University of Miami"," Faculty of Business Economics, Hasselt University, Belgium",Modeling and experimentation framework for Fuzzy Cognitive Maps
7," The Hebrew University of Jerusalem, Israel"," Microsoft Research, Cambridge, UK",Using Convolutional Neural Networks to analyze function properties from images
8," The Hebrew University of Jerusalem, Israel"," Microsoft Research, Cambridge, UK",Predicting personal traits from facial images using Convolutional Neural Networks augmented with facial landmark information
9," Department of Computer Science, University of Illinois at Urbana-Champaign, IL"," Department of Computer Science, University of Illinois at Urbana-Champaign, IL",EKNOT: event knowledge from news and opinions in Twitter
10," Information Sciences and Technology, The Pennsylvania State University, University Park"," Information Sciences and Technology, The Pennsylvania State University, University Park and Computer Science and Engineering, The Pennsylvania State University, University Park",BBookX: building online open books for personalized learning
11," Department of Computer Science and Technology, Tsinghua University, Beijing, China and Tsinghua National Laboratory for Information Science and Technology (TNList), Key Laboratory of Pervasive Computing, Ministry of Education"," Department of Computer Science and Technology, Tsinghua University, Beijing, China and Tsinghua National Laboratory for Information Science and Technology (TNList), Key Laboratory of Pervasive Computing, Ministry of Education",Moodee: an intelligent mobile companion for sensing your stress from your social media postings
12," School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China"," School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China",Write-righter: an academic writing assistant system
13," School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ"," Division of Bioinformatics and Biostatistics, National Center for Toxicological Research, US Food and Drug Administration, Jefferson, AR",An image analysis environment for species identification of food contaminating beetles
14," Phersu Interactive, Belo Horizonte, Brazil"," Computer Science Department, University of Southern California, Los Angeles, CA","Jikan to Kukan: a hands-on musical experience in AI, games and art (demonstration)"
15," Indian Institute of Technology Bombay, Mumbai, India"," Goa University, Goa, India",WWDS APIs: application programming interfaces for efficient manipulation of World WordNet Database Structure
16," Unanimous A.I, San Francisco, California"," Unanimous A.I, San Francisco, California","Artificial Swarm Intelligence, a human-in-the-loop approach to A.I."
17, Palo Alto Research Center, Palo Alto Research Center,Toward Interactive Relational Learning
18," Dept of Physics, Canisius College, Buffalo, NY"," Dept of Physics, Canisius College, Buffalo, NY",EDDIE: an embodied AI system for research and intervention for individuals with ASD
19, Abc," University of Kentucky, Lexington, KY",A tool to graphically edit CP-nets
20," Computer Science Department, University of North Carolina at Charlotte"," Computer Science Department, University of North Carolina at Charlotte",A visual semantic framework for innovation analytics
21," Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly, Nanyang Technological University, Singapore"," Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",Multi-Agent System development MADE easy
22," School of Computer Science and Technology, Shandong University, Jinan, China"," Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly, Nanyang Technological University, Singapore",A fraud resilient medical insurance claim system
23," Virginia Tech, Department of Computer Science, Blacksburg, VA"," Virginia Tech, Department of Computer Science, Blacksburg, VA",DECT: distributed evolving context tree for understanding user behavior pattern evolution
24," Robotics Institute, Carnegie Mellon University, Pittsburgh, PA"," Robotics Institute, Carnegie Mellon University, Pittsburgh, PA",Markov Argumentation Random Fields
25," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China"," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China",Shoot to know what: an application of deep networks on mobile devices
26," Center for Research on Intelligent Perception and Computing (CRIPAC), National Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences, China"," Center for Research on Intelligent Perception and Computing (CRIPAC), National Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences, China",SAPE: a system for Situation-Aware Public Security Evaluation
27," Center for Research on Intelligent Perception and Computing (CRIPAC), National Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences, China"," Center for Research on Intelligent Perception and Computing (CRIPAC), National Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences, China",Information Credibility Evaluation on social media
28," Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly, Nanyang Technological University, Singapore"," Department of Electrical and Computer Engineering, the University of British Columbia, Vancouver, Canada",Productive aging through intelligent personalized crowdsourcing
