,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
159,159,Mijung Park,Female,University of Texas,Jonathan W Pillow,Male,UT Austin,Bayesian active learning with localized priors for fast receptive field characterization.
160,160,Kei Wakabayashi,Male,University of Tsukuba,Takao Miura,Male,Hosei University,Forward-Backward Activation Algorithm for Hierarchical Hidden Markov Models.
161,161,Feng Cao,Male,Case Western Reserve University,Soumya Ray,Male,Case Western Reserve University,Bayesian Hierarchical Reinforcement Learning.
162,162,Ali Eslami,Male,Microsoft Research,Chris Williams,Male,University of Edinburgh,A Generative Model for Parts-based Object Segmentation.
163,163,Martha White,Female,University of Alberta,Dale Schuurmans,Male,Google Brain & University of Alberta,Convex Multi-view Subspace Learning.
164,164,Assaf Glazer,Male,Technion,Shaul Markovitch,Male,Technion,Learning High-Density Regions for a Generalized Kolmogorov-Smirnov Test in High-Dimensional Data.
165,165,Hyunsin Park,Female,KAIST,Chang D. D Yoo,Male,KAIST,Phoneme Classification using Constrained Variational Gaussian Process Dynamical System.
166,166,Rina Foygel,Female,Stanford University,Russ Salakhutdinov,Male,Carnegie Mellon University,Matrix reconstruction with the local max norm.
167,167,Thanh Ngo,Male,University of Minnesota,Yousef Saad,Male,University of Minnesota,Scaled Gradients on Grassmann Manifolds for Matrix Completion.
168,168,Jason Pacheco,Male,Brown University,Erik Sudderth,Male,Brown University,Minimization of Continuous Bethe Approximations: A Positive Variation.
169,169,Lucas Theis,Male,Twitter,Matthias Bethge,Male,University Tübingen,Training sparse natural image models with a fast Gibbs sampler of an extended state space.
170,170,John Duchi,Male,UC Berkeley,Andre Wibisono,Male,Georgia Tech,Finite Sample Convergence Rates of Zero-Order Stochastic Optimization Methods.
171,171,nikete Della Penna,Male,Massachuset Institute of Technology,Rafael Frongillo,Male,University of Colorado Boulder,Interpreting prediction markets: a stochastic approach.
172,172,Deepak Venugopal,Male,The University of Texas at Dallas (UT Dallas),Vibhav Gogate,Male,UT Dallas,On Lifting the Gibbs Sampling Algorithm.
173,173,Tivadar Papai,Male,University of Rochester,Daniel Stefankovic,Male,University of Rochester,Slice Normalized Dynamic Markov Logic Networks.
174,174,Amir Sani,Male,"Centre d'Economie de la Sorbonne, CNRS",Remi Munos,Male,Google DeepMind,Risk-Aversion in Multi-armed Bandits.
175,175,Michael A Osborne,Male,U Oxford,Zoubin Ghahramani,Male,Uber and University of Cambridge,Active Learning of Model Evidence Using Bayesian Quadrature.
176,176,Søren Hauberg,Male,Max Planck Institute,Michael J Black,Male,Max Planck Institute for Intelligent Systems,A Geometric take on Metric Learning.
177,177,Zuoguan Wang,Male,Rensselaer Polytechnic Institute,Qiang Ji,Male,Rensselaer Polytechnic Institute,Learning with Target Prior.
178,178,Russ Salakhutdinov,Male,Carnegie Mellon University,Geoffrey E Hinton,Male,Google & University of Toronto,A Better Way to Pre-Train Deep Boltzmann Machines.
