,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
19,19,Melanie Rey,Female,University of Basel,Volker Roth,Male,University of Basel,Meta-Gaussian Information Bottleneck.
20,20,Florian T Pokorny,Male,KTH Royal Institute of Technology,Danica Kragic,female,KTH,Persistent Homology for Learning Densities with Bounded Support.
21,21,Peter Sollich,Male,King's College London,Simon R Ashton,Male,King's College London,Learning curves for multi-task Gaussian process regression.
22,22,Yunchao Gong,Male,UNC Chapel Hill,Svetlana Lazebnik,female,UIUC,Angular Quantization based Binary Codes for Fast Similarity Search.
23,23,Chao Zhang,Male,Arizona State University,Lei Zhang,Male,Nanjing University of Science and Technology,Generalization Bounds for Domain Adaptation.
24,24,Weihao Kong,Male,Shanghai Jiao Tong University,Wu-Jun Li,Male,Nanjing University,Isotropic Hashing.
25,25,Ben Rolfs,Male,Stanford University,Ian Wong,Male,Stanford University,Iterative Thresholding Algorithm for Sparse Inverse Covariance Estimation.
26,26,Minjie Xu,Male,Bloomberg LP,Bo Zhang,Male,Fair Isaac Corp.,Bayesian Nonparametric Maximum Margin Matrix Factorization for Collaborative Prediction.
27,27,Karol Gregor,Male,Google DeepMind,Dmitri B Chklovskii,Male,HHMI,A lattice filter model of the visual pathway.
28,28,Hankz Hankui Zhuo,Male,Sun Yat-sen University,Subbarao Kambhampati,Male,Arizona State University,Action-Model Based Multi-agent Plan Recognition.
29,29,Moritz Hardt,Male,IBM Almaden Research,Frank McSherry,Male,Microsoft Research,A Simple and Practical Algorithm for Differentially Private Data Release.
30,30,Stefan Habenschuss,Male,,Bernhard Nessler,Male,TU-Graz,Homeostatic plasticity in Bayesian spiking networks as Expectation Maximization with posterior constraints.
31,31,Mathieu Sinn,Male,IBM Research - Ireland,Bei Chen,Male,McMaster University,Mixing Properties of Conditional Markov Chains with Unbounded Feature Functions.
32,32,Francesco Dinuzzo,Male,Expedia Group,Bernhard Schölkopf,Male,"MPI for Intelligent Systems, Tübingen",The representer theorem for Hilbert spaces: a necessary and sufficient condition.
33,33,David Belanger,Male,Google Brain,Andrew McCallum,Male,UMass Amherst,MAP Inference in Chains using Column Generation.
34,34,Matthew Coudron,Male,Massachusetts Institute of Technology,Gilad Lerman,Male,University of Minnesota,On the Sample Complexity of Robust PCA.
35,35,Christian Mayr,Male,TU Dresden,Heidemarie Schmidt,Male,TU Chemnitz,Waveform Driven Plasticity in BiFeO3 Memristive Devices: Model and Implementation.
36,36,Puru Kar,Male,Indian Institute of Technology Kanpur,Prateek Jain,Male,Microsoft Research,Supervised Learning with Similarity Functions.
37,37,Pieter-Jan Kindermans,Male,Ghent University,Benjamin Schrauwen,Male,Ghent University,A P300 BCI for the Masses: Prior Information Enables Instant Unsupervised Spelling.
38,38,Chen Chen,Female,University of Texas at Arlington,Junzhou Huang,Male,University of Texas at Arlington / Tencent AI Lab,Compressive Sensing MRI with Wavelet Tree Sparsity.
