,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
219,219,Percy Liang,Male,Stanford University,Daniel Hsu,Male,Columbia University,Identifiability and Unmixing of Latent Parse Trees.
220,220,Ashish Kapoor,Male,Microsoft,Prateek Jain,Male,Microsoft Research,Multilabel Classification using Bayesian Compressed Sensing.
221,221,Harish G Ramaswamy,Male,Indian Institute of Science,Shivani Agarwal,Male,University of Pennsylvania,Classification Calibration Dimension for General Multiclass Losses.
222,222,Francois Caron,Male,University of Oxford,Yee Whye Teh,Male,"University of Oxford, DeepMind",Bayesian nonparametric models for ranked data.
223,223,Alex Kulesza,Male,Google,Ben Taskar,Male,University of Washington,Near-Optimal MAP Inference for Determinantal Point Processes.
224,224,Chi Jin,Male,UC Berkeley,Liwei Wang,Male,Peking University,Dimensionality Dependent PAC-Bayes Margin Bound.
225,225,Nan Du,Male,Georgia Tech,Ming Yuan,Male,None,Learning Networks of Heterogeneous Influence.
226,226,Bonnie Kirkpatrick,Male,University of British Columbia,Alexandre Bouchard-Côté,Male,UBC,Bayesian Pedigree Analysis using Measure Factorization.
227,227,Tiberio Caetano,Male,NICTA Canberra,James Petterson,Male,NICTA,Learning as MAP Inference in Discrete Graphical Models.
228,228,Liva Ralaivola,Male,"LIF, IUF, Aix-Marseille University, CNRS",Liva Ralaivola,Male,"LIF, IUF, Aix-Marseille University, CNRS",Confusion-Based Online Learning and a Passive-Aggressive Scheme.
229,229,Tim van Erven,Male,University of Amsterdam,Robert Williamson,Male,Australian National University & Data61,Mixability in Statistical Learning.
230,230,Christoph Lampert,Male,IST Austria,Christoph Lampert,Male,IST Austria,Dynamic Pruning of Factor Graphs for Maximum Marginal Prediction.
231,231,Amr Ahmed,Male,Yahoo! Research,Alex Smola,Male,Amazon - We are hiring!,FastEx: Fast Clustering with Exponential Families.
232,232,Weiwei Cheng,Male,University of Marburg,Volkmar Welker,Male,University of Marburg,Label Ranking with Partial Abstention based on Thresholded Probabilistic Models.
233,233,Grégoire Montavon,Male,TU Berlin,Klaus-Robert Müller,Male,TU Berlin,Learning Invariant Representations of Molecules for Atomization Energy Prediction.
234,234,Peter Kontschieder,Male,Graz University of Technology,Horst Bischof,Male,TU Graz,Context-Sensitive Decision Forests for Object Detection.
235,235,Jonathan Huang,Male,google.com,Daniel C Alexander,Male,UCL,Probabilistic Event Cascades for Alzheimer's disease.
236,236,Rodolphe Jenatton,Male,INRIA,Guillaume R Obozinski,Male,Ecole des Ponts - ParisTech,A latent factor model for highly multi-relational data.
237,237,Hua Wang,Male,Univ. of Texas at Arlington,Li Shen,Male,Indiana University School of Medicine,High-Order Multi-Task Feature Learning to Identify Longitudinal Phenotypic Markers for Alzheimer Disease Progression Prediction.
238,238,Thomas Furmston,Male,University College London,David Barber,Male,University College London,A Unifying Perspective of Parametric Policy Search Methods for Markov Decision Processes.
