,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
39,39,Yao-Liang Yu,Male,University of Waterloo,Dale Schuurmans,Male,Google Brain & University of Alberta,A Polynomial-time Form of Robust Regression.
40,40,Zhihua Zhang,Male,Shanghai Jiao Tong University,Bojun Tu,Male,Zhejiang University,"Nonconvex Penalization, Levy Processes and Concave Conjugates."
41,41,Han Liu,Male,Tencent AI Lab,Larry Wasserman,Male,Carnegie Mellon University,Exponential Concentration for Mutual Information Estimation with Application to Forests.
42,42,Ben Calderhead,Male,University College London,Matyas A Sustik,Male,University of Texas at Austin,Sparse Approximate Manifolds for Differential Geometric MCMC.
43,43,Morteza Ibrahimi,Male,Google,Benjamin Van Roy,Male,Stanford University,Efficient Reinforcement Learning for High Dimensional Linear Quadratic Systems.
44,44,Xue-Xin Wei,Male,University of Pennsylvania,Alan A Stocker,Male,University of Pennsylvania,Efficient coding connects prior and likelihood function in perceptual Bayesian inference.
45,45,Marius Pachitariu,Male,"Gatsby Unit, UCL",Maneesh Sahani,Male,"Gatsby Unit, UCL",Learning visual motion in recurrent neural networks.
46,46,Argyris Kalogeratos,Male,"CMLA - ENS Cachan, Paris Saclay",Aristidis Likas,Male,University of Ioannina,Dip-means: an incremental clustering method for estimating the number of clusters.
47,47,Lloyd T Elliott,Male,University of Oxford,Yee Whye Teh,Male,"University of Oxford, DeepMind",Scalable imputation of genetic data with a discrete fragmentation-coagulation process.
48,48,Lei Shi,Male,Baidu,Lei Shi,Male,Baidu,Bayesian Probabilistic Co-Subspace Addition.
49,49,Jake Bouvrie,Male,Massachusetts Institute of Technology,Jean-Jacques Slotine,Male,Massachusetts Institute of Technology,Synchronization can Control Regularization in Neural Systems via Correlated Noise Processes.
50,50,Ognjen Arandjelovic,Male,Deakin University,Ognjen Arandjelovic,Male,Deakin University,Assessing Blinding in Clinical Trials.
51,51,Rishabh K Iyer,Male,"University of Washington, Seattle",Jeff A Bilmes,Male,"University of Washington, Seattle",Submodular Bregman Divergences with Applications.
52,52,Jasper Snoek,Male,Google Brain,Ryan Adams,Male,Princeton University,Practical Bayesian Optimization of Machine Learning Algorithms.
53,53,Alex Flint,Male,Oxford University,Matthew B Blaschko,Male,KU Leuven,Perceptron Learning of SAT.
54,54,Weixin Li,Male,"University of California, San Diego",Nuno Vasconcelos,Male,UC San Diego,Recognizing Activities by Attribute Dynamics.
55,55,Pedro Ortega,Male,DeepMind,Daniel A Braun,Male,University of Cambridge,A Nonparametric Conjugate Prior Distribution for the Maximizing Argument of a Noisy Function.
56,56,Madalina Fiterau,Female,UMass Amherst,Artur Dubrawski,Male,Carnegie Mellon University,Projection Retrieval for Classification.
57,57,Ping Li,Male,Baidu Research USA,Cun-Hui Zhang,Male,Rutgers University,One Permutation Hashing.
58,58,Ulugbek S Kamilov,Male,EPFL,MIchael Unser,Male,EPFL,Approximate Message Passing with Consistent Parameter Estimation and Applications to Sparse Learning.
