,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
319,319,Arnak Dalalyan,Male,ENSAE - CREST,Yin Chen,Male,Ecole des Ponts ParisTech,Fused sparsity and robust estimation for linear models with unknown variance.
320,320,Amir-massoud Farahmand,Male,Vector Institute,Doina Precup,Female,McGill University / Mila / DeepMind Montreal,Value Pursuit Iteration.
321,321,Stephen Becker,Male,Paris-6/CNRS,Jalal Fadili,Male,CNRS-ENSICAEN-Univ. Caen,A quasi-Newton proximal splitting method.
322,322,Stephen Boyd,Male,Stanford University,Ana Radovanovic,Female,Google Research,Accuracy at the Top.
323,323,Arthur Guez,Male,DeepMind,Peter Dayan,Male,"Gatsby Unit, UCL",Efficient Bayes-Adaptive Reinforcement Learning using Sample-Based Search.
324,324,Ronald Ortner,Male,Montanuniversitaet Leoben,Daniil Ryabko,Male,INRIA,Online Regret Bounds for Undiscounted Continuous Reinforcement Learning.
325,325,Aaron Wilson,Male,Oregon State University,Prasad Tadepalli,Male,Oregon State University,A Bayesian Approach for Policy Learning from Trajectory Preference Queries.
326,326,Claudio Gentile,Male,INRIA,Francesco Orabona,Male,Boston University,On Multilabel Classification and Ranking with Partial Feedback.
327,327,Jason D Lee,Male,Stanford,Michael Saunders,Male,Stanford University,Proximal Newton-type Methods for Minimizing Convex Objective Functions in Composite Form.
328,328,Sander M Bohte,Male,Centrum Wiskunde Informatica,Sander M Bohte,Male,Centrum Wiskunde Informatica,Efficient Spike-Coding with Multiplicative Adaptation in a Spike Response Model.
329,329,Dijun Luo,Male,WhaleShark Media,Heng Huang,Male,Electrical and Computer Engineering    University of Pittsburgh,Forging The Graphs: A Low Rank and Positive Semidefinite Graph Learning Approach.
330,330,Siddharth Gopal,Male,Carnegie Mellon University,Alexandru Niculescu-Mizil,Male,NEC Laboratories America,Bayesian models for Large-scale Hierarchical Classification.
331,331,Jinfeng Yi,Male,JD AI Research,Shaili Jain,Male,Yale University,Semi-Crowdsourced Clustering: Generalizing Crowd Labeling by Robust Distance Metric Learning.
332,332,Abner Guzmán-Rivera,Male,Verus Financial,Pushmeet Kohli,Male,Microsoft Research,Multiple Choice Learning: Learning to Produce Multiple Structured Outputs.
333,333,Dongho Kim,Male,PROWLER.io Limited,Pascal Poupart,Male,University of Waterloo,Cost-Sensitive Exploration in Bayesian Reinforcement Learning.
334,334,Mert Pilanci,Male,Stan,Venkat Chandrasekaran,Male,California Institute of Technology,Recovery of Sparse Probability Measures via Convex Programming.
335,335,Yair Wiener,Male,Technion,Ran El-Yaniv,Male,Technion & Google,Pointwise Tracking the Optimal Regression Function.
336,336,Daniil Ryabko,Male,INRIA,Jeremie Mary,Male,INRIA / Univ. Lille,Reducing statistical time-series problems to  binary classification.
337,337,C. C. Alan Fung,Male,The Hong Kong University of Science and Technology,Si Wu,Female,Beijing Normal University,Delay Compensation with Dynamical Synapses.
338,338,Hachem Kadri,Male,Aix-Marseille University,philippe preux,Male,INRIA,Multiple Operator-valued Kernel Learning.
