179,Ahmed M. Alaa,UCLA,Mihaela van der Schaar,UCLA,Limits of Estimating Heterogeneous Treatment Effects: Guidelines for Practical Algorithm Design
180,Jingyi Xu,"University of California, Los Angeles",Guy Van den Broeck,"University of California, Los Angeles",A Semantic Loss Function for Deep Learning with Symbolic Knowledge
181,Jiong Zhang,University of Texas at Austin,Inderjit Dhillon,UT Austin & Amazon,Stabilizing Gradients for Deep Neural Networks via Efficient SVD Parameterization
182,Yancheng Yuan,National University of Singapore,Kim-Chuan Toh,National University of Singapre,An Efficient Semismooth Newton based Algorithm for Convex Clustering
183,Shuai Zheng,Hong Kong University of Science and Technology,James Kwok,Hong Kong University of Science and Technology,Lightweight Stochastic Optimization for Minimizing Finite Sums with Infinite Data
184,Masanori SUGANUMA,RIKEN AIP / Tohoku University,Takayuki Okatani,Tohoku University/RIKEN AIP,Exploiting the Potential of Standard Convolutional Autoencoders for Image Restoration by Evolutionary Search
185,Hieu Pham,Carnegie Mellon University,Jeff Dean,Google Brain,Efficient Neural Architecture Search via Parameters Sharing
186,chao qu,technion,Huan Xu,Georgia Tech,Non-convex Conditional Gradient Sliding
187,Dongruo Zhou,"University of California, Los Angeles",Quanquan Gu,UCLA,Stochastic Variance-Reduced Cubic Regularized Newton Method
188,Sanjeev Arora, Princeton University and Institute for Advanced Study,Elad Hazan,Google Brain and Princeton University,On the Optimization of Deep Networks: Implicit Acceleration by Overparameterization
189,Zhenyu Liao,"L2S, CentraleSupelec",Romain Couillet,CentralSupélec,The Dynamics of Learning: A Random Matrix Approach
190,Ting Chen,UCLA,Yizhou Sun,UCLA,Learning K-way D-dimensional Discrete Codes for Compact Embedding Representations
191,Tameem Adel,University of Cambridge,Adrian Weller,"University of Cambridge, Alan Turing Institute",Discovering Interpretable Representations for Both Deep Generative and Discriminative Models
192,Changyou Chen,SUNY at Buffalo,Lawrence Carin,Duke,Continuous-Time Flows for Efficient Inference and Density Estimation
193,Tom Rainforth,University of Oxford,Yee Whye Teh,Oxford and DeepMind,Tighter Variational Bounds are Not Necessarily Better
194,Yunbo Wang,Tsinghua University,Philip Yu,UIC,PredRNN++: Towards A Resolution of the Deep-in-Time Dilemma in Spatiotemporal Predictive Learning
195,Jinsung Yoon,"University of California, Los Angeles",Mihaela van der Schaar,University of Oxford,RadialGAN: Leveraging multiple datasets to improve target-specific predictive models using Generative Adversarial Networks
196,Shengyang Sun,University of Toronto,Roger Grosse,University of Toronto and Vector Institute,Differentiable Compositional Kernel Learning for Gaussian Processes
197,Minyoung Kim,"SeoulTech, Rutgers University",Minyoung Kim,"SeoulTech, Rutgers University",Markov Modulated Gaussian Cox Processes for Semi-Stationary Intensity Modeling of Events Data
198,Marc Abeille,Criteo,Alessandro Lazaric,Facebook AI Research,Improved Regret Bounds for Thompson Sampling in Linear Quadratic Control Problems
