159,Marine LE MORVAN,Mines Paristech,JP Vert,ENS Paris,WHInter: A Working set algorithm for High-dimensional sparse second order Interaction models
160,Weizhong Zhang,Tencent AI Lab,Tong Zhang,Tecent AI Lab,Safe Element Screening for Submodular Function Minimization
161,Daniel Jiang,Facebook,Han Liu,Northwestern,Feedback-Based Tree Search for Reinforcement Learning
162,Andre Barreto,DeepMind,Remi Munos,DeepMind,Transfer in Deep Reinforcement Learning Using Successor Features and Generalised Policy Improvement
163,Ilja Kuzborskij,University of Milan,Christoph H. Lampert,IST Austria,Data-Dependent Stability of Stochastic Gradient Descent
164,Gellért Weisz,DeepMind,Csaba Szepesvari,Deepmind,LeapsAndBounds: A Method for Approximately Optimal Algorithm Configuration
165,Ehsan Kazemi,Yale,Amin Karbasi,Yale,Scalable Deletion-Robust Submodular Maximization: Data Summarization with Privacy and Fairness Constraints
166,Jinghui Chen,University of Virginia,Quanquan Gu,UCLA,Covariate Adjusted Precision Matrix Estimation via Nonconvex Optimization
167,Marco Baity-Jesi,Columbia University,Giulio Biroli,,Comparing Dynamics: Deep Neural Networks versus Glassy Systems
168,Qianxiao Li,"Institute of High Performance Computing, A*STAR, Singapore",IHPC Shuji Hao,"IHPC, A*STAR",An Optimal Control Approach to Deep Learning and Applications to Discrete-Weight Neural Networks
169,Angelos Katharopoulos,Idiap,Francois Fleuret,Idiap research institute,Not All Samples Are Created Equal: Deep Learning with Importance Sampling
170,Lechao Xiao,Google AI,Jeffrey Pennington,Google Brain,"Dynamical Isometry and a Mean Field Theory of CNNs: How to Train 10,000-Layer Vanilla Convolutional Neural Networks"
171,Yinlam Chow,DeepMind,Mohammad Ghavamzadeh,Facebook AI Research,Path Consistency Learning in Tsallis Entropy Regularized MDPs
172,Kavosh Asadi,Brown University,Michael L. Littman,Brown University,Lipschitz Continuity in Model-based Reinforcement Learning
173,Ramina Ghods,Cornell University,Christoph Studer,Cornell University,Linear Spectral Estimators and an Application to Phase Retrieval
174,Mohammad Mehrabi,Sharif University of Technology,MANSOOR I YOUSEFI,Telecom ParisTech,Bounds on the Approximation Power of Feedforward Neural Networks
175,Siddharth Barman,Indian Institute of Science,Suprovat Ghoshal,Indian Institute of Science,Testing Sparsity over Known and Unknown Bases
176,Chris Cremer,University of Toronto,David Duvenaud,University of Toronto,Inference Suboptimality in Variational Autoencoders
177,Mingzhang Yin,University of Texas at Austin,Mingyuan Zhou,University of Texas at Austin,Semi-Implicit Variational Inference
178,Hang Wu,Georgia Institute of Technology,May Wang,Georgia Institute of Technology,Variance Regularized Counterfactual Risk Minimization via Variational Divergence Minimization
