,first-author-affiliation,last-author-affiliation,title
0," IIIA, CSIC, Universitat Autònoma de Barcelona, Bellaterra, Spain"," IIIA, CSIC, Universitat Autònoma de Barcelona, Bellaterra, Spain",Talking about trust in heterogeneous multi-agent systems
1," Dpto. Lenguajes y Ciencias de la Computación, Universidad de Málaga, Málaga, Spain"," Dpto. Lenguajes y Ciencias de la Computación, Universidad de Málaga, Málaga, Spain",An analysis of multiobjective search algorithms and heuristics
2," Dipartimento di Informatica, Università degli Studi di Torino"," Dipartimento di Informatica, Università degli Studi di Torino",On temporal regulations and commitment protocols
3," University of Maryland College Park, College Park, MD"," University of Maryland College Park, College Park, MD",Contributions to personalizable knowledge integration
4," Department of Computer Science, University of Kentucky, Lexington, KY"," Department of Computer Science, University of Kentucky, Lexington, KY",Cecision making under uncertainty: social choice and manipulation
5," The University of Texas at Dallas, Richardson, Texas"," The University of Texas at Dallas, Richardson, Texas",RDFKB: a semantic web knowledge base
6,,,Research proposal: cooperation among self interested agents
7," Departamento de Sistemas Informáticos y Computación, Universitat Politècnica de València, Valencia, Spain"," Departamento de Sistemas Informáticos y Computación, Universitat Politècnica de València, Valencia, Spain",Temporal defeasible argumentation in multi-agent planning
8," Dept. Matemàtica Aplicada i Anàlisi, Universitat de Barcelona, Barcelona, Spain Barcelona, Spain and Centre de Visió per Computador, Bellaterra, Barcelona"," Dept. Matemàtica Aplicada i Anàlisi, Universitat de Barcelona, Barcelona, Spain Barcelona, Spain and Centre de Visió per Computador, Bellaterra, Barcelona",Human behavior analysis from video data using bag-of-gestures
9," Artificial Intelligence Research Institute, IIIA-CSIC, Universitat Autònoma de Barcelona, Bellaterra, Catalonia, Spain"," Artificial Intelligence Research Institute, IIIA-CSIC, Universitat Autònoma de Barcelona, Bellaterra, Catalonia, Spain",Multi-agent coordination: dcops and beyond
10," The University of Texas at Austin, Austin, TX"," The University of Texas at Austin, Austin, TX",Bayesian abductive logic programs: a probabilistic logic for abductive reasoning
11," CSIR Meraka Institute and University of KwaZulu-Natal, South Africa"," CSIR Meraka Institute and University of KwaZulu-Natal, South Africa",From an agent logic to an agent programming language for partially observable stochastic domains
12," Universitat Politècnica de València, Departamento de Sistemas Informáticos y Computación Valencia, Spain"," Universitat Politècnica de València, Departamento de Sistemas Informáticos y Computación Valencia, Spain",Agent-based negotiation teams
13," Department of Computer Science and Engineering, University at Buffalo, Buffalo, NY"," Department of Computer Science and Engineering, University at Buffalo, Buffalo, NY",A method for evaluating and standardizing ontologies
14," University of Applied Sciences Ulm, Department of Computer Science, Ulm, Germany"," University of Applied Sciences Ulm, Department of Computer Science, Ulm, Germany",Towards a model-centric cognitive architecture for service robots
15," Department of Computer Science, The University of Texas at Austin"," Department of Computer Science, The University of Texas at Austin",Sensorimotor models of space and object geometry
16," Department of Computer Science, George Mason University, Fairfax, VA"," Department of Computer Science, George Mason University, Fairfax, VA",Multiagent hierarchical learning from demonstration
17," Department of Computer Science University of New Hampshire Durham, NH"," Department of Computer Science University of New Hampshire Durham, NH",Heuristic search under quality and time bounds
18," New Mexico State University, Dept. of Computer Science"," New Mexico State University, Dept. of Computer Science",On the impact of belief state representation in planning under uncertainty
19," Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milano, Italy"," Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milano, Italy",Autonomous object manipulation: a semantic-driven approach
20, The Australian National University and NICTA, The Australian National University and NICTA,Tractable massively multi-agent pathfinding with solution quality and completeness guarantees
21," Departament d'Arquitectura de Computadors i Sistemes Operatius, Escola d'Enginyeria, Universitat Autònoma de Barcelona, Barcelona, España"," Departament d'Arquitectura de Computadors i Sistemes Operatius, Escola d'Enginyeria, Universitat Autònoma de Barcelona, Barcelona, España",Input parameter calibration in forest fire spread prediction: taking the intelligentway
22," Department of Computer Science and Engineering, University of Minnesota"," Department of Computer Science and Engineering, University of Minnesota",Transfer learning in spatial reasoning puzzles
23," Institute of Computer Science, Albert-Ludwigs-Universität, Freiburg, Germany"," Institute of Computer Science, Albert-Ludwigs-Universität, Freiburg, Germany",Trust mechanisms for online systems
24," Intelligent Systems Lab University of Western Sydney, Australia and IRIT, University of Toulouse, France"," Intelligent Systems Lab University of Western Sydney, Australia and IRIT, University of Toulouse, France",Mechanism design for dynamic environments: online double auctions
