,first-author-affiliation,last-author-affiliation,title
0," School of Computer Science, Newcastle University, UK"," School of Computer Science, Newcastle University, UK",Collusion detection in online bridge
1," Albert-Ludwigs-Universität, Freiburg, Germany"," Albert-Ludwigs-Universität, Freiburg, Germany",Creating dynamic story plots with continual multiagent planning
2," Qualitative Reasoning Group, Northwestern University, Evanston, IL"," Qualitative Reasoning Group, Northwestern University, Evanston, IL",An integrated systems approach to explanation-based conceptual change
3," Dept. of Computer Sci. & Eng., Lehigh University, Bethlehem, PA"," Dept. of Computer Sci. & Eng., Lehigh University, Bethlehem, PA",Learning methods to generate good plans: integrating HTN learning and reinforcement learning
4," Rensselaer Polytechnic Institute, Troy, NY"," Rensselaer Polytechnic Institute, Troy, NY",Integrating constraint satisfaction and spatial reasoning
5," Computer Science Department, Brigham Young University, Provo, UT"," Computer Science Department, Brigham Young University, Provo, UT",Supporting wilderness search and rescue with integrated intelligence: autonomy and information at the right time and the right place
6," Knexus Research Corporation; Springfield, VA"," Navy Center for Applied Research in Artificial Intelligence; Naval Research Laboratory (Code 5514); Washington, DC",Goal-driven autonomy in a navy strategy simulation
7," Institute for the Study of Learning and Expertise, Palo Alto, CA"," Institute for the Study of Learning and Expertise, Palo Alto, CA",Integrated systems for inducing spatio-temporal process models
8," Department of Computer Science, Arizona State University, Tempe, AZ"," Cognitive Science Program, Indiana University, Bloomington, IN",Integrating a closed world planner with an open world robot: a case study
9," University of Michigan, Ann Arbor, MI"," University of Michigan, Ann Arbor, MI",Using imagery to simplify perceptual abstraction in reinforcement learning agents
10," Department of Computer Science and Engineering, University of Michigan, Ann Arbor, MI"," Department of Computer Science and Engineering, University of Michigan, Ann Arbor, MI",Instance-based online learning of deterministic relational action models
11," Department of Computer Science, McGill University, Montreal, Canada"," Department of Computer Science, McGill University, Montreal, Canada",Activity and gait recognition with time-delay embeddings
12," Massachusetts Institute of Technology, Cambridge, MA"," Massachusetts Institute of Technology, Cambridge, MA",A bayesian nonparametric approach to modeling mobility patterns
13," School of Computer Science, Carnegie Mellon University, Pittsburgh"," Department of Computer Engineering, Bogazici University, Istanbul, Turkey",Biped walk learning through playback and corrective demonstration
14," Department of Computer Science, Dartmouth College, Hanover, NH"," Department of Computer Science, Dartmouth College, Hanover, NH",Community-guided learning: exploiting mobile sensor users to model human behavior
15," Max Planck Institute for Biological Cybernetics, Tübingen, Germany"," Max Planck Institute for Biological Cybernetics, Tübingen, Germany",Relative entropy policy search
16," Developmental Robotics Laboratory, Iowa State University, Ames, IA"," Developmental Robotics Laboratory, Iowa State University, Ames, IA",The boosting effect of exploratory behaviors
17," Department of Computer Science and Engineering, Texas A&M University, College Station, TX"," Department of Computer Science and Engineering, Texas A&M University, College Station, TX",A low false negative filter for detecting rare bird species from short video segments using a probable observation data set-based EKF method
18," Social Robotics Lab, University of Freiburg, Germany and Autonomous Systems Lab, ETH Zurich, Switzerland"," Autonomous Systems Lab, ETH Zurich, Switzerland",A layered approach to people detection in 3D range data
19," School of Computing, University of Leeds, UK"," School of Computing, University of Leeds, UK",Unsupervised learning of event classes from video
20," Biointelligence Laboratory, Seoul National University, Seoul, Korea and GRASP Laboratory, University of Pennsylvania, Philadelphia, PA"," GRASP Laboratory, University of Pennsylvania, Philadelphia, PA",Online learning of uneven terrain for humanoid bipedal walking
21," Dept. of Computer Science and Engineering, Texas A&M University, College Station, TX"," Dept. of Computer Science and Engineering, Texas A&M University, College Station, TX",Error aware monocular visual odometry using vertical line pairs for small robots in urban areas
22," University of Maryland, College Park, MD"," University of Maryland, College Park, MD",Active inference for collective classification
23," Universidad Simón Bolívar, Caracas, Venezuela"," ICREA & Universitat Pompeu Fabra, Barcelona, Spain",Automatic derivation of finite-state machines for behavior control
24," Computing Laboratory, University of Oxford, UK and Oxford-Man Institute of Quantitative Finance, University of Oxford, UK and Department of Information Systems and Computing, Brunel University, UK"," Computing Laboratory, University of Oxford, UK",Ontological reasoning with F-logic lite and its extensions
25," Department of Mathematics, University of Calabria, Rende (CS), Italy"," Department of Mathematics, University of Calabria, Rende (CS), Italy",Enhancing ASP by functions: decidable classes and implementation techniques
26," Departement Computerwetenschappen, Katholieke Univeristeit Leuven, Celestijnenlaan, Leuven, Belgium"," Departement Computerwetenschappen, Katholieke Univeristeit Leuven, Celestijnenlaan, Leuven, Belgium",Constraint programming for data mining and machine learning
27," Duke University, Department of Computer Science, Durham, NC"," Duke University, Department of Computer Science, Durham, NC",Computationally feasible automated mechanism design: general approach and case studies
28," School of Computing, National University of Singapore, Singapore"," School of Computing, National University of Singapore, Singapore",Local search in histogram construction
29," Turing Center, Dept. of Computer Science and Engineering, University of Washington, Seattle, WA"," Turing Center, Dept. of Computer Science and Engineering, University of Washington, Seattle, WA",Panlingual lexical translation via probabilistic inference
