,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
179,179,Ping Li,Male,Baidu Research USA,Arnd C König,Male,Microsoft Research,Hashing Algorithms for Large-Scale Learning.
180,180,Po-Ling Loh,Male,University of Wisconsin - Madison,Martin J Wainwright,Male,UC Berkeley,High-dimensional regression with noisy and missing data: Provable guarantees with non-convexity.
181,181,Ziming Zhang,Male,Oxford Brookes University,Amir Saffari,Male,BenevolentAI,Learning Anchor Planes for Classification.
182,182,Bharath Sriperumbudur,Male,The Pennsylvania State University,Gert Lanckriet,Male,U.C. San Diego,Learning in Hilbert vs. Banach Spaces: A Measure Embedding Viewpoint.
183,183,Zhen Li,Male,UIUC,Thomas S Huang,Male,UIUC,Learning to Search Efficiently in High Dimensions.
184,184,Yisong Yue,Male,California Institute of Technology,Carlos Guestrin,Male,University of Washington,Linear Submodular Bandits and their Application to Diversified Retrieval.
185,185,Yee Whye Teh,Male,"University of Oxford, DeepMind",Lloyd T Elliott,Male,University of Oxford,Modelling Genetic Variations using Fragmentation-Coagulation Processes.
186,186,Stéphan Clémençon,Male,Telecom ParisTech,Stéphan Clémençon,Male,Telecom ParisTech,On U-processes and clustering performance.
187,187,Joni Pajarinen,Male,TU Darmstadt,Jaakko Peltonen,Male,University of Tampere and Aalto University,Periodic Finite State Controllers for Efficient POMDP and DEC-POMDP Planning.
188,188,Peter Gehler,Male,Max Planck Institute Informatik,Bernhard Schölkopf,Male,"MPI for Intelligent Systems, Tübingen",Recovering Intrinsic Images with a Global Sparsity Prior on Reflectance.
189,189,Johanni Brea,Male,Universität Bern,Jean-Pascal Pfister,Male,Cambridge University,Sequence learning with hidden units in spiking neural networks.
190,190,Cedric Archambeau,Male,"Amazon, Berlin",Onno Zoeter,Male,Xerox Research Centre Europe,Sparse Bayesian Multi-Task Learning.
191,191,David P Wipf,Male,AWS,David P Wipf,Male,AWS,Sparse Estimation with Structured Dictionaries.
192,192,Alexandra Carpentier,Female,StatsLab Cambridge,Remi Munos,Male,Google DeepMind,Sparse Recovery with Brownian Sensing.
193,193,George Konidaris,Male,Duke University,Philip Thomas,Male,University of Massachusetts Amherst,TD_gamma: Re-evaluating Complex Backups in Temporal Difference Learning.
194,194,Dae Il Kim,Male,Brown University,Erik Sudderth,Male,Brown University,The Doubly Correlated Nonparametric Topic Model.
195,195,Yi-Kai Liu,Male,National Institute of Standards and Technology,Yi-Kai Liu,Male,National Institute of Standards and Technology,Universal low-rank matrix recovery from Pauli measurements.
196,196,Andreas Damianou,Male,University of Sheffield,Neil D Lawrence,Male,Amazon,Variational Gaussian Process Dynamical Systems.
197,197,Weiran Wang,Male,"University of California, Merced",Zhengdong Lu,Male,Noah's Ark Lab Huawei Technologies,A Denoising View of Matrix Completion.
198,198,Miles Lopes,Male,UC Davis,Martin J Wainwright,Male,UC Berkeley,A More Powerful Two-Sample Test in High Dimensions using Random Projection.
