,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
139,139,Oliver Kroemer,Male,CMU,Jan Peters,Male,TU Darmstadt & MPI Intelligent Systems,A Non-Parametric Approach to Dynamic Programming.
140,140,Qian Sun,Male,Arizona State University,Jieping Ye,Male,Arizona State University,A Two-Stage Weighting Framework for Multi-Source Domain Adaptation.
141,141,Amir-massoud Farahmand,Male,Vector Institute,Amir-massoud Farahmand,Male,Vector Institute,Action-Gap Phenomenon in Reinforcement Learning.
142,142,Omar Z Khan,Male,University of Waterloo,John Mark M Agosta,Male,Microsoft,Automated Refinement of Bayes Networks' Parameters based on Test Ordering Constraints.
143,143,Andy Cotter,Male,TTI Chicago,Karthik Sridharan,Male,University of Pennsylvania,Better Mini-Batch Algorithms via Accelerated Gradient Methods.
144,144,Dan Lizotte,Male,The University of Western Ontario,Dan Lizotte,Male,The University of Western Ontario,Convergent Fitted Value Iteration with Linear Function Approximation.
145,145,Alan Jern,Male,Rose-Hulman Institute of Technology,Charles Kemp,Male,Carnegie Mellon University,Evaluating computational models of preference learning.
146,146,Alexandra Carpentier,Female,StatsLab Cambridge,Remi Munos,Male,Google DeepMind,Finite Time Analysis of Stratified Sampling for Monte Carlo.
147,147,Yibiao Zhao,Male,MIT,Song-Chun Zhu,Male,UCLA,Image Parsing with Stochastic Scene Grammar.
148,148,Chun-Nam Yu,Male,"Bell Labs, Alcatel-Lucent",Vickie Baracos,Female,None,Learning Patient-Specific Cancer Survival Distributions as a Sequence of Dependent Regressors.
149,149,Zhen James Xiang,,Princeton University,Peter J Ramadge,Male,Princeton,Learning Sparse Representations of High Dimensional Data on Large Scale Dictionaries.
150,150,Xinggang Wang,,Huazhong University of Science and Technology,Longin Jan J Latecki,Male,Temple University,Maximal Cliques that Satisfy Hard Constraints with Application to Deformable Object Model Learning.
151,151,Onur Dikmen,,University of Helsinki,Cédric Févotte,Male,CNRS,Nonnegative dictionary learning in the exponential noise model for adaptive music signal representation.
152,152,Richard G Gibson,,University of Alberta,Duane Szafron,Male,University of Alberta,On Strategy Stitching in Large Extensive Form Multiplayer Games.
153,153,Guy Van den Broeck,,UCLA,Guy Van den Broeck,Male,UCLA,On the Completeness of First-Order Knowledge Compilation for Lifted Probabilistic Inference.
154,154,Yevgeny Seldin,,University of Copenhagen,Ronald Ortner,Male,Montanuniversitaet Leoben,PAC-Bayesian Analysis of Contextual Bandits.
155,155,Fabio Vitale,,University of Lille,Giovanni Zappella,Male,"Amazon, Berlin",See the Tree Through the Lines: The Shazoo Algorithm.
156,156,Odalric-Ambrym Maillard,,INRIA,Daniil Ryabko,Male,INRIA,Selecting the State-Representation in Reinforcement Learning.
157,157,Binbin Lin,,Zhejiang University,Xiaofei He,Male,Zhejiang University,Semi-supervised Regression via Parallel Field Regularization.
158,158,Shai Shalev-Shwartz,,Mobileye & HUJI,Amnon Shashua,Male,Hebrew University of Jerusalem,ShareBoost: Efficient multiclass learning with feature sharing.
