,first-author-affiliation,last-author-affiliation,title
0," Department of Electrical Engineering, KAIST, Daejeon, Korea and Samsung Electronics DMC R&D Center, Suwon, Korea"," Department of Electrical Engineering, KAIST, Daejeon, Korea",On the equivalence of linear discriminant analysis and least squares
1," Harbin Engineering University, Harbin, Heilongjiang, China and RIKEN Brain Science Institute, Wako, Saitama, Japan"," Harbin Engineering University, Harbin, Heilongjiang, China",Multi-tensor completion with common structures
2," University of Texas at Arlington, Arlington, TX"," University of Texas at Arlington, Arlington, TX",Large-scale multi-view spectral clustering via bipartite graph
3," ECE Department, Duke University, Durham, NC"," ECE Department, Duke University, Durham, NC",Integrating features and similarities: flexible models for heterogeneous multiview data
4," Department of Computer Science, University of Illinois at Chicago, Chicago, IL"," Department of Computer Science, University of Illinois at Chicago, Chicago, IL",Shift-pessimistic active learning using robust bias-aware prediction
5," Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong"," Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong",Unidimensional clustering of discrete data using latent tree models
6," Key Laboratory of Machine Perception (MOE), School of EECS, PKU, Beijing, China"," Division of Networks and Distributed Systems School of Computer Engineering, NTU, Singapore",Low-rank multi-view learning in matrix completion for multi-label image classification
7, Tokyo Institute of Technology, University of Tokyo,Support consistency of direct sparse-change learning in markov networks
8, IBM T. J. Watson Research Center, Columbia University,Low-rank similarity metric learning in high dimensions
9," Center for Quantum Computation and Intelligent Systems, University of Technology, Sydney, Australia"," Center for Quantum Computation and Intelligent Systems, University of Technology, Sydney, Australia",Large margin metric learning for multi-label prediction
10," School of Computer, National University of Defense Technology, Changsha, China"," Faculty of Engineering and Information Technology, University of Technology Sydney, NSW, Australia",Absent multiple kernel learning
11," School of Computer Science and Technology, Tianjin University, Tianjin, P. R. China"," School of Computer Science and Technology, Tianjin University, Tianjin, P. R. China",Eigenvalues ratio for kernel selection of kernel methods
12," Department of Computer Science, National University of Singapore, Republic of Singapore", Massachusetts Institute of Technology,Parallel gaussian process regression for big data: low-rank representation meets markov approximation
13," School of Information, Renmin University of China, Beijing, China"," IBM China Research Lab, Beijing, China",Noise-robust semi-supervised learning by large-scale sparse coding
14," The University of Tokyo, Bunkyo-ku, Tokyo, Japan"," The University of Tokyo, Bunkyo-ku, Tokyo, Japan",The hybrid nested/hierarchical dirichlet process and its application to topic modeling with word differentiation
15," Department of Computer Science, The University of Texas at Austin, Austin, TX"," Department of Computer Science, The University of Texas at Austin, Austin, TX",UT austin villa 2014: robocup 3d simulation league champion via overlapping layered learning
16," Center for Game Science, Computer Science & Engineering, University of Washington"," Center for Game Science, Computer Science & Engineering, University of Washington","The queue method: handling delay, heuristics, prior data, and evaluation in bandits"
17," Institut de Robòtica i Informàtica Industrial (CSIC-UPC), Barcelona, Spain"," Institut de Robòtica i Informàtica Industrial (CSIC-UPC), Barcelona, Spain",V-MIN: efficient reinforcement learning through demonstrations and relaxed reward demands
18," Disney Research, Boston"," Disney Research, Boston",The boundary forest algorithm for online supervised and unsupervised learning
19," Department of Computer Sciences, University of Wisconsin-Madison, Madison WI"," Department of Computer Sciences, University of Wisconsin-Madison, Madison WI",Using machine teaching to identify optimal training-set attacks on machine learners
