599,Chaoyu Guan,Shanghai Jiao Tong University,Xing Xie,Microsoft Research Asia,Towards a Deep and Unified Understanding of Deep Neural Models in NLP
600,Marco Ancona,ETH Zurich,Markus Gross,ETH Zurich,Explaining Deep Neural Networks with a Polynomial Time Algorithm for Shapley Value Approximation
601,Guang-He Lee,MIT CSAIL,Tommi Jaakkola,MIT,Functional Transparency for Structured Data: a Game-Theoretic Approach
602,Tian Guo,ETH Zurich,Nino Antulov-Fantulin,ETHZ,Exploring interpretable LSTM neural networks over multi-variable data
603,Augustus Odena,Google Brain,Ian Goodfellow,Google Brain,TensorFuzz: Debugging Neural Networks with Coverage-Guided Fuzzing
604,Tong Wang,University of Iowa,Tong Wang,University of Iowa,Gaining Free or Low-Cost Interpretability with Interpretable Partial Substitute
605,Cheng Wang,NEC Laboratories Europe,Mathias Niepert,NEC Laboratories Europe,State-Regularized Recurrent Neural Networks
606,Sahil Singla,University of Maryland,Soheil Feizi,University of Maryland,Understanding Impacts of High-Order Loss Approximations and Features in Deep Learning Interpretation
607,Christian Etmann,University of Bremen,Carola-Bibiane Schönlieb,University of Cambridge,On the Connection Between Adversarial Robustness and Saliency Map Interpretability
608,Alon Brutzkus,Tel Aviv University,Amir Globerson,"Tel Aviv University, Google",Why do Larger Models Generalize Better? A Theoretical Perspective via the XOR Problem
609,Nasim Rahaman,University of Heidelberg,Aaron Courville,University of Montreal,On the Spectral Bias of Neural Networks
610,Badih Ghazi,Google,Joshua R. Wang,Google,Recursive Sketches for Modular Deep Learning
611,Gaurav Kumar Nayak,Indian Institute of Science,Anirban Chakraborty,Indian Institute of Science,Zero-Shot Knowledge Distillation in Deep Networks
612,Zeyuan Allen-Zhu,Microsoft Research AI,Zhao Song,UT-Austin,A Convergence Theory for Deep Learning via Over-Parameterization
613,Umut Simsekli,Telecom ParisTech,Mert Gurbuzbalaban,Rutgers University,A Tail-Index Analysis of Stochastic Gradient Noise in Deep Neural Networks
614,Kenta Oono,University of Tokyo / Preferred Networks,Taiji Suzuki,The University of Tokyo / RIKEN,Approximation and non-parametric estimation of ResNet-type convolutional neural networks
615,Jinshan ZENG,Hongkong University of Science and Technology,Yuan Yao,HongKong University of Science and Technology,Global Convergence of Block Coordinate Descent in Deep Learning
616,Vardan Papyan,Stanford University,Vardan Papyan,Stanford University,Measurements of Three-Level Hierarchical Structure in the Outliers in the Spectrum of Deepnet Hessians
617,Ed Wagstaff,University of Oxford,Michael A Osborne,U Oxford,On the Limitations of Representing Functions on Sets
618,Rama Vedantam,Facebook AI Research,Devi Parikh,Georgia Tech & Facebook AI Research,Probabilistic Neural Symbolic Models for Interpretable Visual Question Answering
