419,Yash Goyal,Georgia Tech,Stefan Lee,Georgia Institute of Technology,Counterfactual Visual Explanations
420,Fang Liu,The Ohio State University,Ness Shroff,The Ohio State University,Data Poisoning Attacks on Stochastic Bandits
421,Yisen Wang,Tsinghua University,Quanquan Gu,"University of California, Los Angeles",On the Convergence and Robustness of Adversarial Training
422,Yanyao Shen,UT Austin,Sujay Sanghavi,UT Austin,Learning with Bad Training Data via Iterative Trimmed Loss Minimization
423,Vojtech Franc,Czech Technical University in Prague,Daniel Prusa,Czech technical university in Prague,On discriminative learning of prediction uncertainty
424,Pengfei Chen,The Chinese University of Hong Kong,Shengyu Zhang,Tencent; The Chinese University of Hong Kong,Understanding and Utilizing Deep Neural Networks Trained with Noisy Labels
425,Shashank Rajput,University of Wisconsin - Madison,Dimitris Papailiopoulos,University of Wisconsin-Madison,Does Data Augmentation Lead to Positive Margin?
426,Nikola Konstantinov,IST Austria,Christoph H. Lampert,IST Austria,Robust Learning from Untrusted Sources
427,Hwanjun Song,KAIST,Jae-Gil Lee,KAIST,SELFIE: Refurbishing Unclean Samples for Robust Deep Learning
428,Cong Xie,UIUC,Indranil Gupta,UIUC,Zeno: Distributed Stochastic Gradient Descent with Suspicion-based Fault-tolerance
429,Philip Thomas,University of Massachusetts Amherst,Erik Learned-Miller,"University of Massachusetts, Amherst",Concentration Inequalities for Conditional Value at Risk
430,Saeed Mahloujifar,University of Virginia,Ameer Mohammed,Kuwait University,Data Poisoning Attacks in Multi-Party Learning
431,Sepehr Assadi,Princeton University,Vahab Mirrokni,Google Research,Distributed Weighted Matching via Randomized Composable Coresets
432,Richard Santiago,McGill University,F. Bruce Shepherd,University of British Columbia,Multivariate Submodular Optimization
433,Kaito Fujii,University of Tokyo,Shinsaku Sakaue,NTT,Beyond Adaptive Submodularity: Approximation Guarantees of Greedy Policy with Adaptive Submodularity Ratio
434,Thomas Frerix,Technical University of Munich,Joan Bruna,New York University,Approximating Orthogonal Matrices with Effective Givens Factorization
435,Ferdinando Cicalese,University of Verona,Lucas Murtinho,PUC-RJ,New results on information theoretic clustering
436,Mohsen Ghaffari,ETH Zurich,Slobodan Mitrović,MIT,Improved Parallel Algorithms for Density-Based Network Clustering
437,Abolfazl Hashemi,University of Texas at Austin,Ufuk Topcu,University of Texas at Austin,Submodular Observation Selection and Information Gathering for Quadratic Models
438,Victoria Crawford,University of Florida,My T Thai,University of Florida,Submodular Cost Submodular Cover with an Approximate Oracle
