719,Huaxiu Yao,Pennsylvania State University,Zhenhui (Jessie) Li,Penn State University,Hierarchically Structured Meta-learning
720,Yuchen Zhang,Tsinghua University,Michael Jordan,UC Berkeley,Bridging Theory and Algorithm for Domain Adaptation
721,Shani Gamrian,Bar Ilan University,Yoav Goldberg,,Transfer Learning for Related Reinforcement Learning Tasks via Image-to-Image Translation
722,Yunhun Jang,OMNIOUS,Jinwoo Shin,"KAIST, AITRICS",Learning What and Where to Transfer
723,Jennifer Jang,Uber,Heinrich Jiang,Google,DBSCAN++: Towards fast and scalable density clustering
724,Muhammed Fatih Balın,Bogazici ,James Zou,Stanford University,Concrete Autoencoders: Differentiable Feature Selection and Reconstruction
725,Hongteng Xu,"InfiniaML, Inc.",Lawrence Carin,Duke,Gromov-Wasserstein Learning for Graph Matching and Node Embedding
726,Pedro Mercado,Saarland University / University of Tübingen,Matthias Hein,University of Tübingen,Spectral Clustering of Signed Graphs via Matrix Power Means
727,Vladimir Braverman,Johns Hopkins University,Xuan Wu,Johns Hopkins University,Coresets for Ordered Weighted Clustering
728,Matthäus Kleindessner,Rutgers University,Jamie Morgenstern,Georgia Institute of Technology,Fair k-Center Clustering for Data Summarization
729,Silvio Lattanzi,Google Zurich,Christian Sohler,Google,A Better k-means++ Algorithm via Local Search
730,Yoshikazu Terada,Osaka University / RIKEN,Michio Yamamoto,Okayama University / RIKEN,Kernel Normalized Cut: a Theoretical Revisit
731,Matthäus Kleindessner,Rutgers University,Jamie Morgenstern,Georgia Institute of Technology,Guarantees for Spectral Clustering with Fairness Constraints
732,Nishant Yadav,University of Massachusetts Amherst,Andrew McCallum,UMass Amherst,Supervised Hierarchical Clustering with Exponential Linkage
733,Antoine Liutkus,Inria,Fabian-Robert Stöter,Inria,Sliced-Wasserstein Flows: Nonparametric Generative Modeling via Optimal Transport and Diffusions
734,Thanh Huy Nguyen,Telecom ParisTech,Gaël RICHARD,Télécom ParisTech,Non-Asymptotic Analysis of Fractional Langevin Monte Carlo for Non-Convex Optimization
735,Krzysztof Choromanski,Google Brain Robotics,Adrian Weller,"University of Cambridge, Alan Turing Institute",Unifying Orthogonal Monte Carlo Methods
736,Martin Zhang,Stanford University,David Tse,Stanford University,Adaptive Monte Carlo Multiple Testing via Multi-Armed Bandits
737,Ryan Turner,Uber AI Labs,Jason Yosinski,Uber Labs,Metropolis-Hastings Generative Adversarial Networks
738,Rob Cornish,Oxford,Arnaud Doucet,Oxford University,Scalable Metropolis-Hastings for Exact Bayesian Inference with Large Datasets
