759,Tavi Halperin,Hebrew University of Jerusalem,Yedid Hoshen,Hebrew University of Jerusalem and Facebook AI Research,Neural Separation of Observed and Unobserved Distributions
760,Yi Ren,Zhejiang University,Tie-Yan Liu,Microsoft,Almost Unsupervised Text to Speech and Automatic Speech Recognition
761,Kaizhi Qian,UIUC,Mark Hasegawa-Johnson,University of Illinois,AutoVC:  Zero-Shot Voice Style Transfer with Only Autoencoder Loss
762,Ronan Collobert,Facebook AI Research,Gabriel Synnaeve,Facebook AI Research,A fully differentiable beam search decoder
763,Jesse Anderton,Northeastern University,Javed Aslam,Northeastern University,Scaling Up Ordinal Embedding: A Landmark Approach
764,Aleksei Ustimenko,Yandex,Pavel Serdyukov,Yandex,Learning to select for a predefined ranking
765,Wenpin Tang,UCLA,Wenpin Tang,UCLA,Mallows ranking models: maximum likelihood estimate and regeneration
766,Chenyang ZHANG,University of Hong Kong,Guosheng Yin,University of Hong Kong,Fast and Stable Maximum Likelihood Estimation for Incomplete Multinomial Models
767,Jiaqi Gu,The University of Hong Kong,Guosheng Yin,University of Hong Kong,Fast Algorithm for Generalized Multinomial Models with Ranking Data
768,Julien Hendrickx,University of Catholique de Louvain,Venkatesh Saligrama,Boston University,Graph Resistance and Learning from Pairwise Comparisons
769,Jinseok Nam,Amazon,Johannes Fürnkranz,TU Darmstadt,Learning Context-dependent Label Permutations for Multi-label Classification
770,Arjun Seshadri,Stanford University,Johan Ugander,Stanford University,Discovering Context Effects from Raw Choice Data
771,Rohin Shah,UC Berkeley,Anca Dragan,"EECS Department, University of California, Berkeley","On the Feasibility of Learning, Rather than Assuming, Human Biases for Reward Inference"
772,Bing Su,"Institute of Software, Chinese Academy of Sciences",Ying Wu,Northwestern University,Learning Distance for Sequences by Learning a Ground Metric
