179,Kirill Simonov,University of Bergen,Fahad Panolan,University of Bergen,Refined Complexity of PCA with Outliers
180,Darren Lin,UC Berkeley,Michael Jordan,UC Berkeley,On Efficient Optimal Transport: An Analysis of Greedy and Accelerated Mirror Descent Algorithms
181,Stefano Sarao Mannelli,Institut de Physique Théorique,Lenka Zdeborova,CNRS,Passed & Spurious: Descent Algorithms and Local Minima in Spiked Matrix-Tensor Models
182,Sanjoy Dasgupta,UC San Diego,Jerry Zhu,University of Wisconsin-Madison,Teaching a black-box learner
183,Abhijin Adiga,University of Virginia,Anil  Vullikanti,"Biocomplexity Institute and Dept of Computer Science, University of Virginia",PAC Learnability of Node Functions in Networked Dynamical Systems
184,Niladri S Chatterji,UC Berkeley,Peter Bartlett,UC Berkeley,Online learning with kernel losses
185,George Chen,Carnegie Mellon University,George Chen,Carnegie Mellon University,Nearest Neighbor and Kernel Survival Analysis: Nonasymptotic Error Bounds and Strong Consistency Rates
186,Henry Reeve,University of Birmingham,Ata Kaban,University of Birmingham,Fast Rates for a kNN Classifier Robust to Unknown Asymmetric Label Noise
187,Jisu Kim,Inria Saclay,Larry Wasserman,Carnegie Mellon University,Uniform Convergence Rate of the Kernel Density Estimator Adaptive to Intrinsic Volume Dimension
188,Ramya Korlakai Vinayak,University of Washington,Sham Kakade,University of Washington,Maximum Likelihood Estimation for  Learning Populations of Parameters
189,Johann Won,Seoul National University,Kenneth Lange,UCLA,Projection onto Minkowski Sums with Application to Constrained Learning
190,Gábor Braun,Georgia Institute of Technology,Stephen Wright,University of Wisconsin-Madison,Blended Conditonal Gradients
191,Yanli Liu,UCLA math,Wotao Yin,Alibaba US,Acceleration of SVRG and Katyusha X by Inexact Preconditioning
192,Marten van Dijk,University of Connecticut,Dzung Phan,IBM T.J. Watson Research Center,Characterization of Convex Objective Functions and Optimal Expected Convergence Rates for SGD
193,Alp Yurtsever,EPFL,Volkan Cevher,EPFL,A Conditional-Gradient-Based Augmented Lagrangian Framework
194,Robert M. Gower,Telecom Paristech,Peter Richtarik,KAUST,SGD: General Analysis and Improved Rates
195,Vien Van Mai,KTH Royal Institute of Technology,Mikael Johansson,KTH Royal Institute of Technology,Curvature-Exploiting Acceleration of Elastic Net Computations
196,Anastasia Koloskova,EPFL,Martin Jaggi,EPFL,Decentralized Stochastic Optimization and Gossip Algorithms with Compressed Communication
197,Eugene Ndiaye,RIKEN AIP,Ichiro Takeuchi,Nagoya Institute of Technology / RIKEN,Safe Grid Search with Optimal Complexity
198,Xun Qian,KAUST,Peter Richtarik,KAUST,SAGA with Arbitrary Sampling
