659,Di Wang,State University of New York at Buffalo,Jinhui Xu,SUNY Buffalo,Differentially Private Empirical Risk Minimization with Non-convex Loss Functions
660,Kareem Amin,Google Research,Sergei Vassilvitskii,Google,Bounding User Contributions: A Bias-Variance Trade-off in Differential Privacy
661,Haim Kaplan,Tel Aviv University and Google,Uri Stemmer,Ben-Gurion University,Differentially Private Learning of Geometric Concepts
662,L. Elisa Celis,Yale University,Nisheeth Vishnoi,Yale University,Toward Controlling Discrimination in Online Ad Auctions
663,Razieh Nabi,Johns Hopkins University,Ilya Shpitser,Johns Hopkins University,Learning Optimal Fair Policies
664,Jeremie Mary,CRITEO,Noureddine El Karoui,"Criteo AI Lab and UC, Berkeley",Fairness-Aware Learning for Continuous Attributes and Treatments
665,Bob C Williamson,ANU,Aditya Menon,Google,Fairness risk measures
666,Xingyu Chen,Duke University,Kamesh Munagala,Duke University,Proportionally Fair Clustering
667,Lingxiao Huang,EPFL,Nisheeth Vishnoi,Yale University,Stable and Fair Classification
668,Elliot Creager,University of Toronto,Richard Zemel,Vector Institute,Flexibly Fair Representation Learning by Disentanglement
669,Alekh Agarwal,Microsoft Research,Steven Wu,University of Minnesota, Fair Regression: Quantitative Definitions and Reduction-Based Algorithms
670,Berk Ustun,Harvard University,David Parkes,Harvard University,Fairness without Harm: Decoupled Classifiers with Preference Guarantees
671,Matthew Jagielski,Northeastern University,Jonathan Ullman,Northeastern University,Differentially Private Fair Learning
672,Paula Gordaliza,Institut de Mathématiques de Toulouse and IMUVA,Loubes Jean-Michel,Université Toulouse Paul Sabatier Institut de Mathématiques de Toulouse,Obtaining Fairness using Optimal Transport Theory
673,Hao Wang,Harvard University,Flavio Calmon,Harvard University,Repairing without Retraining: Avoiding Disparate Impact with Counterfactual Distributions
674,Hoda Heidari,ETHZ,Krishna Gummadi,MPI-SWS,On the Long-term Impact of Algorithmic Decision Policies: Effort Unfairness and Feature Segregation through Social Learning
675,Matt J. Kusner,The Alan Turing Institute,Ricardo Silva,University College London,Making Decisions that Reduce Discriminatory Impacts
676,Chris Harshaw,Yale University,Amin Karbasi,Yale,"Submodular Maximization beyond Non-negativity: Guarantees, Fast Algorithms, and Applications"
677,Sreenivas Gollapudi,Google Research,Debmalya Panigrahi,Duke University,Online Algorithms for Rent-Or-Buy with Expert Advice
678,Matthew Fahrbach,Georgia Institute of Technology,Morteza Zadimoghaddam,Google,Non-monotone Submodular Maximization with Nearly Optimal Adaptivity and Query Complexity
