59,Eliav Buchnik,Google & Tel Aviv University,Yossi Matias,Google,Self-similar Epochs: Value in arrangement
60,Aleksandar Bojchevski,Technical University of Munich,Stephan Günnemann,Technical University of Munich,Adversarial Attacks on Node Embeddings via Graph Poisoning
61,Carl-Johann Simon-Gabriel,Max-Planck-Institute for Intelligent Systems,David Lopez-Paz,Facebook AI Research,First-Order Adversarial Vulnerability of Neural Networks and Input Dimension
62,Chen Liu,EPFL,Volkan Cevher,EPFL,On Certifying Non-Uniform Bounds against Adversarial Attacks
63,Tianyu Pang,Tsinghua University,Jun Zhu,Tsinghua University,Improving Adversarial Robustness via Promoting Ensemble Diversity
64,Juncheng Li,Carnegie Mellon University,Zico Kolter,Carnegie Mellon University / Bosch Center for AI,Adversarial camera stickers: A physical camera-based attack on deep learning systems
65,Sebastien Bubeck,Microsoft Research,Ilya Razenshteyn,Microsoft Research Redmond,Adversarial examples from computational constraints
66,CHING-YUN KO,The University of Hong Kong,Dahua Lin,The Chinese University of Hong Kong,POPQORN: Quantifying Robustness of Recurrent Neural Networks
67,Dan Hendrycks,UC Berkeley,Mantas Mazeika,University of Chicago,Using Pre-Training Can Improve Model Robustness and Uncertainty
68,Elvis Dohmatob,Criteo AI Lab,Elvis Dohmatob,Criteo AI Lab,Generalized No Free Lunch Theorem for Adversarial Robustness
69,Lily Weng,MIT,Luca Daniel,Massachusetts Institute of Technology,PROVEN: Verifying Robustness of Neural Networks with a Probabilistic Approach
70,Han Zhao,Carnegie Mellon University,Geoff Gordon,Carnegie Mellon University,On Learning Invariant Representations for Domain Adaptation
71,Mor Shpigel Nacson,Technion,Daniel Soudry,Technion,Lexicographic and Depth-Sensitive Margins in Homogeneous and Non-Homogeneous Deep Models
72,Andres Marafioti,Austrian Academy of Sciences,Piotr Majdak,Acoustics Research Institute,Adversarial Generation of Time-Frequency Features with application in audio synthesis
73,Haggai Maron,Weizmann Institute of Science,Yaron Lipman,Weizmann Institute of Science,On the Universality of Invariant Networks
74,Sanjeev Arora, Princeton University and Institute for Advanced Study,Ruosong Wang,Carnegie Mellon University,Fine-Grained Analysis of Optimization and Generalization for Overparameterized Two-Layer Neural Networks
75,Taco Cohen,Qualcomm AI Research,Max Welling,University of Amsterdam & Qualcomm,Gauge Equivariant Convolutional Networks and the Icosahedral CNN
76,Yiying Li,National University of Defense Technology,Timothy Hospedales,Samsung AI Centre / University of Edinburgh,Feature-Critic Networks for Heterogeneous Domain Generalization
77,Nichita Diaconu,University of Amsterdam,Daniel E Worrall,University of Amsterdam,Learning to Convolve: A Generalized Weight-Tying Approach
78,Poorya Mianjy,Johns Hopkins University,Raman Arora,Johns Hopkins University,On Dropout and Nuclear Norm Regularization
