299,Zafarali Ahmed,Mila - McGill University,Dale Schuurmans,Google / University of Alberta,Understanding the Impact of Entropy on Policy Optimization
300,Casey Chu,Stanford University,Peter Glynn,Stanford University,"Probability Functional Descent: A Unifying Perspective on GANs, Variational Inference, and Reinforcement Learning"
301,Natasha Jaques,MIT,Nando de Freitas,DeepMind,Social Influence as Intrinsic Motivation for Multi-Agent Deep Reinforcement Learning
302,Rui Zhao,Siemens & Ludwig Maximilian University of Munich,Volker Tresp,Siemens AG and University of Munich,Maximum Entropy-Regularized Multi-Goal Reinforcement Learning
303,Ashley Edwards,Georgia Institute of Technology,Charles Isbell,Georgia Institute of Technology,Imitating Latent Policies from Observation
304,Marvin Zhang,UC Berkeley,Sergey Levine,UC Berkeley,SOLAR: Deep Structured Representations for Model-Based Reinforcement Learning
305,Seungyul Han,KAIST,Youngchul Sung,KAIST,Dimension-Wise Importance Sampling Weight Clipping for Sample-Efficient Reinforcement Learning
306,Victor Bapst,Google DeepMind,Jessica Hamrick,DeepMind,Structured agents for physical construction
307,Yunbo Zhang,Georgia Institute of Technology,Greg Turk,Georgia Institute of Technology,Learning Novel Policies For Tasks
308,Hao Liu,"Salesforce Research, UC Berkeley",Caiming Xiong,Salesforce,Taming MAML: Efficient unbiased meta-reinforcement learning
309,Deepak Pathak,UC Berkeley,Abhinav Gupta,Carnegie Mellon University,Self-Supervised Exploration via Disagreement
310,Kate Rakelly,UC Berkeley,Deirdre Quillen,UC Berkeley,Efficient Off-Policy Meta-Reinforcement Learning via Probabilistic Context Variables
311,Guy Tennenholtz,Technion,Shie Mannor,Technion,The Natural Language of Actions
312,Richard Cheng,California Institute of Technology,Joel Burdick,Caltech,Control Regularization for Reduced Variance Reinforcement Learning
313,Huan Wang,Salesforce Research,Richard Socher,Salesforce,On the Generalization Gap in Reparameterizable Reinforcement Learning
314,Andreas Doerr,"Bosch Center for Artificial Intelligence, Max Planck Institute for Intelligent Systems",Christian Daniel,Bosch Center for Artificial Intelligence,Trajectory-Based Off-Policy Deep Reinforcement Learning
315,Nathan Jay,University of Illinois Urbana-Champaign,Aviv Tamar,Technion,A Deep Reinforcement Learning Perspective on Internet Congestion Control
316,Pranav Shyam,NNAISENSE,Faustino  Gomez,NNAISENSE SA,Model-Based Active Exploration
317,Daniel Brown,University of Texas at Austin,Scott Niekum,University of Texas at Austin,Extrapolating Beyond Suboptimal Demonstrations via Inverse Reinforcement Learning from Observations
318,dror freirich,Technion,Aviv Tamar,Technion,Distributional Multivariate Policy Evaluation and Exploration with the Bellman GAN
