259,François-Pierre Paty,ENSAE Paris,Marco Cuturi,Google and CREST/ENSAE,Subspace Robust Wasserstein Distances
260,Kaspar Märtens,University of Oxford,Christopher Yau,University of Birmingham,Decomposing feature-level variation with Covariate Gaussian Process Latent Variable Models
261,Bobby Bridges,Oak Ridge National Laboratory,Chelsey Hoff,N/A,Active Manifolds: A non-linear analogue to Active Subspaces
262,Alexander Mathiasen,Aarhus University,Allan Grønlund,"Aarhus University, MADALGO",Optimal Minimal Margin Maximization with Boosting
263,Dennis Wei,IBM Research,Oktay Gunluk,IBM Research,Generalized Linear Rule Models
264,Pin-Yu Chen,IBM Research AI,Indika Rajapakse,,"Fast Incremental von Neumann Graph Entropy Computation: Theory, Algorithm, and Applications"
265,Julien Chiquet,INRA / AgroParisTech / Paris Saclay,Mahendra Mariadassou,INRA,Variational Inference for sparse network reconstruction from count data
266,Felix Wu,Cornell University,Kilian Weinberger,Cornell University,Simplifying Graph Convolutional Networks
267,Dimitris Kalimeris,Harvard University,Yaron Singer,Harvard,Robust Influence Maximization for Hyperparametric Models
268,Neale Ratzlaff,Oregon State University,Fuxin Li,Oregon State University,"HyperGAN: A Generative Model for Diverse, Performant Neural Networks"
269,David Burt,University of Cambridge,Mark van der Wilk,PROWLER.io,Rates of Convergence for Sparse Variational Gaussian Process Regression
270,Francesco Locatello,ETH Zurich - Max Planck Institute,Olivier Bachem,Google Brain,Challenging Common Assumptions in the Unsupervised Learning of Disentangled Representations
271,Priyank Jaini,"University of Waterloo, Vector Institute",Yaoliang Yu,University of Waterloo,Sum-of-Squares Polynomial Flow
272,Sungwon Kim,Seoul National University,Sungroh Yoon,Seoul National University,FloWaveNet : A Generative Flow for Raw Audio
273,Yingzhen Li,Microsoft Research Cambridge,Yash Sharma,Universitat Tubingen/CIN,Are Generative Classifiers More Robust to Adversarial Attacks?
274,Yucheng Chen,University of Illinois at Urbana-Champaign,Jian Peng,UIUC,"A Gradual, Semi-Discrete Approach to Generative Network Training via Explicit Wasserstein Minimization"
275,Emile Mathieu,University of Oxford,Yee Whye Teh,Oxford and DeepMind,Disentangling Disentanglement in Variational Autoencoders
276,Chao Ma,University of Cambridge,Cheng Zhang,"Microsoft Research, Cambridge",EDDI: Efficient Dynamic Discovery of High-Value Information with Partial VAE
277,Yoshihiro Nagano,The University of Tokyo,Masanori Koyama,Preferred Networks Inc. ,A Wrapped Normal Distribution on Hyperbolic Space for Gradient-Based Learning
278,Emiel Hoogeboom,University of Amsterdam,Max Welling,University of Amsterdam & Qualcomm,Emerging Convolutions for Generative Normalizing Flows
