,first-author-affiliation,last-author-affiliation,title
0," Caltech, Pasadena, CA"," USFWS, Portland OR",Dynamic resource allocation in conservation planning
1," Department of Computer Science, University of Colorado"," Department of EBIO, University of Colorado",Water conservation through facilitation on residential landscapes
2," School of Electrical Engineering and Computer Science, Oregon State University, Corvallis, OR"," School of Electrical Engineering and Computer Science, Oregon State University, Corvallis, OR",Incorporating boosted regression trees into ecological latent variable models
3," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA"," Department of Urban Studies and Planning, Massachusetts Institute of Technology, Cambridge, MA",A large-scale study on predicting and contextualizing building energy usage
4," Computer Science Department, Cornell University, Ithaca, NY"," Department of Forest Resources, Oregon State University, Corvallis, Oregon",The steiner multigraph problem: wildlife corridor design for multiple species
5," Boeing Research & Technology, The Boeing Company"," CSAIL, Massachusetts Institute of Technology",Hybrid planning with temporally extended goals for sustainable ocean observing
6," Cork Complex Systems Lab, Department of Computer Science, University College Cork, Ireland"," Cork Constraint Computation Centre, Department of Computer Science, University College Cork, Ireland",Stochastic model predictive controller for the integration of building use and temperature regulation
7," IBM T. J. Watson Research Center, Yorktown Heights, NY"," Department of Computer Science, University of Massachusetts, Amherst, MA",Linear dynamic programs for resource management
8," AT&T Labs - Research, Florham Park, NJ"," School of Botany, The University of Melbourne, Parkville, Australia",Logistic methods for resource selection functions and presence-only species distribution models
9," Department of Computer Science, Makerere University, Uganda"," Department of Computer Science, Makerere University, Uganda",Modeling and monitoring crop disease in developing countries
10," Machine Learning Department, Carnegie Mellon University, Pittsburgh"," Computer Science Department, Carnegie Mellon University, Pittsburgh",Learned behaviors of multiple autonomous agents in smart grid markets
11," Technische Universität München, Department of Informatics, Garching, Germany"," Technische Universität München, Department of Informatics, Garching, Germany",Efficient energy-optimal routing for electric vehicles
12," Department of Computer Science, Iowa State University, Ames, IA"," Department of Computer Science, Iowa State University, Ames, IA",Verifying intervention policies to counter infection propagation over networks: a model checking approach
13," Department of Computer Science Virginia Tech, Blacksburg, VA"," HP Labs, Palo Alto, CA",Discovering life cycle assessment trees from impact factor databases
14," School of Electronics and Computer Science, University of Southampton"," School of Electronics and Computer Science, University of Southampton",Decentralised control of micro-storage in the smart grid
15," Qualitative Reasoning Group, Northwestern University, Evanston, IL"," Qualitative Reasoning Group, Northwestern University, Evanston, IL",Analogical dialogue acts: supporting learning by reading analogies in instructional texts
16," Novamente LLC, Rockville, MD and Fujian Key Lab for Brain-Like Intelligent Systems, Cog. Sci. Dept., Xiamen University, China"," M-Lab, School of Design, Hong Kong Polytechnic University",Cognitive synergy between procedural and declarative learning in the control of animated and Robotic agents using the OpenCogPrime AGI architecture
17," Institute for Creative Technologies, University of Southern California, Playa Vista, CA"," Institute for Creative Technologies, University of Southern California, Playa Vista, CA",Contextually-based utility: an appraisal-based approach at modeling framing and decisions
18," Department of Computer Science and Engineering, University of Michigan, Ann Arbor, MI"," Department of Computer Science and Engineering, University of Michigan, Ann Arbor, MI",Combining learned discrete and continuous action models
19," IBM Almaden Research Lab, San Jose, California"," IBM Almaden Research Lab, San Jose, California",Cross media entity extraction and linkage for chemical documents
20," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",Multi-observation sensor resetting localization with ambiguous landmarks
21," MIT CSAIL and Autonomous Learning Laboratory, University of Massachusetts Amherst"," Autonomous Learning Laboratory, University of Massachusetts Amherst",Autonomous skill acquisition on a mobile manipulator
22," Computer Science & Engineering, University of Washington, Seattle, WA"," Computer Science & Engineering, University of Washington, Seattle, WA",A scalable tree-based approach for joint object and pose recognition
23," Sketch Recognition Lab, Department of Computer Science & Engineering, Texas A&M University, TAMU, College Station, TX"," Sketch Recognition Lab, Department of Computer Science & Engineering, Texas A&M University, TAMU, College Station, TX",Recognizing text through sound alone
24," University of Rochester, Rochester, NY"," University of Rochester, Rochester, NY",DISCO: describing images using scene contexts and objects
25," Australian Centre for Field Robotics, School of Information Technologies, The University of Sydney, New South Wales, Australia"," Australian Centre for Field Robotics, School of Information Technologies, The University of Sydney, New South Wales, Australia",Continuous occupancy mapping with integral kernels
26," School of Computer Science, Carnegie Mellon University, Pittsburgh PA"," School of Computer Science, Carnegie Mellon University, Pittsburgh PA",Learning accuracy and availability of humans who help mobile robots
27," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA"," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA",Understanding natural language commands for robotic navigation and mobile manipulation
28," Max Planck Institute for Intelligent Systems, Tübingen, Germany"," Max Planck Institute for Intelligent Systems, Tübingen, Germany",Balancing safety and exploitability in opponent modeling
29, University of North Carolina at Chapel Hill, University of North Carolina at Chapel Hill,Self-aware traffic route planning
