,first-author-affiliation,last-author-affiliation,title
0," School of Computing, University of Leeds, Leeds, UK"," School of Computing, University of Leeds, Leeds, UK",Natural language acquisition and grounding for embodied robotic systems
1," Qualitative Reasoning Group, Northwestern University"," Qualitative Reasoning Group, Northwestern University",Analogical chaining with natural language instruction for commonscnsc reasoning
2," Cardiff University, UK"," Cardiff University, UK",Inductive reasoning about ontologies using conceptual spaces
3," Georgia Institute of Technology, Atlanta, GA"," Georgia Institute of Technology, Atlanta, GA",Integrating the cognitive with the physical: musical path planning for an improvising robot
4," Computer Science Department, KU Leuven, Heverlee, Belgium"," Computer Science Department, KU Leuven, Heverlee, Belgium",Imagined visual representations as multimodal embeddings
5," Wright State Research Institute, Beavercreek, OH"," Wright State University, Dayton, OH",Goal operations for cognitive systems
6," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China and Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China and Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China",Combining logical abduction and statistical induction: discovering written primitives with human knowledge
7," AI lab, Computer Science Department, Vrije Universiteit Brussel, Brussels, Belgium and MLG, Département d'Informatique, Université Libre de Bruxelles, Brussels, Belgium and Department of Telematic Engineering. University of Vigo, Vigo, Spain"," AI lab, Computer Science Department, Vrije Universiteit Brussel, Brussels, Belgium and MLG, Département d'Informatique, Université Libre de Bruxelles, Brussels, Belgium",Reactive versus anticipative decision making in a novel gift-giving game
8," Information Sciences Institute, University of Southern California, Marina del Rey CA"," Stanford School of Medicine, Canary Center for Early Cancer Detection, Stanford University, Stanford CA",Towards continuous scientific data analysis and hypothesis evolution
9," Institute for the Study of Learning and Expertise, Palo Alto, CA"," Department of Computer Science, University of Auckland, Auckland, NZ",Flexible model induction through heuristic process discovery
10," EECS Department, University of California, Berkeley, CA"," Department of Psychology, University of California, Berkeley, CA",When does bounded-optimal metareasoning favor few cognitive systems?
11," Indian Institute of Technology Bombay, India"," Indian Institute of Technology Bombay, India",Scanpath complexity: modeling reading effort using gaze information
12," Cycorp, Inc., Austin TX"," Cycorp, Inc., Austin TX",Identifying useful inference paths in large commonsense knowledge bases by retrograde analysis
13," Luminoso Technologies, Inc., Cambridge, MA"," Luminoso Technologies, Inc., Cambridge, MA",ConceptNet 5.5: an open multilingual graph of general knowledge
14," Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly (LILY), Nanyang Technological University, Singapore"," School of Computer Science and Engineering, Nanyang Technological University, Singapore",Towards a brain inspired model of self-awareness for sociable agents
15, Johns Hopkins University, Carnegie Mellon University,Semantic proto-role labeling
