,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
79,79,Luke Maurits,University of Adelaide,Amy F Perfors,University of Adelaide,Why are some word orders more common than others? A uniform information density account.
80,80,Satyen Kale,Google,Robert E Schapire,MIcrosoft Research,Non-Stochastic Bandit Slate Problems.
81,81,Alper Ayvaci,"UC, Los Angeles",Stefano Soatto,UCLA,Occlusion Detection and Motion Estimation with Convex Optimization.
82,82,Ping Li,Baidu Research USA,Wenhao Gui,None,b-Bit Minwise Hashing for Estimating Three-Way  Similarities.
83,83,Manas A Pathak,CMU,Bhiksha Raj,Carnegie Mellon University,Multiparty Differential Privacy via Aggregation of Locally Trained Classifiers.
84,84,Sebastian C Millner,Universität Heidelberg,Marc-Olivier Schwartz,Kirchhoff-Institut für Physik,A VLSI Implementation of the Adaptive Exponential Integrate-and-Fire Neuron Model.
85,85,Jean-Philippe Vert,Google,Kevin Bleakley,Institut Curie,Fast detection of multiple change-points shared by many signals using group LARS.
86,86,Mahdi Milani Fard,McGill University,Joelle Pineau,McGill University,PAC-Bayesian Model Selection for Reinforcement Learning.
87,87,Alina Beygelzimer,Yahoo Labs,Tong Zhang,Tencent,Agnostic Active Learning Without Constraints.
88,88,Thomas Peel,Aix-Marseille Université,Liva Ralaivola,"LIF, IUF, Aix-Marseille University, CNRS",Empirical Bernstein Inequalities for U-Statistics.
89,89,Shuang Wu,UCLA,Alan L Yuille,UCLA,A unified model of short-range and long-range motion perception.
90,90,Diederik Kingma,Google,Yann LeCun,Facebook AI Research and New York University,Regularized estimation of image statistics by Score Matching.
91,91,Fuxin Li,University of Bonn,Cristian Sminchisescu,Lund University/Google,Convex Multiple-Instance Learning by Estimating Likelihood Ratio.
92,92,Yang Xu,CMU,Charles Kemp,Carnegie Mellon University,Inference and communication in the game of Password.
93,93,Daniel Golovin,"Google, Inc",Deb Ray,End Cue,Near-Optimal Bayesian Active Learning with Noisy Observations.
94,94,George Papandreou,Toyota Technological Institute at Chicago,Alan L Yuille,UCLA,Gaussian sampling by local perturbations.
95,95,Samuel J Gershman,Harvard University,Robert C Wilson,Princeton University,The Neural Costs of Optimal Control.
96,96,Edwin Bonilla,CSIRO's Data61,Scott Sanner,University of Toronto,Gaussian Process Preference Elicitation.
97,97,Justin Domke,Rochester Institute of Technology,Justin Domke,Rochester Institute of Technology,Implicit Differentiation by Perturbation.
98,98,Joe L Austerweil,"University of Wisconsin, Madison",Tom Griffiths,Princeton,Learning invariant features using the Transformed Indian Buffet Process.
