,first-author-affiliation,last-author-affiliation,title
0," Agents, Interaction and Complexity Group, University of Southampton, Southampton, UK"," Agents, Interaction and Complexity Group, University of Southampton, Southampton, UK",Optimal incremental preference elicitation during negotiation
1," Università di Torino, Torino, Italy"," NC State University Raleigh, NC",Composing and verifying commitment-based multiagent protocols
2," Technische Universität München, München, Germany"," Technische Universität München, München, Germany",Strategic abstention based on preference extensions: positive results and computer-generated impossibilities
3," University of Patras , CTI ""Diophantus"""," University of Patras , CTI ""Diophantus""",Efficiency and complexity of price competition among single-product vendors
4," The University of Auckland Auckland, New Zealand"," The University of Auckland Auckland, New Zealand",Generalizing the single-crossing property on lines and trees to intermediate preferences on median graphs
5," Teesside University Middlesbrough, UK"," University of Georgia Athens, GA",Learning behaviors in agents systems with interactive dynamic influence diagrams
6," Inria-CITI, Lyon, France"," Inria-CITI, Lyon, France",Structural results for cooperative decentralized control models
7," Institute of Informatics, University of Warsaw, Warsaw, Poland"," Institute of Informatics, University of Warsaw, Warsaw, Poland",Tractable inquiry in information-rich environments
8," LILY, Nanyang Technological University, Singapore"," LILY, Nanyang Technological University, Singapore and School of Computer Engineering, Nanyang Technological University, Singapore",An adaptive computational model for personalized persuasion
9," Ben-Gurion University of the Negev, Be'er-Sheva, Israel"," Ben-Gurion University of the Negev, Be'er-Sheva, Israel",Tradeoffs between incentive mechanisms in Boolean games
10," Key Laboratory of Computer Network and Information Integration (Southeast University) of Ministry of Education, School of Computer Science and Engineering, Southeast University, Nanjing, China"," Key Laboratory of Computer Network and Information Integration (Southeast University) of Ministry of Education, School of Computer Science and Engineering, Southeast University, Nanjing, China",Environment-driven social force model: Lévy walk pattern in collective behavior
11," Department of Informatics, University of Zurich"," Department of Informatics, University of Zurich",The power of local manipulation strategies in assignment mechanisms
12," University of L'Aquila, Italy"," University of Warsaw, Poland",Revenue maximization envy-free pricing for homogeneous resources
13," Graduate School of Information Science and Electrical Engineering, Kyushu University, Japan"," Graduate School of Information Science and Electrical Engineering, Kyushu University, Japan",Exchange of indivisible objects with asymmetry
14," Sorbonne Universités, UPMC and CNRS, UMR, Paris, France"," Sorbonne Universités, UPMC and CNRS, UMR, Paris, France",Characterization of scoring rules with distances: application to the clustering of rankings
15," School of Computer Engineering, Nanyang Technological University, Singapore"," School of Computer Engineering, Nanyang Technological University, Singapore",Quantifying robustness of trust systems against collusive unfair rating attacks using information theory
16," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China"," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China",Optimal auctions for partially rational bidders
17," Vienna University of Technology, Vienna, Austria"," Vienna University of Technology, Vienna, Austria",An expert-level card playing agent based on a variant of perfect information Monte Carlo sampling
18," Computer Science and Technology, University of Science and Technology of China, Hefei, China"," Electronics and Computer Science, University of Southampton, Southampton, UK",Agile planning for real-world disaster response
19," The University of Nottingham, Ningbo, China", Microsoft Research,Optimal pricing for the competitive and evolutionary cloud market
20, Cornell University, Cornell University,Uncovering hidden structure through parallel problem decomposition for the set basis problem: application to materials discovery
21," Univ. de Montreal, Canada"," INRIA, France",Emotions in argumentation: an empirical evaluation
22," Institut für Softwaretechnik und Theoretische Informatik, TU Berlin, Germany"," NICTA and the University of New South Wales, Australia","Parliamentary voting procedures: agenda control, manipulation, and uncertainty"
23," TU Dortmund University, Dortmund, Germany"," TU Dortmund University, Dortmund, Germany",Computer science on the move: inferring migration regularities from the web via compressed label propagation
24," Department of Mathematics, East China University of Science and Technology, Shanghai, China and School of Computer Science, Fudan University, Shanghai, China"," School of Information Systems, Singapore Management University, Singapore",Semi-universal portfolios with transaction costs
25," DISI, Università degli Studi di Bologna"," DISI, Università degli Studi di Bologna",Context-independent claim detection for argument mining
26," LinkedIn Corporation, Mountain View, CA"," University of Illinois at Urbana-Champaign Urbana, IL",A deterministic partition function approximation for exponential random graph models
27," Harvard University, Cambridge, MA"," Harvard University, Cambridge, MA",Bonus or not? learn to reward in crowdsourcing
28," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China"," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China",Mechanism design and implementation for lung exchange
29," Duke University, Durham, NC"," Duke University, Durham, NC",Maximal cooperation in repeated games on social networks
