,first-author-affiliation,last-author-affiliation,title
0," Dipartimento di Informatica, Università di Torino, Italy and ICAR, CNR, Palermo, Italy"," Dipartimento di Informatica, Università di Torino, Italy",A common-sense conceptual categorization system integrating heterogeneous proxytypes and the dual process of reasoning
1," School of Computer Science, National University of Defense Technology, Changsha, P. R. China"," State Key Lab. of Computer Science, Institute of Software, CAS, Beijing, P. R. China",A simple probabilistic extension of modal µ-calculus
2," Universidade de São Paulo São Paulo, Brazil"," Universidade de São Paulo São Paulo, Brazil",The complexity of MAP inference in Bayesian networks specified through logical languages
3," Google Inc., Mountain View, California"," Google Inc., Zurich, Switzerland",Dissecting German grammar and Swiss passports: open-domain decomposition of compositional entries in large-scale knowledge repositories
4," Department of Computer Science, University of California, Davis"," Department of Computer Science, University of California, Davis",Automatic generation of Raven's progressive matrices
5," Australian National University, Canberra, Australia"," Australian National University, Canberra, Australia",From raw sensor data to detailed spatial knowledge
6," Département d'informatique, Université de Sherbrooke, Sherbrooke, QC, Canada"," Département d'informatique, Université de Sherbrooke, Sherbrooke, QC, Canada",Using a recursive neural network to learn an agent's decision model for plan recognition
7," Computer Science Department, University of Verona, Verona, Italy"," Computer Science Department, University of Verona, Verona, Italy",Biclustering gene expressions using factor graphs and the max-sum algorithm
8," Computer Science Department, Brigham Young University, Provo, UT"," Computer Science Department, Brigham Young University, Provo, UT",Greedy structure search for sum-product networks
9," National Key Laboratory for Novel Software Technology, Nanjing University and Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University and Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China",On the consistency of AUC pairwise optimization
10," College of Computer Science & Technology, Nanjing University of Aeronautics & Astronautics and Collaborative Innovation Center of Novel Software Technology and Industrialization"," National Key Laboratory for Novel Software Technology, Nanjing University and Collaborative Innovation Center of Novel Software Technology and Industrialization",Multi-label active learning: query type matters
11," Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, China"," National Electronics and Computer Technology Center, Thailand",Joint learning of constituency and dependency grammars by decomposed cross-lingual induction
12," Institute for Infocomm Research, A*STAR, Singapore"," Institute for Infocomm Research, A*STAR, Singapore",Mobility profiling for user verification with anonymized location data
13," School of ECE, Purdue University, Indiana"," IBM India Research Lab, India",Analysis of sampling algorithms for twitter
14," GE Global Research Center, Niskayuna, NY"," College of Computing, Georgia Institute of Technology, Atlanta, GA",Portfolio choices with orthogonal bandit learning
15, ETH Zurich, ETH Zurich,Information gathering in networks via active exploration
16," IBM T. J. Watson Research Lab, Yorktown Heights, New York"," IBM T. J. Watson Research Lab, Yorktown Heights, New York",Medical synonym extraction with concept space models
17," Georgia Institute of Technology, Atlanta, GA"," IBM Research, San Jose, CA",Detecting emotions in social media: a constrained optimization approach
18," University of North Carolina at Charlotte, Charlotte, NC"," University of Arkansas, Fayetteville, AR",Regression model fitting under differential privacy and model inversion attack
19," Department of Computing Science, University of Alberta, Edmonton, AB, Canada"," Department of Computing Science, University of Alberta, Edmonton, AB, Canada",Correcting covariate shift with the Frank-Wolfe algorithm
20," School of Computer Science and Technology, University of Science and Technology of China"," Anhui USTC iFLYTEK Co., Ltd., China",Cognitive modelling for predicting examinee performance
21," Dept. of Computer and Information Science, University of Pennsylvania"," College of Computing and Informatics, Drexel University",Opportunities or risks to reduce labor in crowdsourcing translation? characterizing cost versus quality via a pagerank-HITS hybrid model
22," National Key Laboratory for Novel Software Technology, Nanjing University, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, Jiangsu, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, Jiangsu, China",Auxiliary information regularized machine for multiple modality feature learning
23," Xiamen University, Xiamen, China"," Xiamen University, Xiamen, China",Discriminative reordering model adaptation via structural learning
24," Shanghai Key Laboratory of Multidimensional Information Processing, Department of Computer Science and Technology, East China Normal University, Shanghai, China"," Shanghai Key Laboratory of Multidimensional Information Processing, Department of Computer Science and Technology, East China Normal University, Shanghai, China",Revisiting Gaussian process dynamical models
25," School of Computer Science, Fudan University, Shanghai, China and Shanghai Key Laboratory of Intelligent Information Processing"," School of Computer Science, Fudan University, Shanghai, China and Shanghai Key Laboratory of Intelligent Information Processing",Character-based parsing with convolutional neural network
26," UBRI, School of Computer Science and Technology, University of Science and Technology of China, Hefei, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Active learning from crowds with unsure option
27," School of Computer Science, University of Nottingham, UK"," Department of Computer Science, Middlesex University, UK",Symbolic model checking for one-resource RB±ATL
28," Jinan University, China and CSE, UNSW, Australia"," Jinan University, China and IIIS, Griffith University, Australia",The complexity of model checking succinct multiagent systems
29," Department of Computing, Imperial College London, UK"," Department of Computing, Imperial College London, UK",Verifying emergent properties of swarms
