1039,Mark Kurtz,Neural Magic,Dan Alistarh,IST Austria & NeuralMagic,Inducing and Exploiting Activation Sparsity for Fast Inference on Deep Neural Networks
1040,Dimitris Kalatzis,Technical University of Denmark,Søren Hauberg,Technical University of Denmark,Variational Autoencoders with Riemannian Brownian Motion Priors
1041,Abhishek Das,Facebook AI Research,Feilx Hill,Deepmind,Probing Emergent Semantics in Predictive Agents via Question Answering
1042,Gregor Simm,University of Cambridge,Jose Miguel Hernandez-Lobato,University of Cambridge,Reinforcement Learning for Molecular Design Guided by Quantum Mechanics
1043,Jan Graßhoff,Universität zu Lübeck,Philipp Rostalski,Universität zu Lübeck,Scalable Gaussian Process Separation for Kernels with a Non-Stationary Phase
1044,James Wilson,Imperial College London,Marc Deisenroth,University College London,Efficiently sampling functions from Gaussian process posteriors
1045,Tao Lin,EPFL,Martin Jaggi,EPFL,Extrapolation for Large-batch Training in Deep Learning
1046,Vien Van Mai,KTH Royal Institute of Technology,Mikael Johansson,KTH Royal Institute of Technology,Anderson Acceleration of Proximal Gradient Methods
1047,Alina Ene,Boston University,Huy Nguyen,Northeastern University,Parallel Algorithm for Non-Monotone DR-Submodular Maximization
1048,Aytunc Sahin,ETH Zurich,Andreas Krause,ETH Zurich,From Sets to Multisets: Provable Variational  Inference for Probabilistic Integer Submodular Models
1049,Xiangyu Xu,Carnegie Mellon University,Wenxiu Sun,SenseTime Research,Learning Factorized Weight Matrix for Joint Filtering
1050,Robert Salomone,University of New South Wales,Minh-Ngoc Tran,U of Sydney,Spectral Subsampling MCMC for Stationary Time Series
1051,Ferjad Naeem,Technical University of Munich,Jaejun Yoo,EPFL,Reliable Fidelity and Diversity Metrics for Generative Models
1052,Zhen Wang,University of Sydney,Dacheng Tao,The University of Sydney,Deep Streaming Label Learning
1053,Rafael Pinot,Dauphine University - CEA LIST,Jamal Atif,Université Paris-Dauphine,Randomization matters How to defend against strong adversarial attacks
1054,Aounon Kumar,"University of Maryland, College Park",Soheil Feizi,University of Maryland,Curse of Dimensionality on Randomized Smoothing for Certifiable Robustness
1055,Simon Schmitt,DeepMind,Karen Simonyan,DeepMind,Off-Policy Actor-Critic with Shared Experience Replay
1056,Yuh-Shyang Wang,Argo AI,Luca Daniel,MIT,Neural Network Control Policy Verification With Persistent Adversarial Perturbation
1057,Marin Ballu,University of Cambridge,Francis Bach,INRIA - Ecole Normale Supérieure,Stochastic Optimization for Regularized Wasserstein Estimators
1058,Akshay Kamath,University of Texas at Austin,Sushrut Karmalkar,University of Texas at Austin,On the Power of Compressed Sensing with Generative Models 
