39,Hao Wu,Northeastern University,Jan-Willem van de Meent,Northeastern University,Amortized Population Gibbs Samplers with Neural Sufficient Statistics
40,Changyi Xiao,University of Science and Technology of China,Ligang Liu,University of Science and Technology of China,Generative Flows with Matrix Exponential
41,Jenny Hamer,Google Research,Ananda Theertha Suresh,Google Research,FedBoost: A Communication-Efficient Algorithm for Federated Learning
42,Yuandong Tian,Facebook AI Research,Yuandong Tian,Facebook AI Research,Student Specialization in Deep Rectified Networks With Finite Width and Input Dimension
43,Daniel Kunin,Stanford University,Daniel Yamins,Stanford University,Two Routes to Scalable Credit Assignment without Weight Symmetry
44,Jingfeng Wu,Johns Hopkins University,Zhanxing Zhu,Peking University,On the Noisy Gradient Descent that Generalizes as SGD
45,Changxiao Cai,Princeton University,Yuxin Chen,Princeton University,"Uncertainty quantification for nonconvex tensor completion: Confidence intervals, heteroscedasticity and optimality"
46,Yaodong Yang,Tianjin University,Zhongyu Wei,Fudan University,Q-value Path Decomposition for Deep Multiagent Reinforcement Learning
47,Dejun Chu,Tsinghua University,Qing Tao,Army Academy of Artillery and Air Defense,"Semismooth Newton Algorithm for Efficient Projections onto $\ell_{1, \infty}$-norm Ball"
48,Qi Cai,Northwestern University,Zhaoran Wang,Northwestern U,Provably Efficient Exploration in Policy Optimization
49,Jiaxian Guo,The University of Sydney,Dacheng Tao,The University of Sydney,LTF: A Label Transformation Framework for Correcting Label Shift
50,Chaosheng Dong,University of Pittsburgh,Bo Zeng,University of Pittsburgh,"Expert Learning through Generalized Inverse Multiobjective Optimization: Models, Insights, and Algorithms"
51,Jooyoung Moon,Seoul National University of Science and Technology,Sangheum Hwang,Seoul National University of Science and Technology,Confidence-Aware Learning for Deep Neural Networks
52,Zeyu Zheng,University of Michigan,Satinder Singh,DeepMind,What Can Learned Intrinsic Rewards Capture?
53,Kaito Fujii,National Institute of Informatics,Kaito Fujii,National Institute of Informatics,Approximation Guarantees of Local Search Algorithms via Localizability of Set Functions
54,Dandan Guo,"National Laboratory of Radar Signal Processing, Xidian University",Mingyuan Zhou,University of Texas at Austin,Recurrent Hierarchical Topic-Guided RNN for Language Generation
55,Sen Wu,Stanford University,Christopher Re,Stanford,On the Generalization Effects of Linear Transformations in Data Augmentation
56,Hussein Mozannar,Massachusetts Institute of Technology,Nati Srebro,Toyota Technological Institute at Chicago,Fair Learning with Private Demographic Data
57,Richard Zhang,Google Brain,Daniel Golovin,"Google, Inc.",Random Hypervolume Scalarizations for Provable Multi-Objective Black Box Optimization
58,QUANMING YAO,4Paradigm,James Kwok,Hong Kong University of Science and Technology,Searching to Exploit Memorization Effect in Learning with Noisy Labels
