759,Tamara Fernandez,University College London,Wenkai Xu,Gatsby Unit，UCL,Kernelized Stein Discrepancy Tests of Goodness-of-fit  for Time-to-Event Data
760,Wenhui Yu,Tsinghua University,Zheng Qin,Tsinghua University,Graph Convolutional Network for Recommendation with Low-pass Collaborative Filters
761,Yasutoshi Ida,NTT,Hisashi Kashima,Kyoto University/RIKEN Center for AIP,Fast Deterministic CUR Matrix Decomposition with Accuracy Assurance
762,Yi Li,Nanyang Technological University,David Woodruff,Carnegie Mellon University,Input-Sparsity Low Rank Approximation in Schatten Norm
763,Kezhen Chen,Northwestern University,Jianfeng Gao,Microsoft Research AI,Mapping natural-language problems to formal-language solutions using structured neural representations
764,Fabian Pedregosa,Google,Damien Scieur,"Samsung - SAIT AI Lab, Montreal",Acceleration through spectral density estimation
765,Zhun Deng,Harvard,Linjun Zhang,Rutgers University,Interpreting Robust Optimization via Adversarial Influence Functions
766,PRASAD Chalasani,XaiPient,Somesh Jha,"University of Wisconsin, Madison",Concise Explanations of Neural Networks using Adversarial Training
767,Silviu Pitis,University of Toronto,Jimmy Ba,University of Toronto,Maximum Entropy Gain Exploration for Long Horizon Multi-goal Reinforcement Learning
768,Siamak Ravanbakhsh,McGill - Mila,Siamak Ravanbakhsh,McGill - Mila,Universal Equivariant Multilayer Perceptrons
769,Kaiyi Ji,The Ohio State University,Yingbin LIANG,The Ohio State University,History-Gradient Aided Batch Size Adaptation for Variance Reduced Algorithms
770,Yi-Ling Qiao,"University of Maryland, College Park",Ming Lin,UMD-CP & UNC-CH,Scalable Differentiable Physics for Learning and Control
771,Damien Scieur,"Samsung - SAIT AI Lab, Montreal",Fabian Pedregosa,Google,Universal Asymptotic Optimality of Polyak Momentum
772,Huang Hengguan,NUS,Ye Wang,National University of Singapore,Deep Graph Random Process for Relational-Thinking-Based  Speech Recognition
773,Brahma Pavse,University of Texas at Austin,Peter Stone,University of Texas at Austin,Reducing Sampling Error in Batch Temporal Difference Learning
774,Rares-Darius Buhai,Massachusetts Institute of Technology,David Sontag,Massachusetts Institute of Technology,Empirical Study of the Benefits of Overparameterization in Learning Latent Variable Models
775,Corinna Cortes,Google Research,Ningshan Zhang,Hudson River Trading,Adaptive Region-Based Active Learning
776,Giuseppe Vietri,University of Minnesota,Steven Wu,University of Minnesota,New Oracle-Efficient Algorithms for Private Synthetic Data Release
777,Aadirupa Saha,"Indian Institute of Science (IISc), Bangalore",Michal Valko,DeepMind,Improved Sleeping Bandits with Stochastic Action Sets and Adversarial Rewards
778,Yaqi Duan,Princeton University,Mengdi Wang,Princeton University,Minimax-Optimal Off-Policy Evaluation with Linear Function Approximation
