439,Dan Fu,Stanford University,Christopher Re,Stanford,Fast and Three-rious: Speeding Up Weak Supervision with Triplet Methods
440,Amanda Bower,University of Michigan,Laura Balzano,University of Michigan,Preference Modeling with Context-Dependent Salient Features
441,Khiem Pham,"VinAI Research, Vietnam",Hung Bui,VinAI Research,On Unbalanced Optimal Transport: An Analysis of Sinkhorn Algorithm
442,Jie Xu,Massachusetts Institute of Technology,Wojciech Matusik,MIT,Prediction-Guided Multi-Objective Reinforcement Learning for Continuous Robot Control
443,Jiaoyang Huang,IAS,Horng-Tzer Yau,Harvard,Dynamics of Deep Neural Networks and Neural Tangent Hierarchy
444,Tung-Che Liang,Duke University,Richard Fair,Duke University,Adaptive Droplet Routing in Digital Microfluidic Biochips Using Deep Reinforcement Learning
445,Yadan Luo,The University of Queensland,Mahsa Baktashmotlagh,University of Queensland,Progressive Graph Learning for Open-Set Domain Adaptation
446,Yunpeng Shi,University of Minnesota,Gilad Lerman,University of Minnesota,Message Passing Least Squares Framework and its Application to Rotation Synchronization
447,Rohit Agrawal,Harvard University,Thibaut Horel,MIT,Optimal Bounds between f-Divergences and Integral Probability Metrics
448,Reza Oftadeh,Texas A&M University,Dylan Shell,Texas A&M University,Eliminating the Invariance on the Loss Landscape of Linear Autoencoders
449,Brandon Amos,Facebook AI Research,Denis Yarats,New York University,The Differentiable Cross-Entropy Method
450,Debjani Saha,University of Maryland,Michael Tschantz,International Computer Science Institute,Measuring Non-Expert Comprehension of Machine Learning Fairness Metrics
451,Pierre C Bellec,Rutgers,Dana Yang,Duke University,The Cost-free Nature of Optimally Tuning Tikhonov Regularizers and Other Ordered Smoothers
452,Muni Sreenivas Pydi,University of Wisconsin-Madison,Varun Jog,University of Wisconsin - Madison,Adversarial Risk via Optimal Transport and Optimal Couplings
453,Christof Angermueller,Google,D. Sculley,Google,Population-Based Black-Box Optimization for Biological Sequence Design
454,Hengrui Cai,North Carolina State University,Rui Song,North Carolina State University,On Validation and Planning of An Optimal Decision Rule with Application in Healthcare Studies
455,Raghavendra Addanki,University of Massachusetts Amherst,Cameron Musco,UMass,Efficient Intervention Design for Causal Discovery with Latents
456,Wengong Jin,MIT,Tommi Jaakkola,MIT,Hierarchical Generation of Molecular Graphs using Structural Motifs
457,Weidong Liu,Shanghai Jiao Tong University,Raymond K. W. Wong,Texas A&M University,Median Matrix Completion: from Embarrassment to Optimality
458,Bo Han,HKBU / RIKEN,Masashi Sugiyama,RIKEN / The University of Tokyo,SIGUA: Forgetting May Make Learning with Noisy Labels More Robust
