619,Subho Banerjee,University of Illinois at Urbana-Champaign,Ravishankar Iyer,University of Illinois at Urbana-Champaign,Inductive-bias-driven Reinforcement Learning For Efficient Schedules in Heterogeneous Clusters
620,Anton Obukhov,ETH Zurich,Luc Van Gool,ETH Zurich,T-Basis: a Compact Representation for Neural Networks
621,Emilien Dupont,University of Oxford,Qi Shan,Apple Inc,Equivariant Neural Rendering
622,Omer Gottesman,Harvard University,Finale Doshi-Velez,Harvard University,Interpretable Off-Policy Evaluation in Reinforcement Learning by Highlighting Influential Transitions
623,Marc Abeille,Criteo AI Lab,Alessandro Lazaric,Facebook AI Research,Efficient Optimistic Exploration in Linear-Quadratic Regulators via Lagrangian Relaxation
624,lei luo,JD,Heng Huang,University of Pittsburgh & JD Finance America Corporation,Adversarial Nonnegative Matrix Factorization
625,Jeremias Knoblauch,Warwick University & The Alan Turing Institute,Tom Diethe,Amazon,Optimal Continual Learning has Perfect Memory and is NP-hard
626,Dongsung Huh,MIT-IBM Watson AI Lab,Dongsung Huh,MIT-IBM Watson AI Lab,Curvature-corrected learning dynamics in deep neural networks
627,Arthur Jacot,EPFL,Franck Gabriel,EPFL,Implicit Regularization of Random Feature Models
628,Zhize Li,King Abdullah University of Science and Technology (KAUST),Peter Richtarik,KAUST,Acceleration for Compressed Gradient Descent in Distributed and Federated Optimization
629,Xuanqing Liu,University of California Los Angeles,Cho-Jui Hsieh,UCLA,Learning to Encode Position for Transformer with Continuous Dynamical Model
630,Zahra Monfared,CIMH/ Heidelberg University,Daniel Durstewitz,CIMH/ Heidelberg University,Transformation of ReLU-based recurrent neural networks from discrete-time to continuous-time
631,Michael Lohaus,University of Tübingen,Ulrike von Luxburg,University of Tübingen,Too Relaxed to Be Fair
632,Armin Eftekhari,Umea University,Armin Eftekhari,Umea University,Training Linear Neural Networks: Non-Local Convergence and Complexity Results
633,Yuan Zhou,University of Oxford,Tom Rainforth,University of Oxford,"Divide, Conquer, and Combine: a New Inference Strategy for Probabilistic Programs with Stochastic Support"
634,Konstantinos Pitas,Ecole Polytechnique Federale de Lausanne,Konstantinos Pitas,Ecole Polytechnique Federale de Lausanne,Dissecting Non-Vacuous Generalization Bounds based on the Mean-Field Approximation
635,Alexandre Sablayrolles,Facebook AI,Herve Jegou,Facebook AI Research,Radioactive data: tracing through training
636,Jongseok Lee,German Aerospace Center (DLR),Rudolph Triebel,German Aerospace Center (DLR),Estimating Model Uncertainty of Neural Networks in Sparse Information Form
637,Hai Phan,New Jersey Institute of Technology,Dejing Dou,""" University of Oregon, USA""",Scalable Differential Privacy with Certified Robustness in Adversarial Learning
638,Jean Tarbouriech,Facebook AI Research & Inria,Alessandro Lazaric,Facebook AI Research,No-Regret Exploration in Goal-Oriented Reinforcement Learning
