339,Aleksei Ustimenko,Yandex,Liudmila Prokhorenkova,Yandex,StochasticRank: Global Optimization of Scale-Free Discrete Functions
340,Richard Nock,"Data61, The Australian National University and the University of Sydney",Aditya Menon,Google Research,Supervised learning: no loss no cry
341,Dominic Richards,University of Oxford,Lorenzo Rosasco,"unige, mit, iit",Decentralised Learning with Random Features and Distributed Gradient Descent
342,Tianlin Liu,University of Basel,Friedemann Zenke,Friedrich Miescher Institute,Finding trainable sparse networks through Neural Tangent Transfer 
343,Riccardo Grazzi,Istituto Italiano di Tecnologia - University College London,Saverio Salzo,Istituto Italiano di Tecnologia,On the Iteration Complexity of Hypergradient Computation
344,Paolo Ferragina,Università di Pisa,Giorgio Vinciguerra,Università di Pisa,Why Are Learned Indexes So Effective?
345,Sasha Vezhnevets,DeepMind,Joel Z Leibo,DeepMind,OPtions as REsponses: Grounding behavioural hierarchies in multi-agent reinforcement learning
346,David Woodruff,CMU,Amir Zandieh,EPFL,Near Input Sparsity Time Kernel Embeddings via Adaptive Sampling
347,Mathieu Blondel,Google,Josip Djolonga,"Google Research, Zurich",Fast Differentiable Sorting and Ranking
348,Leonard Berrada,University of Oxford,M. Pawan Kumar,University of Oxford,Training Neural Networks for and by Interpolation
349,Pasquale Minervini,University College London,Tim Rocktäschel,Facebook AI Research & University College London,Learning Reasoning Strategies in End-to-End Differentiable Proving
350,Asaf Cassel,Tel Aviv University,Tomer Koren,Tel Aviv University,Logarithmic Regret for Learning Linear Quadratic Regulators Efficiently
351,Kevin Yang,UC Berkeley,Tommi Jaakkola,MIT,Improving Molecular Design by Stochastic Iterative Target Augmentation
352,Zhendong Wang,"University of Texas, Austin",Mingyuan Zhou,University of Texas at Austin,Thompson Sampling via Local Uncertainty
353,Reinhard Heckel,Rice University,Mahdi Soltanolkotabi,University of Southern California,Compressive sensing with un-trained neural networks: Gradient descent finds a smooth approximation
354,Hang Zhang,Georgia Tech,Ping Li,Baidu,Optimal Estimator for Unlabeled Linear Regression
355,Eliya Nachmani,Tel-Aviv University & Facebook AI Research,Lior Wolf,Facebook AI Research and Tel Aviv University,Voice Separation with an Unknown Number of Multiple Speakers
356,Laurence Aitchison,University of Bristol,Laurence Aitchison,University of Bristol,Why bigger is not always better: on finite and infinite neural networks
357,Georg Kohl,Technical University of Munich,Nils Thuerey,Technical University of Munich,Learning Similarity Metrics for Numerical Simulations
358,John Sipple,Google,John Sipple,Google,"Interpretable, Multidimensional, Multimodal Anomaly Detection with Negative Sampling for Detection of Device Failure"
