159,Carlos Riquelme Ruiz,Stanford University,Alessandro Lazaric,FACEBOOK,Active Learning for Accurate Estimation of Linear Models
160,Poan Wang,Academia sinica,Chi-Jen Lu,Academia Sinica,Tensor Decomposition via Simultaneous Power Iteration
161,Kaifeng Lyu,Tsinghua University,Jian Li,IIIS,Learning Gradient Descent: Better Generalization and Longer Horizons
162,Chaoxu Zhou,Columbia University,Donald Goldfarb,Columbia University,Stochastic Adaptive Quasi-Newton Methods for Minimizing Expected Values
163,Andrew Saxe,Harvard University,Benjamin Rosman,Council for Scientific and Industrial Research (CSIR),Hierarchy Through Composition with Multitask LMDPs
164,Satyen Kale,Google Research,David Pal,Yahoo,Adaptive Feature Selection: Computationally Efficient Online Sparse Linear Regression under RIP
165,Lingxiao Wang,University of Virginia,Quanquan Gu,University of Virginia,A Unified Variance Reduction-Based Framework for Nonconvex Low-Rank Matrix Recovery
166,Philip Bachman,Maluuba,Adam Trischler,Maluuba,Learning Algorithms for Active Learning
167,Alex Botev,University College London,David Barber,University College London,Practical Gauss-Newton Optimisation for Deep Learning
168,Marlos C. Machado,University of Alberta,Michael Bowling,University of Alberta,A Laplacian Framework for Option Discovery in Reinforcement Learning
169,Sebastian Pokutta,Georgia Tech,Oskar Schneider,,Emulating the Expert: Inverse Optimization through Online Learning
170,Dave Anderson,UC Berkeley,Ming Gu,University of California at Berkeley,"An Efficient, Sparsity-Preserving, Online Algorithm for Low-Rank Approximation"
171,Mahito Sugiyama,National Institute of Informatics,Koji Tsuda,University of Tokyo / RIKEN,Tensor Balancing on Statistical Manifold
172,Jacob Andreas,UC Berkeley,Sergey Levine,Berkeley,Modular Multitask Reinforcement Learning with Policy Sketches
173,Mahesh Chandra Mukkamala,Saarland University,Matthias Hein,Saarland University,Variants of RMSProp and Adagrad with Logarithmic Regret Bounds
174,Flavio Chierichetti,Sapienza University of Rome,David Woodruff,,Algorithms for $\ell_p$ Low-Rank Approximation
175,Ke Sun,KAUST,Frank Nielsen,École Polytechnique,Relative Fisher Information and Natural Gradient for Learning Large Modular Models
176,Zakaria mhammedi,The University of Melbourne,Ashfaqur Rahman,CSIRO,Efficient Orthogonal Parametrisation of Recurrent Neural Networks Using Householder Reflections
177,Gábor Braun,Georgia Institute of Technology,Daniel Zink,,Lazifying Conditional Gradient Algorithms
178,Josiah Hanna,University of Texas at Austin,Scott Niekum,University of Texas at Austin,Data-Efficient Policy Evaluation Through Behavior Policy Search
