,first-author-affiliation,last-author-affiliation,title
0," Department of Mathematics and Computer Science, University of Calabria, Italy"," Department of Mathematics and Computer Science, University of Calabria, Italy",On the computation of paracoherent answer sets
1," Artificial Intelligence Research Group, Western Sydney University, Australia"," School of Computer Science and Technology, Huazhong University of Science and Technology, China",Polynomially bounded logic programs with function symbols: a new decidable class
2," York University, Toronto, Canada"," York University, Toronto, Canada",Abstraction in situation calculus action theories
3," Department of Computer Science, University of Oxford"," Department of Computer Science, University of Oxford",Source information disclosure in ontology-based data integration
4," Faculty of Computer Science, Technische Universitat Dresden, Germany"," Department of Computer Science, University of Oxford, UK",Ontology-mediated queries for probabilistic databases
5," Siemens CT, Germany"," Birkbeck, University of London, UK",Ontology-based data access with a horn fragment of metric temporal logic
6," Universität Leipzig, Leipzig, Germany"," TU Wien, Vienna, Austria",Solving advanced argumentation problems with answer-set programming
7," Normandie Univ, UNICAEN, ENSICAEN, CNRS, GREYC, Caen, France"," Normandie Univ, UNICAEN, ENSICAEN, CNRS, GREYC, Caen, France",Checking the consistency of combined qualitative constraint networks
8," FBK-IRST, Trento, Italy"," Free University of Bozen-Bolzano, Bozen-Bolzano, Italy",Add data into business process verification: bridging the gap between theory and practice
9," Collaborative Innovation Center for 21st-century Maritime Silk Road Studies, Guangdong University of Foreign Studies, Guangzhou, P.R.China and Cisco School of Informatics, Guangdong University of Foreign Studies, Guangzhou, P.R.China"," Guangdong Key Laboratory of Big Data Analysis and Processing, Guangzhou, P.R.China",Practical TBox abduction based on justification patterns
10," LTRC, IIIT-H, Hyderabad, India"," LTRC, IIIT-H, Hyderabad, India",The unusual suspects: deep learning based mining of interesting entity trivia from knowledge graphs
11," Institute of Artificial Intelligence, University of Ulm, Germany"," Institute of Artificial Intelligence, University of Ulm, Germany",Ontology materialization by abstraction refinement in horn SHOIF
12," Cardiff University, UK"," Universitat Bremen, Germany",Number restrictions on transitive roles in description logics with nominals
13," Department of Computer Science, University College London, London, UK"," Department of Computer Science, University College London, London, UK",Strategic sequences of arguments for persuasion using decision trees
14," Group in Logic and the Methodology of Science, University of California, Berkeley"," Department of Philosophy and Symbolic Systems Program, Stanford University",Preferential structures for comparative probabilistic reasoning
15," University of Liverpool, Department of Computer Science"," University of Liverpool, Department of Computer Science",Query answering in dl-lite with datatypes: a non-uniform approach
16," LRI, Univ. Paris-Sud and CNRS, Univ. Paris-Saclay, Orsay, France"," LaBRI, Univ. Bordeaux and CNRS, Bordeaux, France",Diagnosability planning for controllable discrete event systems
17," Department of Electrical and Computer Engineering, The University of Texas at Austin"," Department of Electrical Engineering, California Institute of Technology",Entropic causal inference
18," CRIL, U. Artois & CNRS, Lens, France"," CRIL, U. Artois & CNRS, Lens, France",SAT encodings for distance-based belief merging operators
19," School of Computing, Informatics and Decision Systems Engineering, Arizona State University, Tempe"," School of Computing, Informatics and Decision Systems Engineering, Arizona State University, Tempe","LPMLN weak constraints, and P-log"
20," Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University", Facebook,Graph-based wrong IsA relation detection in a large-scale lexical taxonomy
21," Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University"," Xiaoi Research, Shanghai Xiaoi, Robot Technology Co. LTD., China",On the transitivity of hypernym-hyponym relations in data-driven lexical taxonomies
22," National Key Laboratory for Novel Software Technology at Nanjing University, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology at Nanjing University, Nanjing University, Nanjing, China",Don't forget the quantifiable relationship between words: using recurrent neural network for short text topic discovery
23," TU Dortmund University, Germany"," TU Dortmund University, Germany",The symbolic interior point method
24, University of Oxford, University of Dresden,Small is beautiful: computing minimal equivalent EL concepts
25," NTT Communication Science Laboratories, NTT Corporation"," NTT Communication Science Laboratories, NTT Corporation",Compiling graph substructures into sentential decision diagrams
26," Institut für Informations systeme, Technische Universität Wien, Vienna, Austria"," Institut für Informations systeme, Technische Universität Wien, Vienna, Austria",Efficient evaluation of answer set programs with external sources based on external source inlining
27," Institut für Informationssysteme, Technische Universität Wien, Vienna, Austria"," Institut für Informationssysteme, Technische Universität Wien, Vienna, Austria",On equivalence and inconsistency of answer set programs with external sources
28, University of Notre Dame, University of Notre Dame,ProjE: embedding projection for knowledge graph completion
29," Nanyang Technological University, School of Computer Science and Engineering, Singapore"," Nanyang Technological University, School of Computer Science and Engineering, Singapore",Non-parametric estimation of multiple embeddings for link prediction on dynamic knowledge graphs
30," Shanghai Key Lab of Intelligent Information Processing, Fudan University, China"," Department of Computer Science & Technology, Tongji University, China",Causal discovery using regression-based conditional independence tests
31," Washington University in St. Louis, St. Louis, MO"," Washington University in St. Louis, St. Louis, MO",An improved algorithm for learning to perform exception-tolerant abduction
32," Department of Computer Science, University of Oxford, UK"," Department of Computer Science, University of Oxford, UK",Trust-sensitive evolution of DL-Lite knowledge bases
