,first-author-affiliation,last-author-affiliation,title
0, Univeristy of Maryland, Univeristy of Maryland,Market pricing for data streams
1," Department of Computer Science, Duke University, Durham, NC"," Department of Computer Science, University of Texas at Austin, Austin, TX",Automated design of robust mechanisms
2," University of Nottingham, Nottingham, UK"," University of Nottingham, Nottingham, UK",Incentivising monitoring in open normative systems
3, Duke University, University of Michigan - Ann Arbor,Envy-free mechanisms with minimum number of cuts
4," Bar-Ilan University, Israel"," Bar-Ilan University, Israel",Strategic signaling and free information disclosure in auctions
5," Data61, CSIRO and UNSW, Sydney, Australia"," Carnegie Mellon University, Pittsburg",Complexity of manipulating sequential allocation
6," Data61 and UNSW, Sydney, NSW, Australia"," UNSW, Data61 and TU Berlin, Sydney, NSW, Australia",Algorithms for max-min share fair allocation of indivisible chores
7," Gran Sasso Science, Institute, Italy."," Gran Sasso Science Institute, Italy",Nash stability in social distance games
8," Gran Sasso Science Institute, Italy."," Gran Sasso Science Institute, Italy",On pareto optimality in social distance games
9," University of Milan, Milano, Italy"," Politecnico di Milano, Milano, Italy",Team-maxmin equilibrium: efficiency bounds and algorithms
10, Google, University of Maryland,A study of compact reserve pricing languages
11," Department of Computer Science, University of Maryland"," Department of Computer Science, University of Maryland",Faster and simpler algorithm for optimal strategies of blotto game
12, Carnegie Mellon University, Harvard University,Preference elicitation for participatory budgeting
13," Aalto University School of Science, Dept. of Mathematics and Systems Analysis"," Carnegie Mellon University, Computer Science Department",Exclusion method for finding Nash equilibrium in multiplayer games
14," University of Oxford, United Kingdom"," I-CORE, Weizmann Institute of Science, Israel",Teams in online scheduling polls: game-theoretic aspects
15," Department of Informatics, University of Zurich"," Department of Informatics, University of Zurich",Probably approximately efficient combinatorial auctions via machine learning
16, University of Oxford, University of Oxford,Phragmén's voting methods and justified representation
17, University of Oxford, University of Oxford,Multiwinner approval rules as apportionment methods
18," Carnegie Mellon University, Computer Science Department"," Carnegie Mellon University, Computer Science Department",Dynamic thresholding and pruning for regret minimization
19, University of Patras, University of Patras,Optimizing positional scoring rules for rank aggregation
20," THINC Lab, University of Georgia, Athens, GA"," THINC Lab, University of Georgia, Athens, GA",On Markov games played by bayesian and boundedly-rational players
21," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China"," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China",Bounded rationality of restricted turing machines
22," TU Wien, Austria"," University of Oxford, UK",Winner determination in huge elections with MapReduce
