,first-author-affiliation,last-author-affiliation,title
0, MIT Computer Science and Artificial Intelligence Laboratory, MIT Computer Science and Artificial Intelligence Laboratory,Finding frequent entities in continuous data
1," Indian Institute of Technology, Kanpur"," Indian Institute of Technology, Kanpur",Small-variance asymptotics for nonparametric Bayesian overlapping stochastic blockmodels
2," School of Computer Science and Engineering, South China University of Technology, China"," Tencent, China",Convolutional neural networks based click-through rate prediction with multiple feature sequences
3," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Tri-net for semi-supervised deep learning
4," School of Computer Science & Engineering, Nanjing University of Science & Technology", Key Laboratory of Intelligent Perception & Systems for High-Dimensional Information and Jiangsu Key Laboratory of Image & Video Understanding for Social Security,Adversarial metric learning
5," Department of Computer Science, University of California, Davis"," Department of Computer Science, University of California, Davis and Department of Statistics, University of California, Davis",Distributed primal-dual optimization for non-uniformly distributed data
6," Cheriton School of Computer Science, University of Waterloo, Waterloo, Canada"," Cheriton School of Computer Science, University of Waterloo, Waterloo, Canada",Solving separable nonsmooth problems using Frank-Wolfe with uniform affine approximations
7," NTT Communication Science Laboratories, Kyoto, Japan"," NTT Communication Science Laboratories, Kyoto, Japan",Causal inference in time series via supervised learning
8," Institute of Information Science, Academia Sinica, Taipei, Taiwan and MOST Joint Research Center for AI Technology and All Vista Healthcare"," Institute of Information Science, Academia Sinica, Taipei, Taiwan and MOST Joint Research Center for AI Technology and All Vista Healthcare",Unifying and merging well-trained deep neural networks for inference stage
9," University of Lorraine, CNRS, Inria, LORIA, Nancy, France"," IRIT, University of Toulouse, France",Behavior of analogical inference w.r.t. Boolean functions
10," School of Information Science and Engineering, Shandong Normal University, China"," School of Computing, National University of Singapore, Singapore",Adaptive collaborative similarity learning for unsupervised multi-view feature selection
11," University of California, Berkeley"," University of California, Berkeley",Counterexample-guided data augmentation
12, Peking University, Microsoft Research,Galaxy network embedding: a hierarchical community structure preserving approach
13, Peking University, Peking University,Dynamic network embedding: an extended approach for skip-gram based network embedding
14," UBTECH Sydney AI Centre, SIT, FEIT, University of Sydney, Australia"," UBTECH Sydney AI Centre, SIT, FEIT, University of Sydney, Australia",Quantum divide-and-conquer anchoring for separable non-negative matrix factorization
15," TCS Reseach and Innovation, Mumbai, India"," TCS Reseach and Innovation, Mumbai, India",A novel data representation for effective learning in class imbalanced scenarios
16," School of Computer Science and Engineering, Nanyang Technological University, Singapore"," School of Computer Science and Engineering, Nanyang Technological University, Singapore",Leveraging latent label distributions for partial label learning
17," State Key Lab of Software Development Environment, Beihang University, China"," School of Electronic Engineering, Xidian University, China",Complementary binary quantization for joint multiple indexing
18," Department of Electrical and Computer Engineering, University of Pittsburgh"," Department of Electrical and Computer Engineering, University of Pittsburgh",Joint generative moment-matching network for learning structural latent code
19," Department of Electrical and Computer Engineering, University of Pittsburgh"," Department of Electrical and Computer Engineering, University of Pittsburgh",Stochastic second-order method for large-scale nonconvex sparse learning models
20, National University of Singapore, The Pennsylvania State University,Cuckoo feature hashing: dynamic weight sharing for sparse analytics
21," Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China and School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China"," Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China and School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China",Active discriminative network representation learning
22, Griffith University, Griffith University,Scalable rule learning via learning representation
23," School of Computer Science and Engineering, Nanjing University of Science and Technology and Jiangsu Key Laboratory of Image and Video Understanding for Social Security"," School of Computer Science and Engineering, Nanjing University of Science and Technology and Jiangsu Key Laboratory of Image and Video Understanding for Social Security",Teaching semi-supervised classifier via generalized distillation
