59,2020,Divya Gopinath,Massachusetts Institute of Technology,David A. Sontag,Massachusetts Institute of Technology,MLHC,"Fast, Structured Clinical Documentation via Contextual Autocomplete.",6,http://proceedings.mlr.press/v126/gopinath20a.html,https://dblp.org/rec/conf/mlhc/GopinathAMHKS20
60,2020,Hadia Hameed,Stevens Institute of Technology,Samantha Kleinberg,Stevens Institute of Technology,MLHC,Comparing Machine Learning Techniques for Blood Glucose Forecasting Using Free-living and Patient Generated Data.,2,http://proceedings.mlr.press/v126/hameed20a.html,https://dblp.org/rec/conf/mlhc/HameedK20
61,2020,Stefan Hegselmann,University of M _unster,Christian Ertmer,University  Hospital  M _unster,MLHC,An Evaluation of the Doctor-Interpretability of Generalized Additive Models with Interactions.,6,http://proceedings.mlr.press/v126/hegselmann20a.html,https://dblp.org/rec/conf/mlhc/HegselmannVOGDE20
62,2020,Szu-Yeu Hu,Massachusetts General Hospital,Anthony E. Samir,Massachusetts General Hospital,MLHC,Self-Supervised Pretraining with DICOM metadata in Ultrasound Imaging.,9,http://proceedings.mlr.press/v126/hu20a.html,https://dblp.org/rec/conf/mlhc/HuWWWWOLKS20
63,2020,Dmitry Yu. Isaev,Duke University,David Carlson,Duke University,MLHC,Attention-Based Network for Weak Labels in Neonatal Seizure Detection.,8,http://proceedings.mlr.press/v126/isaev20a.html,https://dblp.org/rec/conf/mlhc/IsaevTCTMBSC20
64,2020,Sarah Jabbour,University of Michigan,Jenna Wiens,University of Michigan,MLHC,Deep Learning Applied to Chest X-Rays - Exploiting and Preventing Shortcuts.,5,http://proceedings.mlr.press/v126/jabbour20a.html,https://dblp.org/rec/conf/mlhc/JabbourFKSW20
65,2020,Aakash Kaku,New York University,Carlos Fernandez-Granda,New York University,MLHC,Towards data-driven stroke rehabilitation via wearable sensors and deep learning.,6,http://proceedings.mlr.press/v126/kaku20a.html,https://dblp.org/rec/conf/mlhc/KakuPVPSF20
66,2020,Mijung Kim,Ghent University,Wesley De Neve,Ghent University,MLHC,MRI-based Diagnosis of Rotator Cuff Tears using Deep Learning and Weighted Linear Combinations.,6,http://proceedings.mlr.press/v126/kim20a.html,https://dblp.org/rec/conf/mlhc/KimPKKHN20
67,2020,Justin R. Lovelace,Texas A&M University,Bobak J. Mortazavi,Texas A&M University,MLHC,Dynamically Extracting Outcome-Specific Problem Lists from Clinical Notes with Guided Multi-Headed Attention.,4,http://proceedings.mlr.press/v126/lovelace20a.html,https://dblp.org/rec/conf/mlhc/LovelaceHHM20
68,2020,Diyuan Lu,Frankfurt am Main,Jochen Triesch,Frankfurt am Main,MLHC,Towards Early Diagnosis of Epilepsy from EEG Data.,6,http://proceedings.mlr.press/v126/lu20a.html,https://dblp.org/rec/conf/mlhc/LuBNCRT20
69,2020,Matthew B. A. McDermott,Massachusetts Institute of Technology,Peter Szolovits,Massachusetts Institute of Technology,MLHC,"CheXpert++ - Approximating the CheXpert Labeler for Speed, Differentiability, and Probabilistic Output.",5,http://proceedings.mlr.press/v126/mcdermott20a.html,https://dblp.org/rec/conf/mlhc/McDermottHWGS20
70,2020,Denis Jered McInerney,Northeastern University,Byron C. Wallace,Northeastern University,MLHC,Query-Focused EHR Summarization to Aid Imaging Diagnosis.,6,http://proceedings.mlr.press/v126/mcinerney20a.html,https://dblp.org/rec/conf/mlhc/McInerneyDTYMW20
71,2020,Andrew C. Miller,Apple,Emily B. Fox,Apple,MLHC,Learning Insulin-Glucose Dynamics in the Wild.,3,http://proceedings.mlr.press/v126/miller20a.html,https://dblp.org/rec/conf/mlhc/MillerFF20
72,2020,Do June Min,University of Michigan,Rada Mihalcea,University of Michigan,MLHC,UPSTAGE - Unsupervised Context Augmentation for Utterance Classification in Patient-Provider Communication.,5,http://proceedings.mlr.press/v126/min20a.html,https://dblp.org/rec/conf/mlhc/MinPKHM20
73,2020,James Mullenbach,nan,David A. Sontag,Massachusetts Institute of Technology,MLHC,Knowledge Base Completion for Constructing Problem-Oriented Medical Records.,5,http://proceedings.mlr.press/v126/mullenbach20a.html,https://dblp.org/rec/conf/mlhc/MullenbachSMDS20
74,2020,Samaneh Nasiri,Emory University School of Medicine,Gari D. Clifford,Georgia Institute of Technology,MLHC,Attentive Adversarial Network for Large-Scale Sleep Staging.,2,http://proceedings.mlr.press/v126/nasiri20a.html,https://dblp.org/rec/conf/mlhc/NasiriC20
75,2020,Bret Nestor,University of Toronto,Marzyeh Ghassemi,University of Toronto,MLHC,Preparing a Clinical Support Model for Silent Mode in General Internal Medicine.,10,http://proceedings.mlr.press/v126/nestor20a.html,https://dblp.org/rec/conf/mlhc/NestorMVPMKDMGG20
76,2020,A. Demetri Pananos,Western University,Daniel J. Lizotte,Western University,MLHC,Comparisons Between Hamiltonian Monte Carlo and Maximum A Posteriori For A Bayesian Model For Apixaban Induction Dose & Dose Personalization.,2,http://proceedings.mlr.press/v126/pananos20a.html,https://dblp.org/rec/conf/mlhc/PananosL20
77,2020,Sonali Parbhoo,Harvard University,Finale Doshi-Velez,Harvard University,MLHC,Transfer Learning from Well-Curated to Less-Resourced Populations with HIV.,4,http://proceedings.mlr.press/v126/parbhoo20a.html,https://dblp.org/rec/conf/mlhc/ParbhooW0D20
78,2020,Asif Rahman,Philips Research North America,Minnan Xu-Wilson,Philips Research North America,MLHC,Phenotyping with Prior Knowledge using Patient Similarity.,4,http://proceedings.mlr.press/v126/rahman20a.html,https://dblp.org/rec/conf/mlhc/RahmanCCX20
