,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
140,2019,Viraj Prabhu,Georgia Institute of Technology,Xavier Amatriain,Curai,MLHC,Few-Shot Learning for Dermatological Disease Diagnosis.,6,http://proceedings.mlr.press/v106/prabhu19a.html,https://dblp.org/rec/conf/mlhc/PrabhuKRCSA19
141,2019,Youran Qi,University of Wisconsin-Madison,Qi Tang,Sanofi,MLHC,Predicting Phase 3 Clinical Trial Results by Modeling Phase 2 Clinical Trial Subject Level Data Using Deep Learning.,2,http://proceedings.mlr.press/v106/qi19a.html,https://dblp.org/rec/conf/mlhc/QiT19
142,2019,Bhanu Pratap Singh Rawat,University of Massachusetts,Hong Yu 0001,University of Massachusetts,MLHC,Clinical Judgement Study using Question Answering from Electronic Health Records.,3,http://proceedings.mlr.press/v106/rawat19a.html,https://dblp.org/rec/conf/mlhc/RawatLY19
143,2019,Victor A. Rodriguez,Columbia University,Adler Perotte,Columbia University,MLHC,Phenotype Inference with Semi-Supervised Mixed Membership Models.,2,http://proceedings.mlr.press/v106/rodriguez19a.html,https://dblp.org/rec/conf/mlhc/RodriguezP19
144,2019,Ognjen (Oggi) Rudovic,Massachusetts Institute of Technology,Rosalind W. Picard,Massachussetts Institute of Technology,MLHC,Meta-Weighted Gaussian Process Experts for Personalized Forecasting of AD Cognitive Changes.,6,http://proceedings.mlr.press/v106/rudovic19a.html,https://dblp.org/rec/conf/mlhc/RudovicUGPRP19
145,2019,Divya Shanmugam,Massachusetts Institute of Technology,John V. Guttag,Massachussetts Institute of Technology,MLHC,Multiple Instance Learning for ECG Risk Stratification.,3,http://proceedings.mlr.press/v106/shanmugam19a.html,https://dblp.org/rec/conf/mlhc/ShanmugamBG19
146,2019,Bonggun Shin,Emory University,Joyce C. Ho,Emory University,MLHC,Self-Attention Based Molecule Representation for Predicting Drug-Target Interaction.,4,http://proceedings.mlr.press/v106/shin19a.html,https://dblp.org/rec/conf/mlhc/ShinPKH19
147,2019,Avijit Thawani,University of Southern California,Byron C. Wallace,Northeastern University,MLHC,Are Online Reviews of Physicians Biased Against Female Providers?,4,http://proceedings.mlr.press/v106/thawani19a.html,https://dblp.org/rec/conf/mlhc/ThawaniPSW19
148,2019,Sana Tonekaboni,University of Toronto,Anna Goldenberg,University of Toronto,MLHC,What Clinicians Want - Contextualizing Explainable Machine Learning for Clinical End Use.,4,http://proceedings.mlr.press/v106/tonekaboni19a.html,https://dblp.org/rec/conf/mlhc/TonekaboniJMG19
149,2019,Inigo Urteaga,Columbia University,Noemie Elhadad,Columbia University,MLHC,Multi-Task Gaussian Processes and Dilated Convolutional Networks for Reconstruction of Reproductive Hormonal Dynamics.,5,http://proceedings.mlr.press/v106/urteaga19a.html,https://dblp.org/rec/conf/mlhc/UrteagaBHAE19
150,2019,Keyang Xu,Petuum Inc,Eric P. Xing,Petuum Inc,MLHC,Multimodal Machine Learning for Automated ICD Coding.,12,http://proceedings.mlr.press/v106/xu19a.html,https://dblp.org/rec/conf/mlhc/XuLPGBMPKCMXX19
151,2019,Steve Yadlowsky,Stanford University,Lu Tian,Stanford University,MLHC,A Calibration Metric for Risk Scores with Survival Data.,3,http://proceedings.mlr.press/v106/yadlowsky19a.html,https://dblp.org/rec/conf/mlhc/YadlowskyBT19
152,2019,Jinsung Yoon,University of California,Mihaela van der Schaar,University of Cambridge / University of California,MLHC,ASAC - Active Sensing using Actor-Critic models.,3,http://proceedings.mlr.press/v106/yoon19a.html,https://dblp.org/rec/conf/mlhc/YoonJS19
153,2019,Linying Zhang,Columbia University,George Hripcsak,Columbia University,MLHC,The Medical Deconfounder - Assessing Treatment Effects with Electronic Health Records.,6,http://proceedings.mlr.press/v106/zhang19a.html,https://dblp.org/rec/conf/mlhc/ZhangWOMBH19
154,2019,Min Zheng,Stevens Institute of Technology,Samantha Kleinberg,Stevens Institute of Technology,MLHC,Using Domain Knowledge to Overcome Latent Variables in Causal Inference from Time Series.,2,http://proceedings.mlr.press/v106/zheng19a.html,https://dblp.org/rec/conf/mlhc/ZhengK19
155,2019,Finale Doshi-Velez,nan,Jenna Wiens,nan,MLHC,"Proceedings of the Machine Learning for Healthcare Conference, MLHC 2019, 9-10 August 2019, Ann Arbor, Michigan, USA.",7,http://proceedings.mlr.press/v106/,https://dblp.org/rec/conf/mlhc/2019
