,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
0,0,Ali Shojaie,Male,University of Washington,George Michailidis,Male,University of Michigan,Joint Affinity Groups Poster Session.
1,1,Andrew McCallum,Male,UMass Amherst,Sameer Singh,Male,"University of California, Irvine",Rankmax: An Adaptive Projection Alternative to the Softmax Function.
2,2,Yee Whye Teh,Male,"University of Oxford, DeepMind",DILAN Gorur,Female,DeepMind,Field-wise Learning for Multi-field Categorical Data.
3,3,Daniel Cavagnaro,Male,Cal State Fullerton,Jay Myung,Male,Ohio State University,Deep Diffusion-Invariant Wasserstein Distributional Classification.
4,4,Alexander Ihler,Male,UC Irvine,Padhraic Smyth,Male,"University of California, Irvine",No Subclass Left Behind: Fine-Grained Robustness in Coarse-Grained Classification Problems.
5,5,Bryan C Russell,Male,U Washington,Andrew Zisserman,Male,DeepMind & University of Oxford,Efficient Clustering Based On A Unified View Of K-means And Ratio-cut.
6,6,Arkadas Ozakin,Male,Georgia Institute of Technology,Alexander Gray,Male,Skytree Inc. and Georgia Tech,Probabilistic Fair Clustering.
7,7,Nino Shervashidze,Male,"INRIA, Laboratoire d'Informatique de l'ENS",Karsten Borgwardt,Male,ETH Zurich,Sampling-Decomposable Generative Adversarial Recommender.
8,8,Ruben Coen-Cagli,Male,Albert Einstein College of Medicine,Odelia Schwartz,Female,Albert Einstein College of Medicine,Trading Personalization for Accuracy: Data Debugging in Collaborative Filtering.
9,9,Elad Hazan,Male,Princeton University,Nimrod Megiddo,Male,IBM Almaden Research Center,Ratio Trace Formulation of Wasserstein Discriminant Analysis.
10,10,Zenglin Xu,Male,University of Electronic Science & Technology of China,Zhirong Yang,Male,Aalto University,Coresets for Regressions with Panel Data.
11,11,Matthias Seeger,Male,Amazon,Matthias Seeger,Male,Amazon,Adversarial Learning for Robust Deep Clustering.
12,12,Gideon S Mann,Male,Google Inc.,Dan Walker,Male,None,Adversarial Counterfactual Learning and Evaluation for Recommender System.
13,13,Barry W Chai,Male,Stanford,Fei-Fei Li,Female,Princeton University,Adversarial Crowdsourcing Through Robust Rank-One Matrix Completion.
14,14,Bryan C Russell,Male,U Washington,Andrew Zisserman,Male,DeepMind & University of Oxford,Interventional Few-Shot Learning.
15,15,Theodore Perkins,Male,Ottawa Hospital Research Institute,Theodore Perkins,Male,Ottawa Hospital Research Institute,Neural Methods for Point-wise Dependency Estimation.
16,16,Emily Fox,Female,"University of Washington, Apple",Alan S Willsky,Male,Massachusetts Institute of Technology,Multi-label Contrastive Predictive Coding.
17,17,Menachem Fromer,Male,Hebrew University,Amir Globerson,Male,"Tel Aviv University, Google",Self-Supervised Relationship Probing.
18,18,Sahand N Negahban,Male,"University of California, Berkeley",Bin Yu,Female,None,Debiased Contrastive Learning.
19,19,George Konidaris,Male,Duke University,Andrew G Barto,Male,University of Massachusetts,The Autoencoding Variational Autoencoder.
20,20,Joseph Schlecht,Male,University of Arizona,Kobus Barnard,Male,University of Arizona,Learning Diverse and Discriminative Representations via the Principle of Maximal Coding Rate Reduction.
21,21,James Bergstra,Male,Kindred,Yoshua Bengio,Male,University of Montreal,Unsupervised Data Augmentation for Consistency Training.
22,22,Joao V Graca,Male,L2F INESC-ID Lisboa,Fernando Pereira,Male,Google,Temporal Positive-unlabeled Learning for Biomedical Hypothesis Generation via Risk Estimation.
23,23,Feng Zhou,Male,Carnegie Mellon University,Fernando D De la Torre,Male,Carnegie Mellon University,Hard Negative Mixing for Contrastive Learning.
24,24,Kwang In Kim,Male,Saarland University,Matthias Hein,Male,University of Tübingen,Parametric Instance Classification for Unsupervised Visual Feature learning.
25,25,Matthew B Blaschko,Male,KU Leuven,Andreas Bartels,Male,Centre for Integrative Neuroscience,VIME: Extending the Success of Self- and Semi-supervised Learning to Tabular Domain.
26,26,Tao Hu,Male,"JFRC, HHMI",Dmitri B Chklovskii,Male,HHMI,Unsupervised Representation Learning by Invariance Propagation.
27,27,Vivek Farias,Male,Massachusetts Institute of Technology,Devavrat Shah,Male,Massachusetts Institute of Technology,Joint Contrastive Learning with Infinite Possibilities.
28,28,Zhen James Xiang,Male,Princeton University,Peter J Ramadge,Male,Princeton,Variational Inference for Graph Convolutional Networks in the Absence  of Graph Data and Adversarial Settings.
29,29,Samory Kpotufe,Male,Princeton University,Samory Kpotufe,Male,Princeton University,Restoring Negative Information in Few-Shot Object Detection.
30,30,Theodore Perkins,Male,Ottawa Hospital Research Institute,Theodore Perkins,Male,Ottawa Hospital Research Institute,One-sample Guided Object Representation Disassembling.
31,31,Sebastian Gerwinn,Male,MPI for Biological Cybernetics & University of Tübingen,Matthias Bethge,Male,University Tübingen,Few-shot Visual Reasoning with Meta-Analogical Contrastive Learning.
