,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science, University of Toronto, Toronto, Canada"," Department of Computer Science, University of Toronto, Toronto, Canada",Computing contingent plans via fully observable non-deterministic planning
1," Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, Cambridge, MA"," Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",A scheduler for actions with iterated durations
2," NASA Ames Research Center, Moffett Field, CA"," NASA Ames Research Center, Moffett Field, CA",Parametrized families of hard planning problems from phase transitions
3," College of Engineering and Computer Science, Australian National University, Canberra, Australia"," D.R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Canada",Cost-based query optimization via AI planning
4," School of Computer Science and Engineering, University of New South Wales, Australia"," School of Computer Science and Engineering, University of New South Wales, Australia",Efficiently implementing GOLOG with answer set programming
5," Universität Basel, Basel, Switzerland"," Universität Basel, Basel, Switzerland",Generalized label reduction for merge-and-shrink heuristics
6," ONERA, The French Aerospace Lab, Toulouse, France"," Microsoft Research, Redmond, WA",Saturated path-constrained MDP: planning under uncertainty and deterministic model-checking constraints
7," Computer Science Department, Ben Gurion University of The Negev, Beer-Sheva, Israel"," Computer Science Department, Ben Gurion University of The Negev, Beer-Sheva, Israel",A relevance-based compilation method for conformant probabilistic planning
8," Algorithmics group, Department of Computer and Software Technology, Delft University of Technology, Delft, The Netherlands"," Algorithmics group, Department of Computer and Software Technology, Delft University of Technology, Delft, The Netherlands",Optimal decomposition in linear constraint systems
9," Computing Science, University of Alberta, Edmonton, Canada"," Computing Science, University of Alberta, Edmonton, Canada",Adding local exploration to greedy best-first search in satisficing planning
10," Computing Science, University of Alberta, Edmonton, Canada"," Tokyo Institute of Technology, Tokyo, Japan",Type-based exploration with multiple search queues for satisficing planning
11," Computer Science Department, Ben Gurion University of The Negev, Israel"," Computer Science Department, TU Dortmund University, Germany",Lifting relational MAP-LPs using cluster signatures
12," Cognitive Systems Laboratory, Computer Science Department, University of California, Los Angeles, Los Angeles, CA"," Cognitive Systems Laboratory, Computer Science Department, University of California, Los Angeles, Los Angeles, CA",Recovering from selection bias in causal and statistical inference
13," Laboratório Nacional de Computação Científica, Petrópolis, RJ, Brazil"," Laboratório Nacional de Computação Científica, Petrópolis, RJ, Brazil",Tree-based on-line reinforcement learning
14," University of California, Los Angeles, Computer Science Department, Los Angeles, CA"," University of California, Los Angeles, Computer Science Department, Los Angeles, CA",Testable implications of linear structural equation models
15," Department of Computer Science, Iowa State University, Ames, IA"," Department of Computer Science, Iowa State University, Ames, IA",Finding the k-best equivalence classes of Bayesian network structures for model averaging
16," Graduate Center and Queens College, City University of New York, New York"," Helsinki Institute for Information Technology, Department of Computer Science, University of Helsinki, Finland",Tightening bounds for Bayesian network structure learning
17," Department of Electrical Engineering and Computer Science, Oregon State University"," Department of Electrical Engineering and Computer Science, Oregon State University",State aggregation in Monte Carlo tree search
18, University of Wisconsin-Madison, University of Wisconsin-Madison,Relational one-class classification: a non-parametric approach
19," Helsinki Institute for Information Technology & Department of Computer Science, University of Helsinki, Finland"," Helsinki Institute for Information Technology & Department of Computer Science, University of Helsinki, Finland",Predicting the hardness of learning Bayesian networks
20," Computer Science and Engineering, University of Washington, Seattle"," Computer Science Department, University of California, Los Angeles and KU Leuven, Belgium",Tractability through exchangeability: a new perspective on efficient probabilistic inference
21," Microsoft Research, Bangalore, India"," Microsoft Research, Bangalore, India",R2: an efficient MCMC sampler for probabilistic programs
22," School of Engineering and Applied Sciences, University of Pennsylvania, Philadelphia, PA"," School of Engineering and Applied Sciences, University of Pennsylvania, Philadelphia, PA",An adversarial interpretation of information-theoretic bounded rationality
23," KU Leuven, Heverlee, Heverlee, Belgium"," KU Leuven, Heverlee, Heverlee, Belgium",Explanation-based approximate weighted model counting for probabilistic logics
24," Department of Computer Science and Engineering, Indian Institute of Technology Delhi, New Delhi, India"," Department of Computer Science and Engineering, University of Washington, Seattle, WA",Approximate lifting techniques for belief propagation
25," School of Information Systems, Singapore Management University, Singapore-MIT Alliance for Research and Technology (SMART), Massachusetts Institute of Technology"," Department of Electrical Engineering and Computer Science, Massachussets Institute of Technology",Decentralized stochastic planning with anonymity in interactions
26," Institute for Systems and Robotics, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal"," Institute for Systems and Robotics, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal",Point-based POMDP solving with factored value function approximation
27," The Robotics Institute, Carnegie Mellon University, Pittsburgh, PA"," The Robotics Institute, Carnegie Mellon University, Pittsburgh, PA",Efficient optimization for autonomous robotic manipulation of natural objects
28," School of Computer Science and Engineering, University of New South Wales, Sydney, Australia"," School of Computer Science and Engineering, University of New South Wales, Sydney, Australia",A framework for task planning in heterogeneous multi robot systems based on robot capabilities
29," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology"," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology",Generalizing policy advice with Gaussian process bandits for dynamic skill improvement
