,first-author-affiliation,last-author-affiliation,title
0," School of Computer Science and Engineering, The University of New South Wales, Sydney, NSW, Australia"," School of Computer Science and Engineering, The University of New South Wales, Sydney, NSW, Australia",Minimising undesired task costs in multi-robot task allocation problems with in-schedule dependencies
1," Department of Computer Science, Rice University, Houston, Texas"," Department of Computer Science, Rice University, Houston, Texas",Optimal and efficient stochastic motion planning in partially-known environments
2," Computer Science & Engineering, University of Washington, Seattle, WA"," Computer Science & Engineering, University of Washington, Seattle, WA",Learning from unscripted deictic gesture and language for human-robot interactions
3, University of Freiburg, University of Bonn,Robust visual robot localization across seasons using network flows
4," Autonomous Systems and Biomechatronics Laboratory, Department of Mechanical and Industrial Engineering, University of Toronto, Toronto, ON, Canada"," Autonomous Systems and Biomechatronics Laboratory, Department of Mechanical and Industrial Engineering, University of Toronto, Toronto, ON, Canada",Schedule-based robotic search for multiple residents in a retirement home environment
5," School of Computer Science and Engineering, University of New South Wales, Sydney, NSW, Australia"," Faculty of Computer and Information Science, University of Ljubljana, Ljubljana, Slovenia",Qualitative planning with quantitative constraints for online learning of robotic behaviours
6," Department of Computer Science, National University of Singapore, Republic of Singapore"," Department of Computer Science, National University of Singapore, Republic of Singapore",GP-Localize: persistent mobile robot localization using online sparse Gaussian process observation model
7," Department of Computer Science, University of Lleida, Spain"," IBM Watson Research Center, Yorktown Heights, NY",MaxSAT by improved instance-specific algorithm configuration
8," CNRS, U. Montpellier, France and U. Mohammed V Agdal, Morocco"," CNRS, U. Montpellier, France",Adaptive singleton-based consistencies
9," Computer Science and Engineering, University of Washington, Seattle, WA"," IBM Watson Research Center, Yorktown Heights, NY",Non-restarting SAT solvers with simple preprocessing can efficiently simulate resolution
10," TASC team, CNRS, INRIA, Mines de Nantes, Nantes, France"," Optimization Research Group, NICTA and Australian National University Canberra, Australia",Propagating regular counting constraints
11," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China and Queensland Research Laboratory, NICTA, Brisbane, Australia"," Institute for Integrated and Intelligent Systems, Griffith University, Brisbane, Australia",Tailoring local search for partial MaxSAT
12," LAAS, CNRS, Université Toulouse, France"," LINA, EMN Nantes, France",Q-intersection algorithms for constraint-based robust parameter estimation
13," Université Laval, Département d'informatique et de génie logiciel"," Université Laval, Département d'informatique et de génie logiciel",Linear-time filtering algorithms for the disjunctive constraint
14," General Diagnostics, Delft, The Netherlands"," University College Cork, Cork, Ireland",Diagnosing analogue linear systems using dynamic topological reconfiguration
15," UNSW and NICTA, Sydney, Australia"," Univ. of Oxford Oxford, UK",Backdoors into heterogeneous classes of SAT and CSP
16," National and Kapodistrian University of Athens, Greece"," National and Kapodistrian University of Athens, Greece",A reasoner for the RCC-5 and RCC-8 calculi extended with constants
17," CRIL, Université d'Artois & CNRS, Lens, France"," CRIL, Université d'Artois & CNRS, Lens, France","An experimentally efficient method for (MSS,CoMSS) partitioning"
18," UCLouvain, ICTEAM, Louvain-la-Neuve, Belgium"," UCLouvain, ICTEAM, Louvain-la-Neuve, Belgium",A support-based algorithm for the bi-objective pareto constraint
19," University of Massachusetts at Amherst, MA"," University of Massachusetts at Amherst, MA",DJAO: a communication-constrained DCOP algorithm that combines features of ADOPT and action-GDL
20," CRIL, CNRS and Université d'Artois, Lens, France"," CRIL, CNRS and Université d'Artois, Lens, France",Preprocessing for propositional model counting
21," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong"," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong",Boosting SBDS for partial symmetry breaking in constraint programming
22," Key Laboratory of High Confidence Software Technologies of Ministry of Education, Peking University, Beijing, China"," Key Laboratory of High Confidence Software Technologies of Ministry of Education, Peking University, Beijing, China and Institute for Integrated and Intelligent Systems, Griffith University, Brisbane, Australia",Double configuration checking in stochastic local search for satisfiability
23," Uppsala University, Dept. of Information Technology, Uppsala, Sweden"," Uppsala University, Dept. of Information Technology, Uppsala, Sweden",A propagator design framework for constraints over sequences
24," University of Toronto, Toronto, Canada and UNSW, Sydney, Australia"," University of Toronto Toronto, Canada",Maximum satisfiability using core-guided MAXSAT resolution
25," National and Kapodistrian University of Athens, Greece"," National and Kapodistrian University of Athens, Greece",Fast consistency checking of very large real-world RCC-8 constraint networks using graph partitioning
26," Sony CSL, Paris, France and Sorbonne Universités, UPMC Univ. Paris 06, UMR, Paris, France"," Sony CSL, Paris, France and Sorbonne Universités, UPMC Univ. Paris 06, UMR, Paris, France",Avoiding plagiarism in Markov sequence generation
27," Department of Computer Science, University of California, Los Angeles, Los Angeles, CA"," Department of Computer Science, University of California, Los Angeles, Los Angeles, CA",Cached iterative weakening for optimal multi-way number partitioning
28," Center for Data Analytics and Biomedical Informatics, Department of Computer and Information Science, Temple University, Philadelphia, PA"," Center for Data Analytics and Biomedical Informatics, Department of Computer and Information Science, Temple University, Philadelphia, PA",Exploiting competition relationship for robust visual recognition
29," Shanghai Key Lab of Intelligent Information Processing and School of Computer Science, Fudan University, Shanghai, China"," Shanghai Key Lab of Intelligent Information Processing and School of Computer Science, Fudan University, Shanghai, China",Towards topological-transformation robust shape comparison: a sparse representation based manifold embedding approach
