,first-author-affiliation,last-author-affiliation,title
0," Computer Science Dept., Cornell University, Ithaca, NY"," Materials Science and Engineering Dept., Cornell University, Ithaca, NY",A computational challenge problem in materials discovery: synthetic problem generator and real-world datasets
1, U.S. Green Building Council, U.S. Green Building Council,Supervised scoring with monotone multidimensional splines
2," Heriot-Watt University, Edinburgh, Scotland, UK"," University of Southampton, Southampton, UK",Efficient buyer groups for prediction-of-use electricity tariffs
3," Center for Spatial Information Science, The University of Tokyo"," Center for Spatial Information Science, The University of Tokyo",Intelligent system for urban emergency management during large-scale disaster
4," Dept. of Computer Science, The University of Texas at Austin, Austin, TX"," Dept. of Computer Science, The University of Texas at Austin, Austin, TX",TacTex'13: a champion adaptive power trading agent
5, Erasmus University Rotterdam, University of Connecticut,Effective management of electric vehicle storage using smart charging
6," School of Computer Science, University of Massachusetts Amherst"," School of Computer Science, University of Massachusetts Amherst",Rounded dynamic programming for tree-structured stochastic network design
7," Machine Learning Department, Carnegie Mellon University, Pittsburgh, Pennsylvania"," Machine Learning Department, Carnegie Mellon University, Pittsburgh, Pennsylvania",Contextually supervised source separation with application to energy disaggregation
8," School of Computer Science and Technology, Jilin University, Changchun, China and Key Laboratory of Symbolic Computation and Knowledge Engineering of Ministry of Education, China"," Department of Computer Science, Hong Kong Baptist University, Hong Kong",Modeling and mining spatiotemporal patterns of infection risk from heterogeneous data for active surveillance planning
9," Department of EECS, Oregon State University"," Department of EECS, Oregon State University",A latent variable model for discovering bird species commonly misidentified by citizen scientists
10," Rensselaer Polytechnic Institute, Troy, NY"," Rensselaer Polytechnic Institute, Troy, NY",Approximate equilibrium and incentivizing social coordination
11, Universität Potsdam, University of New South Wales,Solving the inferential frame problem in the general game description language
12," Bar-Ilan University, Israel"," Bar-Ilan University, Israel",Generating content for scenario-based serious-games using crowdsourcing
13," School of Interactive Computing, College of Computing, Georgia Institute of Technology, Atlanta, Georgia"," School of Interactive Computing, College of Computing, Georgia Institute of Technology, Atlanta, Georgia",Automatic game design via mechanic generation
14, McGill University, McGill University,False-name bidding and economic efficiency in combinatorial auctions
15," NICTA and UNSW, Sydney, Australia"," Technische Universität München, Garching, Germany",On the incompatibility of efficiency and strategyproofness in randomized social choice
16," NICTA and UNSW, Sydney, Australia"," NICTA and UNSW, Sydney, Australia",Fixing a balanced knockout tournament
17," NICTA and UNSW, Sydney, Australia"," Technische Universität München, München, Germany",A generalization of probabilistic serial to randomized social choice
18, Carnegie Mellon University, Carnegie Mellon University,Simultaneous cake cutting
19," Computer Science Department, Carnegie Mellon University"," Computer Science Department, Carnegie Mellon University",Lazy defenders are almost optimal against diligent attackers
20," Institut für Informatik, Technische Universität München, Garching, Germany"," Department of Computer Science, University of Oxford, Oxford, UK",Extending tournament solutions
21," Aarhus University, Denmark"," Oxford University, United Kingdom",The fisher market game: equilibrium and welfare
22," Robotics Institute, Carnegie Mellon University"," Computer Science Department, Carnegie Mellon University",Regret transfer and parameter optimization
23," Computing Science Department, University of Alberta"," Computing Science Department, University of Alberta",Solving imperfect information games using decomposition
24, University of Patras, Carnegie Mellon University,Biased games
25, University of Patras, Carnegie Mellon University,Modal ranking: a uniquely robust voting rule
26," Department of Computer Science, Duke University, Durham, NC"," Department of Computer Science, Duke University, Durham, NC",Mechanism design for scheduling with uncertain execution time
27," Department of Computing Science, University of Alberta, Edmonton, AB, Canada"," Department of Computing Science, University of Alberta, Edmonton, AB, Canada",Using response functions to measure strategy strength
28," Electrical and Electronic Engineering, Imperial College"," Computer and Information Science, University of Pennsylvania",New models for competitive contagion
29," Department of Computer Science, University of Toronto"," Department of Computer Science, University of Toronto",Preference elicitation and interview minimization in stable matchings
