,first-author-affiliation,last-author-affiliation,title
0, Stanford University, Univeristy of Maryland,From duels to battlefields: computing equilibria of Blotto and other games
1," Department of Computer Science, University of Texas at Austin, Austin, TX"," Duke University, The Fuqua School of Business, Durham, NC",Maximizing revenue with limited correlation: the cost of ex-post incentive compatibility
2," Department of Computer Science, Rensselaer Polytechnic Institute"," Department of Computer Science, Rensselaer Polytechnic Institute","Blind, greedy, and random: algorithms for matching and clustering using only ordinal information"
3," Data61 and UNSW, Sydney, Australia"," Data61 and UNSW, Sydney, Australia","Strategyproof peer selection: mechanisms, analyses, and experiments"
4," University of Milan, Milano, Italy"," Politecnico di Milano, Milano, Italy",A Security Game combining patrolling and alarm–triggered responses under spatial and detection uncertainties
5," Nanyang Technological University, Singapore"," China Academy of Sciences, Beijing, China",Learning market parameters using aggregate demand queries
6, University of California Berkeley, Carnegie Mellon University,An algorithmic framework for strategic fair division
7," Department of Computer Science, Duke University, Durham, NC"," Department of Computer Science, Duke University, Durham, NC",Computing possible and necessary equilibrium actions (and bipartisan set winners)
8," University of Southern California, Los Angeles, CA"," University of Southern California, Los Angeles, CA",One size does not fit all: a game-theoretic approach for dynamically and effectively screening for Threats
9," Computer Science Department, Carnegie Mellon University"," Computer Science Department, Carnegie Mellon University",Strategy-based warm starting for Regret Minimization in games
10," Agent Technology Center, Faculty of Electrical Engineering, Czech Technical University in Prague"," Department of Computer Science, University of Texas at El Paso",Using correlated strategies for computing stackelberg equilibria in extensive-form games
11," The Chinese University of Hong Kong, HK"," The Chinese University of Hong Kong, HK",Assignment and pricing in roommate market
12," Division of Mathematical Sciences, Nanyang Technological University, Singapore"," Department of Computer Science, Stanford University",Incentives for strategic behavior in Fisher market games
13," Department of Computer Science, Duke University, Durham, NC"," Department of Computer Science, Duke University, Durham, NC",Rules for choosing societal tradeoffs
14," University of Amsterdam, The Netherlands"," University of Amsterdam, The Netherlands",Judgment aggregation under issue dependencies
15," Oxford University, UK"," DISIM - University of L'Aquila & Gran Sasso Science Institute, Italy",Price of Pareto optimality in hedonic games
16," AGH University, Krakow, Poland"," TU Berlin, Berlin, Germany",Multiwinner analogues of the plurality rule: axiomatic and algorithmic perspectives
17," Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy"," Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy",Ad auctions and cascade model: GSP inefficiency and algorithms
18," Department of Computer Science, Tel-Aviv University, Israel"," I-CORE, Hebrew University of Jerusalem, Israel",Variations on the Hotelling-Downs model
19, CU Boulder, ETH Zurich,A geometric method to construct minimal peer prediction mechanisms
20," Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy"," Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy",Sequence–form and evolutionary dynamics: realization equivalence to agent form and logit dynamics
