,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
139,139,Jonas Peters,ETH Zurich,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",Causal Inference on Time Series using Restricted Structural Equation Models.
140,140,Jimmy Ba,University of Toronto,Brendan Frey,University of Toronto,Adaptive dropout for training deep neural networks.
141,141,Xinghao Pan,UC Berkeley,Michael Jordan,UC Berkeley,Optimistic Concurrency Control for Distributed Unsupervised Learning.
142,142,Yu-Xiang Wang,UC Santa Barbara,Chenlei Leng,,Provable Subspace Clustering: When LRR meets SSC.
143,143,Freddie Kalaitzis,Element AI,Ricardo Silva,University College London,Flexible sampling of discrete data correlations without the marginal distributions.
144,144,Haichao Zhang,Horizon Robotics,David Wipf,Microsoft Research,Non-Uniform Camera Shake Removal Using a Spatially-Adaptive Sparse Penalty.
145,145,Charles Blundell,DeepMind,Yee Whye Teh,"University of Oxford, DeepMind",Bayesian Hierarchical Community Discovery.
146,146,T.-K. Huang,Microsoft,Jeff Schneider,CMU,Learning Hidden Markov Models from Non-sequence Data via Tensor Decomposition.
147,147,Misha Denil,University of Oxford,Nando de Freitas,UBC,Predicting Parameters in Deep Learning.
148,148,Wen-Hao Zhang,"Center for Neural Basis of Cognition, Carnegie Mellon University",Si Wu,Beijing Normal University,Reciprocally Coupled Local Estimators Implement Bayesian Information Integration Distributively.
149,149,Chong Wang,CMU,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Variance Reduction for Stochastic Gradient Optimization.
150,150,Edo M Airoldi,Harvard University,Stanley H Chan,Harvard University,Stochastic blockmodel approximation of a graphon: Theory and consistent estimation.
151,151,Raphael Bailly,Universitat Politècnica de Catalunya,Ariadna Quattoni,Xerox Research Centre Europe,Unsupervised Spectral Learning of Finite State Transducers.
152,152,Ferran Diego Andilla,Telefonica R&D,Fred Hamprecht,Heidelberg University,Learning Multi-level Sparse Representations.
153,153,Yoshua Bengio,University of Montreal,Pascal Vincent,Facebook and U. Montreal,Generalized Denoising Auto-Encoders as Generative Models.
154,154,Ryosuke Matsushita,NTT DATA Mathematical Systems Inc.,Toshiyuki Tanaka,Kyoto University,Low-rank matrix reconstruction and clustering via approximate message passing.
155,155,Dae Il Kim,Brown University,Erik Sudderth,Brown University,Efficient Online Inference for Bayesian Nonparametric Relational Models.
156,156,Subhaneil Lahiri,Stanford University,Surya Ganguli,Stanford,A memory frontier for complex synapses.
157,157,Karthika Mohan,UC Berkeley,Jin Tian,Iowa State University,Graphical Models for Inference with Missing Data.
158,158,Zhengdong Lu,"Noah's Ark Lab, Huawei Technologies",Hang Li,Huawei Tech. Investment,A Deep Architecture for Matching Short Texts.
