,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
19,19,Chenshen Wu,Computer Vision Center,Bogdan Raducanu,Computer Vision Center,Memory Replay GANs: Learning to Generate New Categories without Forgetting.
20,20,Youssef Alami Mejjati,University of Bath,Kwang In Kim,University of Bath,Unsupervised Attention-guided Image-to-Image Translation.
21,21,Ting-Chun Wang,NVIDIA,Bryan Catanzaro,NVIDIA,Video-to-Video Synthesis.
22,22,Hang Gao,Columbia University,Shih-Fu Chang,Columbia University,Low-shot Learning via Covariance-Preserving Adversarial Augmentation Networks.
23,23,Andrea Tacchetti,DeepMind,Georgios Evangelopoulos,"X, Alphabet Inc.",Trading robust representations for sample complexity through self-supervised visual experience.
24,24,Boris Oreshkin,Element AI,Alexandre Lacoste,Element AI,TADAM: Task dependent adaptive metric for improved few-shot learning.
25,25,Shuyang Sun,The University of Sydney,Wanli Ouyang,The University of Sydney,"FishNet: A Versatile Backbone for Image, Region, and Pixel Level Prediction."
26,26,Hyeonseob Nam,Lunit Inc.,Hyo-Eun Kim,Lunit Inc,Batch-Instance Normalization for Adaptively Style-Invariant Neural Networks.
27,27,Yunpeng Chen,National University of Singapore,Jiashi Feng,National University of Singapore,A^2-Nets: Double Attention Networks.
28,28,Robert Wang,Aeryon Labs,Charles Ling,University of Western Ontario,Pelee: A Real-Time Object Detection System on Mobile Devices.
29,29,Yangyan Li,Alibaba AI Labs,Baoquan Chen,Shandong University,PointCNN: Convolution On X-Transformed Points.
30,30,Egor Burkov,Samsung,Victor Lempitsky,Samsung,Deep Neural Networks with Box Convolutions.
31,31,Rosanne Liu,Uber AI Labs,Jason Yosinski,Uber AI Labs; Recursion,An intriguing failing of convolutional neural networks and the CoordConv solution.
32,32,Maurice Weiler,University of Amsterdam,Taco Cohen,University of Amsterdam,3D Steerable CNNs: Learning Rotationally Equivariant Features in Volumetric Data.
33,33,Guangrun Wang,Sun Yat-sen University,Liang Lin,Sun Yat-Sen University,Kalman Normalization: Normalizing Internal Representations Across Network Layers.
34,34,Cem Keskin,Google Inc.,Shahram Izadi,Google,SplineNets: Continuous Neural Decision Graphs.
35,35,Liheng Zhang,University of Central Florida,Guo-Jun Qi,"Futurewei Technologies, Inc.",CapProNet: Deep Feature Learning via Orthogonal Projections onto Capsule Subspaces.
36,36,Boris Hanin,Texas A&M,Boris Hanin,Texas A&M,Which Neural Net Architectures Give Rise to Exploding and Vanishing Gradients?.
37,37,Alberto Bernacchia,University of Cambridge,Guillaume Hennequin,Cambridge,Exact natural gradient in deep linear networks and its application to the nonlinear case.
38,38,Yuanxiang Gao,University of Toronto,Baochun Li,University of Toronto,Post: Device Placement with Cross-Entropy Minimization and Proximal Policy Optimization.
