,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
359,359,Michael Kim,Stanford University,Guy Rothblum,Weizmann Institute of Science,Fairness Through Computationally-Bounded Awareness.
360,360,Edward Hughes,DeepMind,Thore Graepel,DeepMind,Inequity aversion improves cooperation in intertemporal social dilemmas.
361,361,Amo Tong,University of Delaware,Weili Wu,University of Texas at Dallas,On Misinformation Containment in Online Social Networks.
362,362,Jeremy Hoskins,Yale University,Charalampos Tsourakakis,Boston University,Inferring Networks From Random Walk-Based Node Similarities.
363,363,Laming Chen,Hulu LLC,Eric Zhou,Facebook,Fast Greedy MAP Inference for Determinantal Point Process to Improve Recommendation Diversity.
364,364,Raman Arora,Johns Hopkins University,Jalaj Upadhyay,Johns Hopkins University,Differentially Private Robust Low-Rank Approximation.
365,365,Rachel Cummings,Georgia Tech,Tao (Uthaipon) Tantipongpipat,Georgia Tech,Differential Privacy for Growing Databases.
366,366,Huan Zhang,UCLA,Luca Daniel,MIT,Efficient Neural Network Robustness Certification with General Activation Functions.
367,367,Brandon Tran,Massachusetts Institute of Technology,Aleksander Madry,MIT,Spectral Signatures in Backdoor Attacks.
368,368,Yang Song,Stanford University,Stefano Ermon,Stanford,Constructing Unrestricted Adversarial Examples with Generative Models.
369,369,Ainesh Bakshi,Carnegie Mellon University,David Woodruff,Carnegie Mellon University,Sublinear Time Low-Rank Approximation of Distance Matrices.
370,370,Sofiane Dhouib,CREATIS UMR CNRS 5220,Ievgen Redko,Hubert Curien laboratory,"Revisiting $(\epsilon, \gamma, \tau)$-similarity learning for domain adaptation."
371,371,Giulia Luise,University College London,Carlo Ciliberto,Imperial College London,Differential Properties of Sinkhorn Approximation for Learning with Wasserstein Distance.
372,372,Judy Hoffman,FAIR and Georgia Tech,Ningshan Zhang,NYU,Algorithms and Theory for Multiple-Source Adaptation.
373,373,Jun-Kun Wang,Georgia Institute of Technology,Jacob Abernethy,Georgia Institute of Technolog,Acceleration through Optimistic No-Regret Dynamics.
374,374,Haipeng Luo,University of Southern California,Kai Zheng,Peking University,Efficient Online Portfolio with Logarithmic Regret.
375,375,Sampath Kannan,University of Pennsylvania,Zhiwei  Steven Wu,University of Minnesota,A Smoothed Analysis of the Greedy Algorithm for the Linear Contextual Bandit Problem.
376,376,Jungseul Ok,UIUC,Damianos Tranos,KTH Royal Institute of Stockholm,Exploration in Structured Reinforcement Learning.
377,377,Ronan Fruit,Inria Lille,Alessandro Lazaric,Facebook Artificial Intelligence Research,Near Optimal Exploration-Exploitation in Non-Communicating Markov Decision Processes.
378,378,Tengyang Xie,University of Massachusetts Amherst,Daesub Yoon,ETRI,A Block Coordinate Ascent Algorithm for Mean-Variance Optimization.
