,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
499,499,Marcell Vazquez-Chanlatte,"University of California, Berkeley",Sanjit Seshia,UC Berkeley,Learning Task Specifications from Demonstrations.
500,500,Luis Haug,ETH Zurich,Adish Singla,MPI-SWS,Teaching Inverse Reinforcement Learners via Features and Demonstrations.
501,501,Laurent Orseau,DeepMind,Theophane Weber,DeepMind,Single-Agent Policy Tree Search With Guarantees.
502,502,Hao(Jackson) Cui,Tufts University,Roni Khardon,"Indiana University, Bloomington",From Stochastic Planning to Marginal MAP.
503,503,Zhihui Zhu,Johns Hopkins University,Manolis Tsakiris,ShanghaiTech University,Dual Principal Component Pursuit: Improved Analysis and Efficient Algorithms.
504,504,Erik Lindgren,University of Texas at Austin,Sriram Vishwanath,University of Texas at Austin,Experimental Design for Cost-Aware Learning of Causal Graphs.
505,505,Nathan Kallus,Cornell University,Uri Shalit,Technion,Removing Hidden Confounding by Experimental Grounding.
506,506,Sara Magliacane,IBM Research AI,Joris M Mooij,University of Amsterdam,Domain Adaptation by Using Causal Inference to Predict Invariant Conditional Distributions.
507,507,Sanghack Lee,Purdue University,Elias Bareinboim,Purdue,Structural Causal Bandits: Where to Intervene?.
508,508,Nathan Kallus,Cornell University,Madeleine Udell,Cornell University,Causal Inference with Noisy and Missing Covariates via Matrix Factorization.
509,509,Flavio Figueiredo,Universidade Federal de Minas Gerais,Renato Assunção,UFMG,Fast Estimation of Causal Interactions using Wold Processes.
510,510,Jayadev Acharya,Cornell University,Saravanan Kandasamy,Tata Institute of Fundamental Research,Learning and Testing Causal Models with Interventions.
511,511,AmirEmad Ghassami,University of Illinois at Urbana–Champaign,Kun Zhang,CMU,Multi-domain Causal Structure Learning in Linear Systems.
512,512,Shoubo Hu,The Chinese University of Hong Kong,Yanhui Geng,Huawei Montreal Research Centre,Causal Inference and Mechanism Clustering of A Mixture of Additive Noise Models.
513,513,Yuhao Wang,MIT,Caroline Uhler,Massachusetts Institute of Technology,Direct Estimation of Differences in Causal Graphs.
514,514,Eli Sherman,Johns Hopkins University,Ilya Shpitser,Johns Hopkins University,Identification and Estimation of Causal Effects from Dependent Data.
515,515,Rizal Fathony,University of Illinois at Chicago,Brian Ziebart,University of Illinois at Chicago,Distributionally Robust Graphical Models.
516,516,Ming Yu,"The University of Chicago, Booth School of Business",Zhaoran Wang,"Princeton, Phd student",Provable Gaussian Embedding with One Observation.
517,517,Siddarth Srinivasan,Georgia Institute of Technology,Byron Boots,Georgia Tech / Google Brain,Learning and Inference in Hilbert Space with Quantum Graphical Models.
518,518,Tong Wang,University of Iowa,Tong Wang,University of Iowa,Multi-value Rule Sets for Interpretable Classification with Feature-Efficient Representations.
