,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
379,379,Yunwen Lei,Male,City University of Hong Kong,Marius Kloft,Male,Humboldt University of Berlin,Multi-class SVMs: From Tighter Data-Dependent Generalization Bounds to Novel Algorithms.
380,380,Xinyang Yi,Male,Utaustin,Han Liu,Male,Princeton University,Optimal Linear Estimation under Unknown Nonlinear Transform.
381,381,Yinlam Chow,Male,Stanford,Marco Pavone,Male,Stanford University,Risk-Sensitive and Robust Decision-Making: a CVaR Optimization Approach.
382,382,Lorenzo Rosasco,Male,University of Genova,Silvia Villa,Male,IIT-MIT,Learning with Incremental Iterative Regularization.
383,383,Jason Hartline,Male,Northwestern University,Eva Tardos,Female,Cornell University,No-Regret Learning in Bayesian Games.
384,384,Parikshit Shah,Male,Yahoo Labs,Gongguo Tang,Male,Colorado School of Mines,Sparse and Low-Rank Tensor Decomposition.
385,385,Huishuai Zhang,Male,Syracuse University,Yingbin Liang,Male,Syracuse Univeristy,Analysis of Robust PCA via Local Incoherence.
386,386,Ibrahim M Alabdulmohsin,Male,King Abdullah University of Science and Technology (KAUST),Ibrahim M Alabdulmohsin,Male,King Abdullah University of Science and Technology (KAUST),Algorithmic Stability and Uniform Generalization.
387,387,Daniel Hsu,Male,Columbia University,Csaba Szepesvari,Male,University of Alberta,Mixing Time Estimation in Reversible Markov Chains from a Single Sample Path.
388,388,Sohail Bahmani,Male,Georgia Tech.,Justin Romberg,Male,Georgia Institute of Technology,Efficient Compressive Phase Retrieval with Constrained Sensing Vectors.
389,389,Suriya Gunasekar,Male,UT Austin,Joydeep Ghosh,Male,UT Austin,Unified View of Matrix Completion under General Structural Constraints.
390,390,Masrour Zoghi,Male,University of Amsterdam,Maarten de Rijke,Male,University of Amsterdam,Copeland Dueling Bandits.
391,391,Junpei Komiyama,Male,The University of Tokyo,Hiroshi Nakagawa,Male,The University of Tokyo,Regret Lower Bound and Optimal Algorithm in Finite Stochastic Partial Monitoring.
392,392,Oren Anava,Male,Technion,Shie Mannor,Male,Technion,Online Learning for Adversaries with Memory: Price of Past Mistakes.
393,393,Mehryar Mohri,Male,Courant Institute and Google,Andres Munoz,Male,Google,Revenue Optimization against Strategic Buyers.
394,394,Wei Cao,Male,Tsinghua University,Zhize Li,Male,Tsinghua University,On Top-k Selection in Multi-Armed Bandits and Hidden Bipartite Graphs.
395,395,Ruoyu Sun,Male,Stanford university,Mingyi Hong,Male,iowa state university,Improved Iteration Complexity Bounds of Cyclic Block Coordinate Descent for Convex Problems.
396,396,Julien Audiffren,Male,"CMLA, ENS Cachan",Liva Ralaivola,Male,"LIF, Aix-Marseille University, CNRS",Cornering Stationary and Restless Mixing Bandits with Remix-UCB.
397,397,Jacob D Abernethy,Male,University of Michigan,Ambuj Tewari,Male,University of Michigan,Fighting Bandits with a New Kind of Smoothness.
398,398,Tum Chaturapruek,Male,Stanford University,Chris Ré,Male,Stanford,Asynchronous stochastic convex optimization: the noise is in the noise and SGD don't care.
