,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
259,259,Megasthenis Asteris,Male,University of Texas at Austin,Alex Dimakis,Male,"University of Texas, Austin",Sparse PCA via Bipartite Matchings.
260,260,Takashi Takenouchi,Male,Future University Hakodate,Takafumi Kanamori,Male,Nagoya University,Empirical Localization of Homogeneous Divergences on Discrete Sample Spaces.
261,261,Fredrik D Johansson,Male,"Chalmers University, Sweden",Devdatt Dubhashi,Male,"Chalmers University, Sweden","Weighted Theta Functions and Embeddings with Applications to Max-Cut, Clustering and Summarization."
262,262,Balázs Szörényi,Male,The Technion / University of Szeged,Eyke Hüllermeier,Male,Marburguniversity,Online Rank Elicitation for Plackett-Luce: A Dueling Bandits Approach.
263,263,Ilya Shpitser,Male,Johns Hopkins University,Ilya Shpitser,Male,Johns Hopkins University,Segregated Graphs and Marginals of Chain Graph Models.
264,264,ABHISEK KUNDU,Male,RENSSELAER POLYTECHNIC INST,Malik Magdon-Ismail,Male,RPI,Approximating Sparse PCA from Incomplete Data.
265,265,Jie Wang,Male,University of Michigan-Ann Arbor,Jieping Ye,Male,University of Michigan,Multi-Layer Feature Reduction for Tree Structured Group Lasso via Hierarchical Projection.
266,266,Emmanuel Abbe,Male,Princeton University,Colin Sandon,Male,Princeton University,Recovering Communities in the General Stochastic Block Model Without Knowing the Parameters.
267,267,Justin Domke,Male,NICTA,Justin Domke,Male,NICTA,Maximum Likelihood Learning With Arbitrary Treewidth via Fast-Mixing Parameter Sets.
268,268,Bhaswar Bhattacharya,Male,Stanford University,Gregory Valiant,Male,Stanford University,Testing Closeness With Unequal Sized Samples.
269,269,Karthikeyan Shanmugam,Male,UT Austin,Sriram Vishwanath,Male,UT Austin,Learning Causal Graphs with Small Interventions.
270,270,Noam Brown,Male,Carnegie Mellon University,Tuomas Sandholm,Male,Carnegie Mellon University,Regret-Based Pruning in Extensive-Form Games.
271,271,Kirthevasan Kandasamy,Male,CMU,james m robins,Male,Harvard University,"Nonparametric von Mises Estimators for Entropies, Divergences and Mutual Informations."
272,272,Guillaume Dehaene,Male,University of Geneva,Simon Barthelmé,Male,Gipsa-lab CNRS,Bounding errors of Expectation-Propagation.
273,273,Mithun Chakraborty,Male,Washington Univ. in St. Louis,Sanmay Das,Male,Washington University in St. Louis,Market Scoring Rules Act As Opinion Pools For Risk-Averse Agents.
274,274,Daniel Vainsencher,Male,Princeton University,Tong Zhang,Male,Rutgers,Local Smoothness in Variance Reduced Optimization.
275,275,Zhaoran Wang,Male,Princeton University,Han Liu,Male,Princeton University,High Dimensional EM Algorithm: Statistical Optimization and Asymptotic Normality.
276,276,Arya Mazumdar,Male,University of Massachusetts Amherst,Ankit Singh Rawat,Male,Carnegie Mellon University,Associative Memory via a Sparse Recovery Model.
277,277,Ravi Ganti,Male,UW Madison,Rebecca Willett,Female,University of Wisconsin,Matrix Completion Under Monotonic Single Index Models.
278,278,Ian En-Hsu Yen,Male,University of Texas at Austin,Inderjit Dhillon,Male,University of Texas at Austin,Sparse Linear Programming via Primal and Dual Augmented Coordinate Descent.
