,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
19,19,Emile Richard,Male,Stanford University,chichilnisky Chichilnisky,Female,Stanford,Recognizing retinal ganglion cells in the dark.
20,20,Junyoung Chung,Male,University of Montreal,Yoshua Bengio,Male,U. Montreal,A Recurrent Latent Variable Model for Sequential Data.
21,21,Chris Piech,Male,Stanford,Jascha Sohl-Dickstein,Male,stanford.edu,Deep Knowledge Tracing.
22,22,Zhe Gan,Male,Duke University,Lawrence Carin,Male,Duke University,Deep Temporal Sigmoid Belief Networks for Sequence Modeling.
23,23,D. Sculley,Male,Google Research,Dan Dennison,Male,"Google, Inc.",Hidden Technical Debt in Machine Learning Systems.
24,24,James R Lloyd,Male,University of Cambridge,Zoubin Ghahramani,Male,University of Cambridge,Statistical Model Criticism using Kernel Two Sample Tests.
25,25,Volodymyr Kuleshov,Male,Stanford University,Percy Liang,Male,Stanford University,Calibrated Structured Prediction.
26,26,Koosha Khalvati,Male,University of Washington,Rajesh PN Rao,Male,University of Washington,A Bayesian Framework for Modeling Confidence in Perceptual Decision Making.
27,27,Scott Linderman,Male,Harvard University,Ryan Adams,Male,Harvard,Dependent Multinomial Models Made Easy: Stick-Breaking with the Polya-gamma Augmentation.
28,28,Mike Hughes,Male,Brown University,Erik Sudderth,Male,Brown University,Scalable Adaptation of State Complexity for Nonparametric Hidden Markov Models.
29,29,Ehsan Adeli-Mosabbeb,Male,UNC-Chapel Hill,Dinggang Shen,Male,UNC-Chapel Hill,Robust Feature-Sample Linear Discriminant Analysis for Brain Disorders Diagnosis.
30,30,Jean-Baptiste SCHIRATTI,Male,Ecole Polytechnique,Stanley DURRLEMAN,Male,INRIA,Learning spatiotemporal trajectories from manifold-valued longitudinal data.
31,31,Minhyung Cho,Male,Gracenote,Jaehyung Lee,Male,Gracenote,Hessian-free Optimization for Learning Deep Multidimensional Recurrent Neural Networks.
32,32,Amir Dezfouli,Male,The University of New South Wales,Edwin Bonilla,Male,University of New South Wales,Scalable Inference for Gaussian Process Models with Black-Box Likelihoods.
33,33,Diederik Kingma,Male,U. Amsterdam,Max Welling,Male,University of Amsterdam,Variational Dropout and the Local Reparameterization Trick.
34,34,Isabel Valera,Female,MPI-SWS,Fernando Perez-Cruz,Male,,Infinite Factorial Dynamical Model.
35,35,Shakir Mohamed,Male,Google DeepMind,Danilo Jimenez Rezende,Male,Google DeepMind,Variational Information Maximisation for Intrinsically Motivated Reinforcement Learning.
36,36,Dustin Tran,Male,Columbia University,Edo M Airoldi,Male,Harvard University,Copula variational inference.
37,37,Kai Fan,Male,Duke University,Katherine Heller,Female,Duke,Fast Second Order Stochastic Backpropagation for Variational Inference.
38,38,Anastasia Podosinnikova,Female,ENS - Inria,Simon Lacoste-Julien,Male,INRIA,Rethinking LDA: Moment Matching for Discrete ICA.
